a(radian),a(degree),Eruling, Ebend, Eparalell,
1.457,83.48,6.55229,1.8353,0.151268,1
1.458,83.5372,6.50609,1.83411,0.149211,1
1.459,83.5945,6.45992,1.83292,0.147167,1
1.46,83.6518,6.41379,1.83173,0.145135,1
1.461,83.7091,6.36769,1.83055,0.143117,1
1.462,83.7664,6.32163,1.82937,0.141111,1
1.463,83.8237,6.27561,1.82819,0.139118,1
1.464,83.881,6.22961,1.82702,0.137138,1
1.465,83.9383,6.18366,1.82585,0.135172,1
1.466,83.9956,6.13773,1.82469,0.133218,1
1.467,84.0529,6.09184,1.82353,0.131277,1
1.468,84.1102,6.04598,1.82237,0.12935,1
1.469,84.1675,6.00015,1.82122,0.127436,1
1.47,84.2248,5.95435,1.82007,0.125536,1
1.471,84.2821,5.90858,1.81893,0.123648,1
1.472,84.3394,5.86285,1.81778,0.121775,1
1.473,84.3967,5.81714,1.81665,0.119914,1
1.474,84.454,5.77146,1.81552,0.118068,1
1.475,84.5113,5.72581,1.81439,0.116234,1
1.476,84.5686,5.68019,1.81326,0.114415,1
1.477,84.6259,5.6346,1.81214,0.112609,1
1.478,84.6832,5.58904,1.81102,0.110817,1
1.479,84.7405,5.5435,1.80991,0.109038,1
1.48,84.7978,5.49799,1.8088,0.107273,1
1.481,84.855,5.4525,1.8077,0.105523,1
1.482,84.9123,5.40704,1.80659,0.103786,1
1.483,84.9696,5.3616,1.8055,0.102063,1
1.484,85.0269,5.31619,1.8044,0.100353,1
1.485,85.0842,5.2708,1.80331,0.0986582,1
1.486,85.1415,5.22544,1.80223,0.0969771,1
1.487,85.1988,5.1801,1.80114,0.09531,1
1.488,85.2561,5.13478,1.80007,0.0936569,1
1.489,85.3134,5.08949,1.79899,0.092018,1
1.49,85.3707,5.04421,1.79792,0.0903932,1
1.491,85.428,4.99896,1.79685,0.0887826,1
1.492,85.4853,4.95373,1.79579,0.0871862,1
1.493,85.5426,4.90851,1.79473,0.085604,1
1.494,85.5999,4.86332,1.79368,0.0840361,1
1.495,85.6572,4.81815,1.79263,0.0824825,1
1.496,85.7145,4.773,1.79158,0.0809431,1
1.497,85.7718,4.72786,1.79054,0.0794181,1
1.498,85.8291,4.68274,1.7895,0.0779074,1
1.499,85.8864,4.63764,1.78846,0.0764111,1
1.5,85.9437,4.59256,1.78743,0.0749292,1
1.501,86.001,4.54749,1.7864,0.0734616,1
1.502,86.0583,4.50244,1.78538,0.0720085,1
1.503,86.1156,2.47196,1.78436,0.0705699,1
1.504,86.1729,2.44725,1.78334,0.0691457,1
1.505,86.2301,2.42254,1.78233,0.067736,1
1.506,86.2874,2.39784,1.78132,0.0663408,1
1.507,86.3447,2.37315,1.78031,0.0649601,1
1.508,86.402,2.34846,1.77931,0.0635939,1
1.509,86.4593,2.32378,1.77831,0.0622423,1
1.51,86.5166,2.2991,1.77732,0.0609052,1
1.511,86.5739,2.27443,1.77633,0.0595827,1
1.512,86.6312,2.24976,1.77534,0.0582747,1
1.513,86.6885,2.2251,1.77436,0.0569813,1
1.514,86.7458,2.20044,1.77338,0.0557025,1
1.515,86.8031,2.17579,1.77241,0.0544383,1
1.516,86.8604,2.15114,1.77144,0.0531887,1
1.517,86.9177,2.12649,1.77047,0.0519537,1
1.518,86.975,2.10184,1.76951,0.0507333,1
1.519,87.0323,2.0772,1.76855,0.0495276,1
1.52,87.0896,2.05256,1.7676,0.0483364,1
1.521,87.1469,2.02792,1.76664,0.0471599,1
1.522,87.2042,2.00328,1.7657,0.0459981,1
1.523,87.2615,0,1.76475,0.0448508,1.76475
1.524,87.3188,0,1.76381,0.0437182,1.76381
1.525,87.3761,0,1.76288,0.0426003,1.76288
1.526,87.4334,0,1.76194,0.0414969,1.76194
1.527,87.4907,0,1.76102,0.0404082,1.76102
1.528,87.548,0,1.76009,0.0393342,1.76009
1.529,87.6052,0,1.75917,0.0382748,1.75917
1.53,87.6625,0,1.75825,0.03723,1.75825
1.531,87.7198,0,1.75734,0.0361999,1.75734
1.532,87.7771,0,1.75643,0.0351843,1.75643
1.533,87.8344,0,1.75552,0.0341835,1.75552
1.534,87.8917,0,1.75462,0.0331972,1.75462
1.535,87.949,0,1.75372,0.0322255,1.75372
1.536,88.0063,0,1.75283,0.0312685,1.75283
1.537,88.0636,0,1.75194,0.0303261,1.75194
1.538,88.1209,0,1.75105,0.0293983,1.75105
1.539,88.1782,0,1.75017,0.0284851,1.75017
1.54,88.2355,0,1.74929,0.0275865,1.74929
1.541,88.2928,0,1.74841,0.0267024,1.74841
1.542,88.3501,0,1.74754,0.025833,1.74754
1.543,88.4074,0,1.74668,0.0249781,1.74668
1.544,88.4647,0,1.74581,0.0241378,1.74581
1.545,88.522,0,1.74495,0.0233121,1.74495
1.546,88.5793,0,1.74409,0.0225009,1.74409
1.547,88.6366,0,1.74324,0.0217042,1.74324
1.548,88.6939,0,1.74239,0.0209221,1.74239
1.549,88.7512,0,1.74155,0.0201545,1.74155
1.55,88.8085,0,1.74071,0.0194014,1.74071
1.551,88.8658,0,1.73987,0.0186628,1.73987
1.552,88.923,0,1.73903,0.0179388,1.73903
1.553,88.9803,0,1.7382,0.0172292,1.7382
1.554,89.0376,0,1.73738,0.0165341,1.73738
1.555,89.0949,0,1.73656,0.0158534,1.73656
1.556,89.1522,0,1.73574,0.0151872,1.73574
1.557,89.2095,0,1.73492,0.0145355,1.73492
1.558,89.2668,0,1.73411,0.0138982,1.73411
1.559,89.3241,0,1.7333,0.0132753,1.7333
1.56,89.3814,0,1.7325,0.0126669,1.7325
1.561,89.4387,0,1.7317,0.0120728,1.7317
1.562,89.496,0,1.7309,0.0114931,1.7309
1.563,89.5533,0,1.73011,0.0109279,1.73011
1.564,89.6106,0,1.72932,0.010377,1.72932
1.565,89.6679,0,1.72854,0.00984045,1.72854
1.566,89.7252,0,1.72776,0.00931827,1.72776
1.567,89.7825,0,1.72698,0.00881043,1.72698
1.568,89.8398,0,1.72621,0.00831693,1.72621
1.569,89.8971,0,1.72544,0.00783775,1.72544
1.57,89.9544,0,1.72467,0.00737288,1.72467
1.571,90.0117,0,1.72391,0.00692231,1.72391
1.572,90.069,0,1.72315,0.00648604,1.72315
1.573,90.1263,0,1.72239,0.00606404,1.72239
1.574,90.1836,0,1.72164,0.00565632,1.72164
1.575,90.2409,0,1.7209,0.00526286,1.7209
1.576,90.2981,0,1.72015,0.00488365,1.72015
1.577,90.3554,0,1.71941,0.00451869,1.71941
1.578,90.4127,0,1.71868,0.00416796,1.71868
1.579,90.47,0,1.71794,0.00383145,1.71794
1.58,90.5273,0,1.71722,0.00350916,1.71722
1.581,90.5846,0,1.71649,0.00320108,1.71649
1.582,90.6419,0,1.71577,0.00290719,1.71577
1.583,90.6992,0,1.71505,0.0026275,1.71505
1.584,90.7565,0,1.71434,0.00236199,1.71434
1.585,90.8138,0,1.71363,0.00211065,1.71363
1.586,90.8711,0,1.71292,0.00187348,1.71292
1.587,90.9284,0,1.71222,0.00165047,1.71222
1.588,90.9857,0,1.71152,0.00144162,1.71152
1.589,91.043,0,1.71083,0.00124692,1.71083
1.59,91.1003,0,1.71014,0.00106635,1.71014
1.591,91.1576,0,1.70945,0.000899921,1.70945
1.592,91.2149,0,1.70877,0.000747622,1.70877
1.593,91.2722,0,1.70809,0.000609448,1.70809
1.594,91.3295,0,1.70741,0.000485394,1.70741
1.595,91.3868,0,1.70674,0.000375455,1.70674
1.596,91.4441,0,1.70607,0.000279628,1.70607
1.597,91.5014,0,1.7054,0.000197909,1.7054
1.598,91.5587,0,1.70474,0.000130294,1.70474
1.599,91.616,0,1.70409,7.68E-05,1.70409
1.6,91.6732,0,1.70343,3.74E-05,1.70343
1.601,91.7305,0,1.70278,1.92E-05,1.70278
1.602,91.7878,0,1.70287,1.75E-06,1.70287
1.603,91.8451,0,1.70303,6.05E-06,1.70303
1.604,91.9024,0,1.7032,2.07E-05,1.7032
1.605,91.9597,0,1.70338,5.17E-05,1.70338
1.606,92.017,0,1.70355,9.69E-05,1.70355
1.607,92.0743,0,1.70373,0.00015613,1.70373
1.608,92.1316,0,1.70392,0.000229471,1.70392
1.609,92.1889,0,1.70411,0.000316909,1.70411
1.61,92.2462,0,1.7043,0.000418444,1.7043
1.611,92.3035,0,1.7045,0.000534081,1.7045
1.612,92.3608,0,1.7047,0.00066382,1.7047
1.613,92.4181,0,1.7049,0.000807666,1.7049
1.614,92.4754,0,1.70511,0.000965623,1.70511
1.615,92.5327,0,1.70532,0.00113769,1.70532
1.616,92.59,0,1.70554,0.00132389,1.70554
1.617,92.6473,0,1.70576,0.0015242,1.70576
1.618,92.7046,0,1.70598,0.00173865,1.70598
1.619,92.7619,0,1.70621,0.00196723,1.70621
1.62,92.8192,0,1.70644,0.00220996,1.70644
1.621,92.8765,0,1.70667,0.00246684,1.70667
1.622,92.9338,0,1.70691,0.00273787,1.70691
1.623,92.9911,0,1.70716,0.00302308,1.70716
1.624,93.0483,0,1.7074,0.00332245,1.7074
1.625,93.1056,0,1.70765,0.00363602,1.70765
1.626,93.1629,0,1.70791,0.00396378,1.70791
1.627,93.2202,0,1.70817,0.00430574,1.70817
1.628,93.2775,0,1.70843,0.00466192,1.70843
1.629,93.3348,0,1.7087,0.00503233,1.7087
1.63,93.3921,0,1.70897,0.00541697,1.70897
1.631,93.4494,0,1.70924,0.00581587,1.70924
1.632,93.5067,0,1.70952,0.00622903,1.70952
1.633,93.564,0,1.7098,0.00665646,1.7098
1.634,93.6213,0,1.71009,0.00709819,1.71009
1.635,93.6786,0,1.71038,0.00755422,1.71038
1.636,93.7359,0,1.71067,0.00802457,1.71067
1.637,93.7932,0,1.71097,0.00850925,1.71097
1.638,93.8505,0,1.71127,0.00900829,1.71127
1.639,93.9078,0,1.71158,0.00952169,1.71158
1.64,93.9651,0,1.71189,0.0100495,1.71189
1.641,94.0224,0,1.7122,0.0105917,1.7122
1.642,94.0797,0,1.71252,0.0111482,1.71252
1.643,94.137,0,1.71284,0.0117193,1.71284
1.644,94.1943,0,1.71316,0.0123048,1.71316
1.645,94.2516,0,1.71349,0.0129047,1.71349
1.646,94.3089,0,1.71383,0.0135192,1.71383
1.647,94.3661,0,1.71416,0.0141481,1.71416
1.648,94.4234,0,1.71451,0.0147916,1.71451
1.649,94.4807,0,1.71485,0.0154497,1.71485
1.65,94.538,0,1.7152,0.0161223,1.7152
1.651,94.5953,0,1.71555,0.0168095,1.71555
1.652,94.6526,0,1.71591,0.0175113,1.71591
1.653,94.7099,0,1.71627,0.0182277,1.71627
1.654,94.7672,0,1.71663,0.0189588,1.71663
1.655,94.8245,0,1.717,0.0197046,1.717
1.656,94.8818,0,1.71738,0.0204651,1.71738
1.657,94.9391,0,1.71775,0.0212403,1.71775
1.658,94.9964,0,1.71813,0.0220303,1.71813
1.659,95.0537,0,1.71852,0.022835,1.71852
1.66,95.111,0,1.71891,0.0236545,1.71891
1.661,95.1683,0,1.7193,0.0244888,1.7193
1.662,95.2256,0,1.71969,0.025338,1.71969
1.663,95.2829,0,1.7201,0.0262021,1.7201
1.664,95.3402,0,1.7205,0.027081,1.7205
1.665,95.3975,0,1.72091,0.0279749,1.72091
1.666,95.4548,0,1.72132,0.0288837,1.72132
1.667,95.5121,0,1.72174,0.0298075,1.72174
1.668,95.5694,0,1.72216,0.0307463,1.72216
1.669,95.6267,0,1.72258,0.0317001,1.72258
1.67,95.684,0,1.72301,0.0326689,1.72301
1.671,95.7412,0,1.72344,0.0336528,1.72344
1.672,95.7985,0,1.72388,0.0346518,1.72388
1.673,95.8558,0,1.72432,0.035666,1.72432
1.674,95.9131,0,1.72476,0.0366952,1.72476
1.675,95.9704,0,1.72521,0.0377397,1.72521
1.676,96.0277,0,1.72566,0.0387993,1.72566
1.677,96.085,0,1.72612,0.0398742,1.72612
1.678,96.1423,0,1.72658,0.0409644,1.72658
1.679,96.1996,0,1.72705,0.0420698,1.72705
1.68,96.2569,0,1.72751,0.0431905,1.72751
1.681,96.3142,0,1.72799,0.0443265,1.72799
1.682,96.3715,0,1.72846,0.0454779,1.72846
1.683,96.4288,0,1.72894,0.0466447,1.72894
1.684,96.4861,0,1.72943,0.0478269,1.72943
1.685,96.5434,0,1.72992,0.0490246,1.72992
1.686,96.6007,0,1.73041,0.0502376,1.73041
1.687,96.658,0,1.73091,0.0514662,1.73091
1.688,96.7153,0,1.73141,0.0527103,1.73141
1.689,96.7726,0,1.73191,0.0539699,1.73191
1.69,96.8299,0,1.73242,0.0552451,1.73242
1.691,96.8872,0,1.73293,0.0565358,1.73293
1.692,96.9445,0,1.73345,0.0578422,1.73345
1.693,97.0018,0,1.73397,0.0591641,1.73397
1.694,97.0591,0,1.7345,0.0605018,1.7345
1.695,97.1163,0,1.73503,0.061855,1.73503
1.696,97.1736,0,1.73556,0.063224,1.73556
1.697,97.2309,0,1.7361,0.0646087,1.7361
1.698,97.2882,0,1.73664,0.0660092,1.73664
1.699,97.3455,0,1.73719,0.0674254,1.73719
1.7,97.4028,0,1.73774,0.0688573,1.73774
1.701,97.4601,0,1.73829,0.0703051,1.73829
1.702,97.5174,0,1.73885,0.0717687,1.73885
1.703,97.5747,0,1.73941,0.0732481,1.73941
1.704,97.632,0,1.73998,0.0747434,1.73998
1.705,97.6893,0,1.74055,0.0762545,1.74055
1.706,97.7466,0,1.74112,0.0777815,1.74112
1.707,97.8039,0,1.7417,0.0793244,1.7417
1.708,97.8612,2.01289,1.74228,0.0808833,1
1.709,97.9185,2.03098,1.74287,0.082458,1
1.71,97.9758,2.04905,1.74346,0.0840487,1
1.711,98.0331,2.06712,1.74405,0.0856554,1
1.712,98.0904,2.08517,1.74465,0.087278,1
1.713,98.1477,2.10321,1.74526,0.0889167,1
1.714,98.205,2.12125,1.74586,0.0905713,1
1.715,98.2623,2.13927,1.74648,0.0922419,1
1.716,98.3196,2.15729,1.74709,0.0939285,1
1.717,98.3769,2.1753,1.74771,0.0956311,1
1.718,98.4341,2.19329,1.74833,0.0973497,1
1.719,98.4914,2.21128,1.74896,0.0990844,1
1.72,98.5487,2.22926,1.7496,0.100835,1
1.721,98.606,2.24723,1.75023,0.102602,1
1.722,98.6633,2.26519,1.75087,0.104385,1
1.723,98.7206,2.28314,1.75152,0.106183,1
1.724,98.7779,2.30108,1.75217,0.107998,1
1.725,98.8352,2.31901,1.75282,0.109829,1
1.726,98.8925,2.33694,1.75348,0.111676,1
1.727,98.9498,2.35485,1.75414,0.113539,1
1.728,99.0071,2.37276,1.75481,0.115418,1
1.729,99.0644,2.39065,1.75548,0.117313,1
1.73,99.1217,2.40854,1.75615,0.119224,1
1.731,99.179,2.42642,1.75683,0.121151,1
1.732,99.2363,2.44429,1.75751,0.123094,1
1.733,99.2936,2.46215,1.7582,0.125053,1
1.734,99.3509,2.48,1.75889,0.127028,1
1.735,99.4082,2.49785,1.75958,0.129019,1
1.736,99.4655,2.51568,1.76028,0.131026,1
1.737,99.5228,2.53351,1.76099,0.133049,1
1.738,99.5801,2.55133,1.7617,0.135088,1
1.739,99.6374,2.56914,1.76241,0.137143,1
1.74,99.6947,2.58694,1.76312,0.139213,1
1.741,99.752,2.60473,1.76385,0.1413,1
1.742,99.8092,2.62252,1.76457,0.143402,1
1.743,99.8665,2.6403,1.7653,0.14552,1
1.744,99.9238,2.65806,1.76603,0.147654,1
1.745,99.9811,2.67583,1.76677,0.149803,1
1.746,100.038,2.69358,1.76751,0.151969,1
1.747,100.096,2.71132,1.76826,0.15415,1
1.748,100.153,2.72906,1.76901,0.156347,1
1.749,100.21,2.74679,1.76977,0.158559,1
1.75,100.268,2.76451,1.77053,0.160787,1
1.751,100.325,2.78222,1.77129,0.16303,1
1.752,100.382,2.79993,1.77206,0.165289,1
1.753,100.44,2.81762,1.77283,0.167564,1
1.754,100.497,2.83531,1.77361,0.169854,1
1.755,100.554,2.853,1.77439,0.172159,1
1.756,100.611,2.87067,1.77517,0.174479,1
1.757,100.669,2.88834,1.77596,0.176815,1
1.758,100.726,2.906,1.77676,0.179166,1
1.759,100.783,2.92365,1.77755,0.181533,1
1.76,100.841,2.94129,1.77836,0.183914,1
1.761,100.898,2.95893,1.77916,0.186311,1
1.762,100.955,2.97656,1.77998,0.188723,1
1.763,101.012,2.99418,1.78079,0.191149,1
1.764,101.07,3.01179,1.78161,0.193591,1
1.765,101.127,3.0294,1.78244,0.196047,1
1.766,101.184,3.047,1.78326,0.198518,1
1.767,101.242,3.0646,1.7841,0.201004,1
1.768,101.299,3.08218,1.78493,0.203505,1
1.769,101.356,3.09976,1.78578,0.20602,1
1.77,101.414,3.11733,1.78662,0.208549,1
1.771,101.471,3.1349,1.78747,0.211094,1
1.772,101.528,3.15246,1.78833,0.213652,1
1.773,101.585,3.17001,1.78919,0.216225,1
1.774,101.643,3.18755,1.79005,0.218812,1
1.775,101.7,3.20509,1.79092,0.221413,1
1.776,101.757,3.22262,1.79179,0.224028,1
1.777,101.815,3.24014,1.79267,0.226658,1
1.778,101.872,3.25766,1.79355,0.229301,1
1.779,101.929,3.27517,1.79444,0.231958,1
1.78,101.986,5.29802,1.79533,0.234628,1
1.781,102.044,5.32627,1.79622,0.237313,1
1.782,102.101,5.3545,1.79712,0.24001,1
1.783,102.158,5.38273,1.79803,0.242722,1
1.784,102.216,5.41095,1.79893,0.245446,1
1.785,102.273,5.43915,1.79985,0.248184,1
1.786,102.33,5.46735,1.80076,0.250935,1
1.787,102.388,5.49554,1.80169,0.2537,1
1.788,102.445,5.52372,1.80261,0.256477,1
1.789,102.502,5.55189,1.80354,0.259267,1
1.79,102.559,5.58004,1.80448,0.262069,1
1.791,102.617,5.6082,1.80542,0.264885,1
1.792,102.674,5.63634,1.80636,0.267713,1
1.793,102.731,5.66447,1.80731,0.270553,1
1.794,102.789,5.69259,1.80826,0.273406,1
1.795,102.846,5.7207,1.80922,0.276271,1
1.796,102.903,5.74881,1.81018,0.279148,1
1.797,102.961,5.77691,1.81115,0.282037,1
1.798,103.018,5.80499,1.81212,0.284938,1
1.799,103.075,5.83307,1.8131,0.28785,1
1.8,103.132,5.86114,1.81408,0.290775,1
1.801,103.19,5.8892,1.81506,0.29371,1
1.802,103.247,5.91725,1.81605,0.296657,1
1.803,103.304,5.9453,1.81705,0.299616,1
1.804,103.362,5.97333,1.81804,0.302585,1
1.805,103.419,6.00136,1.81905,0.305566,1
1.806,103.476,6.02938,1.82006,0.308557,1
1.807,103.533,6.05739,1.82107,0.31156,1
1.808,103.591,6.0854,1.82208,0.314572,1
1.809,103.648,6.11339,1.82311,0.317596,1
1.81,103.705,6.14138,1.82413,0.320629,1
1.811,103.763,6.16936,1.82516,0.323673,1
1.812,103.82,6.19733,1.8262,0.326727,1
1.813,103.877,6.22529,1.82724,0.329791,1
1.814,103.935,6.25324,1.82828,0.332865,1
1.815,103.992,6.28119,1.82933,0.335949,1
1.816,104.049,6.30913,1.83038,0.339042,1
1.817,104.106,6.33706,1.83144,0.342144,1
1.818,104.164,6.36499,1.83251,0.345256,1
1.819,104.221,6.39291,1.83357,0.348376,1
1.82,104.278,6.42082,1.83465,0.351506,1
1.821,104.336,6.44872,1.83572,0.354645,1
1.822,104.393,6.47662,1.8368,0.357792,1
1.823,104.45,6.5045,1.83789,0.360948,1
1.824,104.508,6.53238,1.83898,0.364112,1
1.825,104.565,6.56026,1.84008,0.367284,1
1.826,104.622,6.58813,1.84118,0.370465,1
1.827,104.679,6.61599,1.84228,0.373653,1
1.828,104.737,6.64384,1.84339,0.376849,1
1.829,104.794,6.67169,1.84451,0.380053,1
1.83,104.851,6.69953,1.84562,0.383265,1
1.831,104.909,6.72736,1.84675,0.386484,1
1.832,104.966,6.75519,1.84788,0.38971,1
1.833,105.023,6.78301,1.84901,0.392943,1
1.834,105.08,6.81082,1.85015,0.396182,1
1.835,105.138,6.83863,1.85129,0.399429,1
1.836,105.195,6.86643,1.85244,0.402682,1
1.837,105.252,6.89422,1.85359,0.405942,1
1.838,105.31,6.92201,1.85475,0.409208,1
1.839,105.367,6.94979,1.85591,0.41248,1
1.84,105.424,6.97757,1.85707,0.415758,1
1.841,105.482,7.00533,1.85825,0.419042,1
1.842,105.539,7.0331,1.85942,0.422331,1
1.843,105.596,7.06086,1.8606,0.425626,1
1.844,105.653,7.08861,1.86179,0.428926,1
1.845,105.711,7.11635,1.86298,0.432232,1
1.846,105.768,7.14409,1.86417,0.435542,1
1.847,105.825,7.17183,1.86537,0.438858,1
1.848,105.883,7.19955,1.86658,0.442178,1
1.849,105.94,7.22728,1.86779,0.445503,1
1.85,105.997,7.25499,1.869,0.448832,1
1.851,106.054,7.2827,1.87022,0.452165,1
1.852,106.112,7.31041,1.87144,0.455503,1
1.853,106.169,7.33811,1.87267,0.458844,1
1.854,106.226,7.36581,1.87391,0.462189,1
1.855,106.284,7.3935,1.87514,0.465538,1
1.856,106.341,7.42118,1.87639,0.46889,1
1.857,106.398,7.44886,1.87764,0.472246,1
1.858,106.456,7.47653,1.87889,0.475605,1
1.859,106.513,7.5042,1.88015,0.478967,1
1.86,106.57,7.53187,1.88141,0.482331,1
1.861,106.627,7.55953,1.88268,0.485699,1
1.862,106.685,7.58718,1.88395,0.489069,1
1.863,106.742,7.61483,1.88523,0.492441,1
1.864,106.799,7.64247,1.88651,0.495816,1
1.865,106.857,7.67011,1.8878,0.499193,1
1.866,106.914,7.69775,1.88909,0.502572,1
1.867,106.971,7.72538,1.89039,0.505952,1
1.868,107.029,7.753,1.89169,0.509334,1
1.869,107.086,7.78063,1.893,0.512718,1
1.87,107.143,7.80824,1.89431,0.516103,1
1.871,107.2,7.83585,1.89562,0.51949,1
1.872,107.258,7.86346,1.89695,0.522877,1
1.873,107.315,7.89106,1.89827,0.526265,1
1.874,107.372,7.91866,1.8996,0.529655,1
1.875,107.43,7.94626,1.90094,0.533044,1
1.876,107.487,7.97385,1.90228,0.536435,1
1.877,107.544,8.00144,1.90363,0.539825,1
1.878,107.601,8.02902,1.90498,0.543216,1
1.879,107.659,8.0566,1.90634,0.546607,1
1.88,107.716,8.08417,1.9077,0.549998,1
1.881,107.773,8.11174,1.90907,0.553389,1
1.882,107.831,8.13931,1.91044,0.556779,1
1.883,107.888,8.16687,1.91182,0.560169,1
1.884,107.945,8.19443,1.9132,0.563558,1
1.885,108.003,8.22198,1.91458,0.566947,1
1.886,108.06,8.24953,1.91598,0.570334,1
1.887,108.117,8.27708,1.91737,0.573721,1
1.888,108.174,8.30462,1.91878,0.577106,1
1.889,108.232,8.33216,1.92018,0.58049,1
1.89,108.289,8.3597,1.9216,0.583873,1
1.891,108.346,8.38723,1.92301,0.587254,1
1.892,108.404,8.41476,1.92444,0.590634,1
1.893,108.461,8.44229,1.92586,0.594012,1
1.894,108.518,8.46981,1.9273,0.597387,1
1.895,108.576,8.49733,1.92873,0.600761,1
1.896,108.633,8.52485,1.93018,0.604133,1
1.897,108.69,8.55236,1.93162,0.607502,1
1.898,108.747,8.57987,1.93308,0.610869,1
1.899,108.805,8.60738,1.93454,0.614234,1
1.9,108.862,8.63488,1.936,0.617595,1
1.901,108.919,8.66238,1.93747,0.620954,1
1.902,108.977,8.68988,1.93894,0.624311,1
1.903,109.034,8.71738,1.94042,0.627664,1
1.904,109.091,8.74487,1.94191,0.631014,1
1.905,109.148,8.77236,1.94339,0.634361,1
1.906,109.206,8.79984,1.94489,0.637704,1
1.907,109.263,8.82733,1.94639,0.641044,1
1.908,109.32,8.85481,1.94789,0.644381,1
1.909,109.378,8.88229,1.9494,0.647714,1
1.91,109.435,8.90976,1.95092,0.651043,1
1.911,109.492,8.93723,1.95244,0.654368,1
1.912,109.55,8.96471,1.95397,0.657689,1
1.913,109.607,8.99217,1.9555,0.661007,1
1.914,109.664,9.01964,1.95703,0.66432,1
1.915,109.721,9.0471,1.95858,0.667629,1
1.916,109.779,9.07456,1.96012,0.670933,1
1.917,109.836,9.10202,1.96168,0.674233,1
1.918,109.893,9.12948,1.96323,0.677528,1
1.919,109.951,9.15693,1.9648,0.680819,1
1.92,110.008,9.18438,1.96637,0.684105,1
1.921,110.065,9.21183,1.96794,0.687386,1
1.922,110.122,9.23928,1.96952,0.690663,1
1.923,110.18,9.26673,1.9711,0.693934,1
1.924,110.237,9.29417,1.97269,0.6972,1
1.925,110.294,9.32161,1.97429,0.700461,1
1.926,110.352,9.34905,1.97589,0.703717,1
1.927,110.409,9.37649,1.97749,0.706967,1
1.928,110.466,9.40392,1.97911,0.710212,1
1.929,110.524,9.43136,1.98072,0.713451,1
1.93,110.581,9.45879,1.98234,0.716685,1
1.931,110.638,9.48622,1.98397,0.719913,1
1.932,110.695,9.51365,1.9856,0.723135,1
1.933,110.753,9.54108,1.98724,0.726352,1
1.934,110.81,9.5685,1.98889,0.729563,1
1.935,110.867,9.59593,1.99054,0.732767,1
1.936,110.925,9.62335,1.99219,0.735966,1
1.937,110.982,9.65077,1.99385,0.739158,1
1.938,111.039,9.67819,1.99552,0.742344,1
1.939,111.097,9.70561,1.99719,0.745524,1
1.94,111.154,9.73302,1.99886,0.748698,1
1.941,111.211,9.76044,2.00055,0.751865,1
1.942,111.268,9.78785,2.00223,0.755026,1
1.943,111.326,9.81527,2.00393,0.75818,1
1.944,111.383,9.84268,2.00563,0.761328,1
1.945,111.44,9.87009,2.00733,0.764469,1
1.946,111.498,9.8975,2.00904,0.767603,1
1.947,111.555,9.9249,2.01076,0.770731,1
1.948,111.612,9.95231,2.01248,0.773852,1
1.949,111.669,9.97972,2.0142,0.776965,1
1.95,111.727,10.0071,2.01594,0.780072,1
1.951,111.784,10.0345,2.01766,0.783172,1
1.952,111.841,10.0619,2.01922,0.786265,1
1.953,111.899,10.0893,2.02079,0.789351,1
1.954,111.956,10.1167,2.02236,0.79243,1
1.955,112.013,10.1441,2.02394,0.795501,1
1.956,112.071,10.1715,2.02552,0.798565,1
1.957,112.128,10.1989,2.0271,0.801622,1
1.958,112.185,10.2263,2.02869,0.804672,1
1.959,112.242,10.2537,2.03029,0.807714,1
1.96,112.3,10.2811,2.03189,0.810749,1
1.961,112.357,10.3085,2.03349,0.813776,1
1.962,112.414,10.3359,2.0351,0.816796,1
1.963,112.472,10.3633,2.03672,0.819809,1
1.964,112.529,10.3907,2.03834,0.822813,1
1.965,112.586,10.4181,2.03996,0.82581,1
1.966,112.644,10.4455,2.04159,0.8288,1
1.967,112.701,10.4729,2.04322,0.831782,1
1.968,112.758,10.5003,2.04486,0.834756,1
1.969,112.815,10.5277,2.04651,0.837722,1
1.97,112.873,10.5551,2.04815,0.84068,1
1.971,112.93,10.5824,2.04981,0.843631,1
1.972,112.987,10.6098,2.05147,0.846574,1
1.973,113.045,10.6372,2.05313,0.849509,1
1.974,113.102,10.6646,2.0548,0.852436,1
1.975,113.159,10.692,2.05647,0.855355,1
1.976,113.216,10.7194,2.05815,0.858266,1
1.977,113.274,10.7468,2.05983,0.861169,1
1.978,113.331,10.7742,2.06152,0.864064,1
1.979,113.388,10.8016,2.06321,0.866951,1
1.98,113.446,10.829,2.06491,0.86983,1
1.981,113.503,10.8564,2.06661,0.872701,1
1.982,113.56,10.8837,2.06832,0.875563,1
1.983,113.618,10.9111,2.07003,0.878418,1
1.984,113.675,10.9385,2.07175,0.881264,1
1.985,113.732,10.9659,2.07348,0.884103,1
1.986,113.789,10.9933,2.0752,0.886933,1
1.987,113.847,11.0207,2.07694,0.889754,1
1.988,113.904,11.0481,2.07868,0.892568,1
1.989,113.961,11.0755,2.08042,0.895373,1
1.99,114.019,11.1029,2.08217,0.89817,1
1.991,114.076,11.1303,2.08392,0.900959,1
1.992,114.133,11.1577,2.08568,0.90374,1
1.993,114.19,11.185,2.08744,0.906512,1
1.994,114.248,11.2124,2.08921,0.909276,1
1.995,114.305,11.2398,2.09099,0.912031,1
1.996,114.362,11.2672,2.09277,0.914779,1
