a(radian),a(degree),Eruling, Ebend, Eparalell,
4.862,278.572,20.0375,112.972,0.879606,1
4.863,278.629,20.0595,112.141,0.881014,1
4.864,278.687,20.0814,111.345,0.882416,1
4.865,278.744,20.1032,110.581,0.883815,1
4.866,278.801,20.125,109.85,0.885208,1
4.867,278.859,20.1467,109.15,0.886597,1
4.868,278.916,20.1683,108.481,0.887982,1
4.869,278.973,20.1899,107.843,0.889362,1
4.87,279.03,20.2115,107.234,0.890738,1
4.871,279.088,20.233,106.654,0.892109,1
4.872,279.145,20.2544,106.103,0.893475,1
4.873,279.202,20.2758,105.58,0.894837,1
4.874,279.26,20.2972,105.084,0.896195,1
4.875,279.317,20.3184,104.615,0.897548,1
4.876,279.374,20.3397,104.172,0.898897,1
4.877,279.432,20.3608,103.756,0.900241,1
4.878,279.489,20.382,103.365,0.901581,1
4.879,279.546,20.403,103,0.902917,1
4.88,279.603,20.4241,102.659,0.904248,1
4.881,279.661,20.445,102.344,0.905575,1
4.882,279.718,20.4659,102.052,0.906898,1
4.883,279.775,20.4868,101.785,0.908216,1
4.884,279.833,20.5076,101.542,0.90953,1
4.885,279.89,20.5283,101.322,0.91084,1
4.886,279.947,20.549,101.126,0.912145,1
4.887,280.004,20.5697,100.953,0.913447,1
4.888,280.062,20.5903,100.803,0.914744,1
4.889,280.119,20.6108,100.676,0.916036,1
4.89,280.176,20.6313,100.572,0.917325,1
4.891,280.234,20.6518,100.491,0.918609,1
4.892,280.291,20.6722,100.433,0.91989,1
4.893,280.348,20.6925,100.397,0.921166,1
4.894,280.406,20.7128,100.383,0.922438,1
4.895,280.463,20.7331,100.392,0.923706,1
4.896,280.52,20.7533,100.424,0.92497,1
4.897,280.577,20.7734,100.478,0.926229,1
4.898,280.635,20.7935,100.555,0.927485,1
4.899,280.692,20.8136,100.654,0.928736,1
4.9,280.749,20.8336,100.777,0.929984,1
4.901,280.807,20.8535,100.922,0.931227,1
4.902,280.864,20.8734,101.09,0.932467,1
4.903,280.921,20.8933,101.281,0.933702,1
4.904,280.979,20.9131,101.495,0.934934,1
4.905,281.036,20.9328,101.733,0.936161,1
4.906,281.093,20.9525,101.994,0.937385,1
4.907,281.15,20.9722,102.28,0.938605,1
4.908,281.208,20.9918,102.589,0.93982,1
4.909,281.265,21.0113,102.923,0.941032,1
4.91,281.322,21.0309,103.282,0.94224,1
4.911,281.38,21.0503,103.665,0.943444,1
4.912,281.437,21.0697,104.074,0.944644,1
4.913,281.494,21.0891,104.509,0.945841,1
4.914,281.551,21.1084,104.97,0.947033,1
4.915,281.609,21.1277,105.457,0.948222,1
4.916,281.666,21.147,105.972,0.949407,1
4.917,281.723,21.1661,106.514,0.950588,1
4.918,281.781,21.1853,107.084,0.951765,1
4.919,281.838,21.2044,107.682,0.952939,1
4.92,281.895,21.2234,108.31,0.954109,1
4.921,281.953,21.2424,108.967,0.955275,1
4.922,282.01,21.2614,109.655,0.956437,1
4.923,282.067,21.2803,110.374,0.957596,1
4.924,282.124,21.2991,111.125,0.958751,1
4.925,282.182,21.318,111.908,0.959902,1
4.926,282.239,21.3367,112.724,0.96105,1
4.927,282.296,21.3555,113.575,0.962194,1
4.928,282.354,21.3741,114.461,0.963334,1
4.929,282.411,21.3928,115.383,0.964471,1
4.93,282.468,21.4114,116.343,0.965604,1
4.931,282.525,21.4299,117.34,0.966734,1
4.932,282.583,21.4484,118.376,0.96786,1
4.933,282.64,21.4669,119.453,0.968982,1
4.934,282.697,21.4853,120.571,0.970101,1
4.935,282.755,21.5037,121.733,0.971217,1
4.936,282.812,21.522,122.938,0.972328,1
4.937,282.869,21.5403,124.189,0.973437,1
4.938,282.927,21.5585,125.488,0.974541,1
4.939,282.984,21.5767,126.835,0.975643,1
4.94,283.041,21.5949,128.233,0.976741,1
4.941,283.098,21.613,129.683,0.977835,1
4.942,283.156,21.631,131.186,0.978926,1
4.943,283.213,21.6491,132.746,0.980014,1
4.944,283.27,21.6671,134.365,0.981098,1
4.945,283.328,21.685,136.043,0.982179,1
4.946,283.385,21.7029,137.784,0.983256,1
4.947,283.442,21.7207,139.59,0.98433,1
4.948,283.5,21.7386,141.464,0.985401,1
4.949,283.557,21.7563,143.408,0.986468,1
4.95,283.614,21.7741,145.426,0.987532,1
4.951,283.671,21.7917,147.52,0.988592,1
4.952,283.729,21.8094,149.693,0.98965,1
4.953,283.786,21.827,151.95,0.990704,1
4.954,283.843,21.8446,154.293,0.991754,1
4.955,283.901,21.8621,156.726,0.992802,1
4.956,283.958,21.8796,159.255,0.993846,1
4.957,284.015,21.897,161.882,0.994887,1
4.958,284.072,21.9144,164.613,0.995925,1
4.959,284.13,21.9318,167.452,0.996959,1
4.96,284.187,21.9491,170.405,0.997991,1
4.961,284.244,21.9663,173.478,0.999019,1
4.962,284.302,21.9836,176.676,1.00004,1
4.963,284.359,22.0008,180.005,1.00107,1
4.964,284.416,22.0179,183.473,1.00208,1
4.965,284.474,22.0351,187.086,1.0031,1
4.966,284.531,22.0521,190.853,1.00411,1
4.967,284.588,22.0692,194.782,1.00512,1
4.968,284.645,22.0862,198.881,1.00613,1
4.969,284.703,22.1031,203.161,1.00713,1
4.97,284.76,22.12,207.631,1.00813,1
4.971,284.817,22.1369,212.302,1.00913,1
4.972,284.875,22.1537,217.186,1.01012,1
4.973,284.932,22.1705,222.296,1.01111,1
4.974,284.989,22.1873,227.646,1.0121,1
4.975,285.047,22.204,233.25,1.01308,1
4.976,285.104,22.2207,239.125,1.01407,1
4.977,285.161,22.2374,245.288,1.01504,1
4.978,285.218,22.254,251.757,1.01602,1
4.979,285.276,22.2705,258.554,1.01699,1
4.98,285.333,22.2871,265.699,1.01796,1
4.981,285.39,22.3036,273.218,1.01893,1
4.982,285.448,22.32,281.136,1.01989,1
4.983,285.505,22.3364,289.482,1.02085,1
4.984,285.562,22.3528,298.288,1.02181,1
4.985,285.619,22.3691,307.588,1.02277,1
4.986,285.677,22.3854,317.418,1.02372,1
4.987,285.734,22.4017,327.822,1.02467,1
4.988,285.791,22.4179,338.843,1.02561,1
4.989,285.849,22.4341,350.532,1.02656,1
4.99,285.906,22.4503,362.945,1.0275,1
4.991,285.963,22.4664,376.143,1.02844,1
4.992,286.021,22.4825,390.193,1.02937,1
4.993,286.078,22.4985,405.171,1.0303,1
4.994,286.135,22.5145,421.162,1.03123,1
4.995,286.192,22.5305,438.26,1.03216,1
4.996,286.25,22.5464,456.569,1.03308,1
4.997,286.307,22.5623,476.209,1.034,1
4.998,286.364,22.5782,497.313,1.03492,1
4.999,286.422,22.594,520.031,1.03584,1
5,286.479,22.6098,544.535,1.03675,1
5.001,286.536,22.6255,571.017,1.03766,1
5.002,286.593,22.6412,599.701,1.03857,1
5.003,286.651,22.6569,630.838,1.03947,1
5.004,286.708,22.6726,664.721,1.04037,1
5.005,286.765,22.6882,701.685,1.04127,1
5.006,286.823,22.7037,742.12,1.04217,1
5.007,286.88,22.7193,786.478,1.04306,1
5.008,286.937,22.7348,835.291,1.04396,1
5.009,286.995,22.7503,889.18,1.04484,1
5.01,287.052,22.7657,948.881,1.04573,1
5.011,287.109,22.7811,1015.27,1.04661,1
5.012,287.166,22.7964,1089.4,1.04749,1
5.013,287.224,22.8118,1172.52,1.04837,1
5.014,287.281,22.8271,1266.17,1.04925,1
5.015,287.338,22.8423,1372.21,1.05012,1
5.016,287.396,22.8575,1492.96,1.05099,1
5.017,287.453,22.8727,1631.28,1.05186,1
5.018,287.51,22.8879,1790.78,1.05272,1
5.019,287.568,22.903,1976.05,1.05359,1
5.02,287.625,22.9181,2192.97,1.05445,1
5.021,287.682,22.9331,2449.25,1.0553,1
5.022,287.739,22.9482,2755.05,1.05616,1
5.023,287.797,22.9631,3124.07,1.05701,1
5.024,287.854,22.9781,3575.09,1.05786,1
5.025,287.911,22.993,4134.44,1.05871,1
5.026,287.969,23.0079,4839.91,1.05955,1
5.027,288.026,23.0227,5747.37,1.0604,1
5.028,288.083,23.0376,6942.19,1.06124,1
5.029,288.14,23.0523,8560.14,1.06207,1
5.03,288.198,23.0671,10827.8,1.06291,1
5.031,288.255,23.0818,14146.5,1.06374,1
5.032,288.312,23.0965,19283.4,1.06457,1
5.033,288.37,23.1111,27858.1,1.0654,1
5.034,288.427,23.1258,43797,1.06622,1
5.035,288.484,23.1403,78781.3,1.06705,1
5.036,288.542,23.1549,181827,1.06787,1
5.037,288.599,23.1694,788635,1.06869,1
5.038,288.656,23.1839,1.14E+08,1.0695,1
5.039,288.713,23.1984,579280,1.07032,1
5.04,288.771,23.2128,155826,1.07113,1
5.041,288.828,23.2272,71066.9,1.07194,1
5.042,288.885,23.2415,40538.6,1.07274,1
5.043,288.943,23.2559,26193.3,1.07355,1
5.044,289,23.2702,18328.4,1.07435,1
5.045,289.057,23.2844,13556.9,1.07515,1
5.046,289.115,23.2986,10446.9,1.07595,1
5.047,289.172,23.3128,8308.54,1.07674,1
5.048,289.229,23.327,6776.11,1.07753,1
5.049,289.286,23.3412,5641.11,1.07832,1
5.05,289.344,23.3553,4777.59,1.07911,1
5.051,289.401,23.3693,4105.86,1.0799,1
5.052,289.458,23.3834,3573.49,1.08068,1
5.053,289.516,23.3974,3144.84,1.08146,1
5.054,289.573,23.4114,2795.01,1.08224,1
5.055,289.63,23.4253,2506.17,1.08302,1
5.056,289.687,23.4392,2265.3,1.08379,1
5.057,289.745,23.4531,2062.7,1.08457,1
5.058,289.802,23.467,1891.04,1.08534,1
5.059,289.859,23.4808,1744.69,1.08611,1
5.06,289.917,23.4946,1619.27,1.08687,1
5.061,289.974,23.5084,1511.34,1.08764,1
5.062,290.031,23.5221,1418.18,1.0884,1
5.063,290.089,23.5358,1337.61,1.08916,1
5.064,290.146,23.5495,1267.87,1.08991,1
5.065,290.203,23.5631,1207.52,1.09067,1
5.066,290.26,23.5767,1155.41,1.09142,1
5.067,290.318,23.5903,1110.58,1.09217,1
5.068,290.375,23.6039,1072.27,1.09292,1
5.069,290.432,23.6174,1039.82,1.09367,1
5.07,290.49,23.6309,1012.74,1.09441,1
5.071,290.547,23.6443,990.6,1.09516,1
5.072,290.604,23.6578,973.08,1.0959,1
5.073,290.661,23.6712,959.929,1.09664,1
5.074,290.719,23.6846,950.965,1.09737,1
5.075,290.776,23.6979,946.07,1.09811,1
5.076,290.833,23.7112,945.184,1.09884,1
5.077,290.891,23.7245,948.306,1.09957,1
5.078,290.948,23.7378,955.494,1.1003,1
5.079,291.005,23.751,966.864,1.10102,1
5.08,291.063,23.7642,982.598,1.10175,1
5.081,291.12,23.7774,1002.95,1.10247,1
5.082,291.177,23.7905,1028.24,1.10319,1
5.083,291.234,23.8036,1058.88,1.10391,1
5.084,291.292,23.8167,1095.41,1.10462,1
5.085,291.349,23.8297,1138.47,1.10534,1
5.086,291.406,23.8428,1188.84,1.10605,1
5.087,291.464,23.8558,1247.51,1.10676,1
5.088,291.521,23.8687,1315.66,1.10747,1
5.089,291.578,23.8817,1394.77,1.10817,1
5.09,291.636,23.8946,1486.67,1.10888,1
5.091,291.693,23.9075,1593.64,1.10958,1
5.092,291.75,23.9203,1718.54,1.11028,1
5.093,291.807,23.9332,1864.99,1.11098,1
5.094,291.865,23.946,2037.65,1.11168,1
5.095,291.922,23.9587,2242.54,1.11237,1
5.096,291.979,23.9715,2487.59,1.11306,1
5.097,292.037,23.9842,2783.37,1.11375,1
5.098,292.094,23.9969,3144.24,1.11444,1
5.099,292.151,24.0095,3590.06,1.11513,1
5.1,292.208,24.0222,4148.99,1.11581,1
5.101,292.266,24.0348,4861.98,1.1165,1
5.102,292.323,24.0474,5790.37,1.11718,1
5.103,292.38,24.0599,7029.5,1.11786,1
5.104,292.438,24.0724,8734.05,1.11854,1
5.105,292.495,24.0849,11168.6,1.11921,1
5.106,292.552,24.0974,14816.4,1.11989,1
5.107,292.61,24.1098,20639.2,1.12056,1
5.108,292.667,24.1222,30780.8,1.12123,1
5.109,292.724,24.1346,50864.8,1.1219,1
5.11,292.781,24.147,99866.8,1.12256,1
5.111,292.839,24.1593,279296,1.12323,1
5.112,292.896,24.1716,2.61E+06,1.12389,1
5.113,292.953,24.1839,2.32E+06,1.12455,1
5.114,293.011,24.1962,268382,1.12521,1
5.115,293.068,24.2084,97436.4,1.12587,1
5.116,293.125,24.2206,49929.8,1.12653,1
5.117,293.183,24.2328,30301.9,1.12718,1
5.118,293.24,24.2449,20342.9,1.12783,1
5.119,293.297,24.257,14605.8,1.12848,1
5.12,293.354,24.2691,11001.9,1.12913,1
5.121,293.412,24.2812,8590.94,1.12978,1
5.122,293.469,24.2932,6898.88,1.13043,1
5.123,293.526,24.3053,5665.78,1.13107,1
5.124,293.584,24.3172,4739.36,1.13171,1
5.125,293.641,24.3292,4025.66,1.13235,1
5.126,293.698,24.3411,3464.11,1.13299,1
5.127,293.755,24.3531,3014.29,1.13363,1
5.128,293.813,24.3649,2648.34,1.13426,1
5.129,293.87,24.3768,2346.59,1.1349,1
5.13,293.927,24.3886,2094.8,1.13553,1
5.131,293.985,24.4005,1882.5,1.13616,1
5.132,294.042,24.4122,1701.81,1.13679,1
5.133,294.099,24.424,1546.72,1.13741,1
5.134,294.157,24.4357,1412.59,1.13804,1
5.135,294.214,24.4474,1295.78,1.13866,1
5.136,294.271,24.4591,1193.43,1.13928,1
5.137,294.328,24.4708,1103.22,1.1399,1
5.138,294.386,24.4824,1023.29,1.14052,1
5.139,294.443,24.494,952.122,1.14114,1
5.14,294.5,24.5056,888.475,1.14175,1
5.141,294.558,24.5171,831.313,1.14237,1
5.142,294.615,24.5287,779.776,1.14298,1
5.143,294.672,24.5402,733.142,1.14359,1
5.144,294.729,24.5517,690.8,1.1442,1
5.145,294.787,24.5631,652.234,1.1448,1
5.146,294.844,24.5746,617.003,1.14541,1
5.147,294.901,24.586,584.727,1.14601,1
5.148,294.959,24.5973,555.08,1.14662,1
5.149,295.016,24.6087,527.781,1.14722,1
5.15,295.073,24.62,502.585,1.14782,1
5.151,295.131,24.6313,479.276,1.14841,1
5.152,295.188,24.6426,457.669,1.14901,1
5.153,295.245,24.6539,437.599,1.1496,1
5.154,295.302,24.6651,418.921,1.1502,1
5.155,295.36,24.6763,401.507,1.15079,1
5.156,295.417,24.6875,385.243,1.15138,1
5.157,295.474,24.6987,370.028,1.15197,1
5.158,295.532,24.7098,355.772,1.15255,1
5.159,295.589,24.7209,342.395,1.15314,1
5.16,295.646,24.732,329.824,1.15372,1
5.161,295.704,24.7431,317.994,1.15431,1
5.162,295.761,24.7541,306.847,1.15489,1
5.163,295.818,24.7652,296.33,1.15547,1
5.164,295.875,24.7762,286.396,1.15604,1
5.165,295.933,24.7871,277.001,1.15662,1
5.166,295.99,24.7981,268.106,1.15719,1
5.167,296.047,24.809,259.675,1.15777,1
5.168,296.105,24.8199,251.676,1.15834,1
5.169,296.162,24.8308,244.079,1.15891,1
5.17,296.219,24.8416,236.856,1.15948,1
5.171,296.276,24.8525,229.983,1.16005,1
5.172,296.334,24.8633,223.438,1.16061,1
5.173,296.391,24.8741,217.198,1.16118,1
5.174,296.448,24.8848,211.245,1.16174,1
5.175,296.506,24.8956,205.562,1.1623,1
5.176,296.563,24.9063,200.13,1.16286,1
5.177,296.62,24.917,194.936,1.16342,1
5.178,296.678,24.9277,189.966,1.16398,1
5.179,296.735,24.9383,185.205,1.16453,1
5.18,296.792,24.9489,180.643,1.16509,1
5.181,296.849,24.9595,176.268,1.16564,1
5.182,296.907,24.9701,172.07,1.16619,1
5.183,296.964,24.9807,168.039,1.16674,1
5.184,297.021,24.9912,164.166,1.16729,1
5.185,297.079,25.0017,160.442,1.16784,1
5.186,297.136,25.0122,156.86,1.16839,1
5.187,297.193,25.0227,153.413,1.16893,1
5.188,297.251,25.0331,150.093,1.16947,1
5.189,297.308,25.0435,146.894,1.17002,1
5.19,297.365,25.0539,143.81,1.17056,1
5.191,297.422,25.0643,140.836,1.1711,1
5.192,297.48,25.0746,137.966,1.17163,1
5.193,297.537,25.085,135.195,1.17217,1
5.194,297.594,25.0953,132.519,1.1727,1
5.195,297.652,25.1056,129.933,1.17324,1
5.196,297.709,25.1158,127.432,1.17377,1
5.197,297.766,25.1261,125.014,1.1743,1
5.198,297.823,25.1363,122.675,1.17483,1
5.199,297.881,25.1465,120.41,1.17536,1
5.2,297.938,25.1567,118.217,1.17589,1
5.201,297.995,25.1668,116.093,1.17641,1
5.202,298.053,25.177,114.034,1.17694,1
5.203,298.11,25.1871,112.038,1.17746,1
5.204,298.167,25.1972,110.103,1.17798,1
5.205,298.225,25.2072,108.225,1.1785,1
5.206,298.282,25.2173,106.403,1.17902,1
5.207,298.339,25.2273,104.633,1.17954,1
5.208,298.396,25.2373,102.915,1.18006,1
5.209,298.454,25.2473,101.246,1.18057,1
5.21,298.511,25.2573,99.624,1.18109,1
5.211,298.568,25.2672,98.0473,1.1816,1
5.212,298.626,25.2771,96.5142,1.18211,1
5.213,298.683,25.287,95.023,1.18262,1
5.214,298.74,25.2969,93.5721,1.18313,1
5.215,298.797,25.3067,92.1601,1.18364,1
5.216,298.855,25.3166,90.7855,1.18414,1
5.217,298.912,25.3264,89.4469,1.18465,1
5.218,298.969,25.3362,88.1432,1.18515,1
5.219,299.027,25.3459,86.873,1.18566,1
5.22,299.084,25.3557,85.6351,1.18616,1
5.221,299.141,25.3654,84.4285,1.18666,1
5.222,299.199,25.3751,83.252,1.18716,1
5.223,299.256,25.3848,82.1046,1.18765,1
5.224,299.313,25.3945,80.9853,1.18815,1
5.225,299.37,25.4041,79.8932,1.18865,1
5.226,299.428,25.4138,78.8274,1.18914,1
5.227,299.485,25.4234,77.787,1.18963,1
5.228,299.542,25.4329,76.7711,1.19012,1
5.229,299.6,25.4425,75.7791,1.19061,1
5.23,299.657,25.452,74.81,1.1911,1
5.231,299.714,25.4616,73.8633,1.19159,1
5.232,299.772,25.4711,72.9381,1.19208,1
5.233,299.829,25.4805,72.0338,1.19256,1
5.234,299.886,25.49,71.1497,1.19305,1
5.235,299.943,25.4994,70.2853,1.19353,1
5.236,300.001,25.5089,69.44,1.19401,1
5.237,300.058,25.5183,68.613,1.1945,1
5.238,300.115,25.5276,67.804,1.19498,1
5.239,300.173,25.537,67.0124,1.19545,1
5.24,300.23,25.5463,66.2376,1.19593,1
5.241,300.287,25.5557,65.4792,1.19641,1
5.242,300.344,25.565,64.7367,1.19688,1
5.243,300.402,25.5742,64.0096,1.19736,1
5.244,300.459,25.5835,63.2975,1.19783,1
5.245,300.516,25.5927,62.6,1.1983,1
5.246,300.574,25.602,61.9166,1.19877,1
5.247,300.631,25.6112,61.247,1.19924,1
5.248,300.688,25.6203,60.5908,1.19971,1
5.249,300.746,25.6295,59.9476,1.20018,1
5.25,300.803,25.6386,59.3171,1.20064,1
5.251,300.86,25.6478,58.6989,1.20111,1
5.252,300.917,25.6569,58.0927,1.20157,1
5.253,300.975,25.6659,57.4981,1.20203,1
5.254,301.032,25.675,56.915,1.20249,1
5.255,301.089,25.684,56.3428,1.20296,1
5.256,301.147,25.6931,55.7815,1.20341,1
5.257,301.204,25.7021,55.2307,1.20387,1
5.258,301.261,25.7111,54.69,1.20433,1
5.259,301.319,25.72,54.1594,1.20479,1
5.26,301.376,25.729,53.6385,1.20524,1
5.261,301.433,25.7379,53.127,1.20569,1
5.262,301.49,25.7468,52.6248,1.20615,1
5.263,301.548,25.7557,52.1316,1.2066,1
5.264,301.605,25.7646,51.6471,1.20705,1
5.265,301.662,25.7734,51.1713,1.2075,1
5.266,301.72,25.7822,50.7038,1.20795,1
5.267,301.777,25.791,50.2444,1.20839,1
5.268,301.834,25.7998,49.7931,1.20884,1
5.269,301.891,25.8086,49.3495,1.20929,1
5.27,301.949,25.8174,48.9135,1.20973,1
5.271,302.006,25.8261,48.4849,1.21017,1
5.272,302.063,25.8348,48.0635,1.21061,1
5.273,302.121,25.8435,47.6493,1.21106,1
5.274,302.178,25.8522,47.2419,1.2115,1
5.275,302.235,25.8609,46.8413,1.21193,1
5.276,302.293,25.8695,46.4473,1.21237,1
5.277,302.35,25.8781,46.0598,1.21281,1
5.278,302.407,25.8867,45.6786,1.21324,1
5.279,302.464,25.8953,45.3035,1.21368,1
5.28,302.522,25.9039,44.9345,1.21411,1
5.281,302.579,25.9124,44.5713,1.21455,1
5.282,302.636,25.921,44.214,1.21498,1
5.283,302.694,25.9295,43.8623,1.21541,1
5.284,302.751,25.938,43.5161,1.21584,1
5.285,302.808,25.9465,43.1753,1.21627,1
5.286,302.865,25.9549,42.8398,1.21669,1
5.287,302.923,25.9633,42.5095,1.21712,1
5.288,302.98,25.9718,42.1842,1.21755,1
5.289,303.037,25.9802,41.864,1.21797,1
5.29,303.095,25.9886,41.5485,1.21839,1
5.291,303.152,25.9969,41.2379,1.21882,1
5.292,303.209,26.0053,40.9319,1.21924,1
5.293,303.267,26.0136,40.6305,1.21966,1
5.294,303.324,26.0219,40.3335,1.22008,1
5.295,303.381,26.0302,40.0409,1.2205,1
5.296,303.438,26.0385,39.7527,1.22091,1
5.297,303.496,26.0467,39.4686,1.22133,1
5.298,303.553,26.055,39.1887,1.22175,1
5.299,303.61,26.0632,38.9128,1.22216,1
5.3,303.668,26.0714,38.6409,1.22257,1
5.301,303.725,26.0796,38.3729,1.22299,1
5.302,303.782,26.0878,38.1087,1.2234,1
5.303,303.84,26.0959,37.8482,1.22381,1
5.304,303.897,26.1041,37.5914,1.22422,1
5.305,303.954,26.1122,37.3382,1.22463,1
5.306,304.011,26.1203,37.0886,1.22504,1
5.307,304.069,26.1283,36.8424,1.22544,1
5.308,304.126,26.1364,36.5996,1.22585,1
5.309,304.183,26.1445,36.3602,1.22626,1
5.31,304.241,26.1525,36.124,1.22666,1
5.311,304.298,26.1605,35.8911,1.22706,1
5.312,304.355,26.1685,35.6613,1.22746,1
5.313,304.412,26.1765,35.4346,1.22787,1
5.314,304.47,26.1844,35.2109,1.22827,1
5.315,304.527,26.1924,34.9903,1.22867,1
5.316,304.584,26.2003,34.7726,1.22906,1
5.317,304.642,26.2082,34.5577,1.22946,1
5.318,304.699,26.2161,34.3457,1.22986,1
5.319,304.756,26.224,34.1365,1.23026,1
5.32,304.814,26.2318,33.9301,1.23065,1
5.321,304.871,26.2397,33.7263,1.23104,1
5.322,304.928,26.2475,33.5251,1.23144,1
5.323,304.985,26.2553,33.3266,1.23183,1
5.324,305.043,26.2631,33.1306,1.23222,1
5.325,305.1,26.2708,32.9371,1.23261,1
5.326,305.157,26.2786,32.7461,1.233,1
5.327,305.215,26.2863,32.5575,1.23339,1
5.328,305.272,26.294,32.3713,1.23378,1
5.329,305.329,26.3017,32.1875,1.23416,1
5.33,305.387,26.3094,32.0059,1.23455,1
5.331,305.444,26.3171,31.8266,1.23493,1
5.332,305.501,26.3248,31.6496,1.23532,1
5.333,305.558,26.3324,31.4747,1.2357,1
5.334,305.616,26.34,31.3021,1.23608,1
5.335,305.673,26.3476,31.1315,1.23647,1
5.336,305.73,26.3552,30.963,1.23685,1
5.337,305.788,26.3628,30.7966,1.23723,1
5.338,305.845,26.3703,30.6322,1.23761,1
5.339,305.902,26.3778,30.4698,1.23798,1
5.34,305.959,26.3854,30.3094,1.23836,1
5.341,306.017,26.3929,30.1509,1.23874,1
5.342,306.074,26.4004,29.9943,1.23911,1
5.343,306.131,26.4078,29.8396,1.23949,1
5.344,306.189,26.4153,29.6867,1.23986,1
5.345,306.246,26.4227,29.5357,1.24023,1
5.346,306.303,26.4301,29.3864,1.24061,1
5.347,306.361,26.4375,29.2389,1.24098,1
5.348,306.418,26.4449,29.0931,1.24135,1
5.349,306.475,26.4523,28.9491,1.24172,1
5.35,306.532,26.4597,28.8067,1.24209,1
5.351,306.59,26.467,28.666,1.24245,1
5.352,306.647,26.4743,28.527,1.24282,1
5.353,306.704,26.4816,28.3895,1.24319,1
5.354,306.762,26.4889,28.2536,1.24355,1
5.355,306.819,26.4962,28.1193,1.24392,1
5.356,306.876,26.5034,27.9866,1.24428,1
5.357,306.933,26.5107,27.8553,1.24464,1
5.358,306.991,26.5179,27.7256,1.24501,1
5.359,307.048,26.5251,27.5974,1.24537,1
5.36,307.105,26.5323,27.4706,1.24573,1
5.361,307.163,26.5395,27.3452,1.24609,1
5.362,307.22,26.5467,27.2213,1.24645,1
5.363,307.277,26.5538,27.0987,1.2468,1
5.364,307.335,26.5609,26.9776,1.24716,1
5.365,307.392,26.5681,26.8578,1.24752,1
5.366,307.449,26.5752,26.7394,1.24787,1
5.367,307.506,26.5822,26.6222,1.24823,1
5.368,307.564,26.5893,26.5064,1.24858,1
5.369,307.621,26.5964,26.3919,1.24893,1
5.37,307.678,26.6034,26.2787,1.24929,1
5.371,307.736,26.6104,26.1667,1.24964,1
5.372,307.793,26.6174,26.0559,1.24999,1
5.373,307.85,26.6244,25.9464,1.25034,1
5.374,307.908,26.6314,25.8381,1.25069,1
5.375,307.965,26.6383,25.731,1.25104,1
5.376,308.022,26.6453,25.625,1.25138,1
5.377,308.079,26.6522,25.5202,1.25173,1
5.378,308.137,26.6591,25.4166,1.25208,1
5.379,308.194,26.666,25.3141,1.25242,1
5.38,308.251,26.6729,25.2127,1.25277,1
5.381,308.309,26.6798,25.1125,1.25311,1
5.382,308.366,26.6866,25.0133,1.25345,1
5.383,308.423,26.6935,24.9152,1.2538,1
5.384,308.48,26.7003,24.8182,1.25414,1
5.385,308.538,26.7071,24.7222,1.25448,1
5.386,308.595,26.7139,24.6273,1.25482,1
5.387,308.652,26.7207,24.5334,1.25516,1
5.388,308.71,26.7274,24.4405,1.2555,1
5.389,308.767,26.7342,24.3486,1.25583,1
5.39,308.824,26.7409,24.2577,1.25617,1
5.391,308.882,26.7476,24.1678,1.25651,1
5.392,308.939,26.7543,24.0789,1.25684,1
5.393,308.996,26.761,23.9909,1.25718,1
5.394,309.053,26.7677,23.9039,1.25751,1
5.395,309.111,26.7743,23.8178,1.25784,1
5.396,309.168,26.7809,23.7326,1.25818,1
5.397,309.225,26.7876,23.6484,1.25851,1
5.398,309.283,26.7942,23.5651,1.25884,1
5.399,309.34,26.8008,23.4826,1.25917,1
5.4,309.397,26.8074,23.4011,1.2595,1
5.401,309.455,26.8139,23.3204,1.25983,1
5.402,309.512,26.8205,23.2406,1.26016,1
5.403,309.569,26.827,23.1617,1.26048,1
5.404,309.626,26.8335,23.0836,1.26081,1
5.405,309.684,26.84,23.0064,1.26114,1
5.406,309.741,26.8465,22.93,1.26146,1
5.407,309.798,26.853,22.8544,1.26179,1
5.408,309.856,26.8595,22.7796,1.26211,1
5.409,309.913,26.8659,22.7056,1.26243,1
5.41,309.97,26.8723,22.6325,1.26275,1
5.411,310.027,26.8788,22.5601,1.26308,1
5.412,310.085,26.8852,22.4885,1.2634,1
5.413,310.142,26.8916,22.4177,1.26372,1
5.414,310.199,26.8979,22.3477,1.26404,1
5.415,310.257,26.9043,22.2784,1.26436,1
5.416,310.314,26.9106,22.2099,1.26467,1
5.417,310.371,26.917,22.1421,1.26499,1
5.418,310.429,26.9233,22.0751,1.26531,1
5.419,310.486,26.9296,22.0088,1.26562,1
5.42,310.543,26.9359,21.9432,1.26594,1
5.421,310.6,26.9421,21.8784,1.26625,1
5.422,310.658,26.9484,21.8142,1.26657,1
5.423,310.715,26.9546,21.7508,1.26688,1
5.424,310.772,26.9609,21.688,1.26719,1
5.425,310.83,26.9671,21.626,1.2675,1
5.426,310.887,26.9733,21.5646,1.26782,1
5.427,310.944,26.9795,21.504,1.26813,1
5.428,311.001,26.9857,21.444,1.26844,1
5.429,311.059,26.9918,21.3847,1.26875,1
5.43,311.116,26.998,21.326,1.26905,1
5.431,311.173,27.0041,21.268,1.26936,1
5.432,311.231,27.0102,21.2107,1.26967,1
5.433,311.288,27.0163,21.154,1.26997,1
