a, Eruling, Fbend,
4.627,0,14.3394,14.3394
4.628,0,14.4092,14.4092
4.629,0,14.4797,14.4797
4.63,0,14.5509,14.5509
4.631,0,14.6228,14.6228
4.632,0,14.6954,14.6954
4.633,0,14.7688,14.7688
4.634,0,14.8429,14.8429
4.635,0,14.9177,14.9177
4.636,0,14.9933,14.9933
4.637,0,15.0696,15.0696
4.638,0,15.1467,15.1467
4.639,0,15.2247,15.2247
4.64,0,15.3034,15.3034
4.641,0,15.3829,15.3829
4.642,0,15.4632,15.4632
4.643,0,15.5444,15.5444
4.644,0,15.6264,15.6264
4.645,0,15.7092,15.7092
4.646,0,15.7929,15.7929
4.647,0,15.8775,15.8775
4.648,0,15.963,15.963
4.649,0,16.0494,16.0494
4.65,0,16.1367,16.1367
4.651,0,16.2249,16.2249
4.652,0,16.3141,16.3141
4.653,0,16.4042,16.4042
4.654,0,16.4952,16.4952
4.655,0,16.5873,16.5873
4.656,0,16.6803,16.6803
4.657,0,16.7744,16.7744
4.658,0,16.8695,16.8695
4.659,0,16.9656,16.9656
4.66,0,17.0627,17.0627
4.661,0,17.161,17.161
4.662,0,17.2603,17.2603
4.663,0,17.3607,17.3607
4.664,0,17.4622,17.4622
4.665,0,17.5648,17.5648
4.666,0,17.6686,17.6686
4.667,0,17.7736,17.7736
4.668,0,17.8797,17.8797
4.669,0,17.9871,17.9871
4.67,0,18.0956,18.0956
4.671,0,18.2054,18.2054
4.672,0,18.3165,18.3165
4.673,0,18.4288,18.4288
4.674,0,18.5424,18.5424
4.675,0,18.6573,18.6573
4.676,0,18.7736,18.7736
4.677,0,18.8912,18.8912
4.678,0,19.0101,19.0101
4.679,0,19.1305,19.1305
4.68,0,19.2523,19.2523
4.681,0,19.3755,19.3755
4.682,0,19.5002,19.5002
4.683,0,19.6264,19.6264
4.684,0,19.7541,19.7541
4.685,0,19.8833,19.8833
4.686,0,20.0141,20.0141
4.687,0,20.1464,20.1464
4.688,0,20.2804,20.2804
4.689,0,20.416,20.416
4.69,0,20.5533,20.5533
4.691,0,20.6922,20.6922
4.692,0,20.8329,20.8329
4.693,0,20.9753,20.9753
4.694,0,21.1195,21.1195
4.695,0,21.2655,21.2655
4.696,0,21.4133,21.4133
4.697,0,21.5629,21.5629
4.698,0,21.7145,21.7145
4.699,0,21.868,21.868
4.7,0,22.0235,22.0235
4.701,0,22.1809,22.1809
4.702,0,22.3404,22.3404
4.703,0,22.5019,22.5019
4.704,0,22.6656,22.6656
4.705,0,22.8313,22.8313
4.706,0,22.9993,22.9993
4.707,0,23.1694,23.1694
4.708,0,23.3418,23.3418
4.709,0,23.5165,23.5165
4.71,0,23.6935,23.6935
4.711,0,23.8729,23.8729
4.712,0,24.0547,24.0547
4.713,0,24.239,24.239
4.714,0,24.4257,24.4257
4.715,0,24.615,24.615
4.716,0,24.8069,24.8069
4.717,0,25.0014,25.0014
4.718,0,25.1986,25.1986
4.719,0,25.3986,25.3986
4.72,0,25.6014,25.6014
4.721,0,25.8069,25.8069
4.722,0,26.0154,26.0154
4.723,0,26.2269,26.2269
4.724,0,26.4413,26.4413
4.725,0,26.6588,26.6588
4.726,0,26.8794,26.8794
4.727,0,27.1033,27.1033
4.728,0,27.3303,27.3303
4.729,0,27.5607,27.5607
4.73,0,27.7944,27.7944
4.731,0,28.0316,28.0316
4.732,0,28.2722,28.2722
4.733,0,28.5165,28.5165
4.734,0,28.7644,28.7644
4.735,0,29.016,29.016
4.736,0,29.2714,29.2714
4.737,0,29.5307,29.5307
4.738,0,29.7939,29.7939
4.739,0,30.0612,30.0612
4.74,0,30.3325,30.3325
4.741,0,30.6081,30.6081
4.742,0,30.888,30.888
4.743,0,31.1722,31.1722
4.744,0,31.4609,31.4609
4.745,0,31.7542,31.7542
4.746,0,32.0521,32.0521
4.747,0,32.3548,32.3548
4.748,0,32.6623,32.6623
4.749,0,32.9748,32.9748
4.75,0,33.2924,33.2924
4.751,0,33.6151,33.6151
4.752,0,33.9432,33.9432
4.753,0,34.2767,34.2767
4.754,0,34.6157,34.6157
4.755,0,34.9603,34.9603
4.756,0,35.3108,35.3108
4.757,0,35.6671,35.6671
4.758,0,36.0295,36.0295
4.759,0,36.3981,36.3981
4.76,0,36.773,36.773
4.761,0,37.1544,37.1544
4.762,0,37.5424,37.5424
4.763,0,37.9372,37.9372
4.764,0,38.339,38.339
4.765,0,38.7478,38.7478
4.766,0,39.1639,39.1639
4.767,0,39.5874,39.5874
4.768,0,40.0186,40.0186
4.769,0,40.4576,40.4576
4.77,0,40.9046,40.9046
4.771,0,41.3598,41.3598
4.772,0,41.8233,41.8233
4.773,0,42.2955,42.2955
4.774,0,42.7765,42.7765
4.775,0,43.2665,43.2665
4.776,0,43.7658,43.7658
4.777,0,44.2747,44.2747
4.778,0,44.7932,44.7932
4.779,0,45.3218,45.3218
4.78,0,45.8606,45.8606
4.781,0,46.4099,46.4099
4.782,0,46.9701,46.9701
4.783,0,47.5413,47.5413
4.784,0,48.124,48.124
4.785,0,48.7183,48.7183
4.786,0,49.3246,49.3246
4.787,0,49.9432,49.9432
4.788,0,50.5746,50.5746
4.789,0,51.2189,51.2189
4.79,0,51.8766,51.8766
4.791,0,52.5481,52.5481
4.792,0,53.2337,53.2337
4.793,0,53.9339,53.9339
4.794,0,54.649,54.649
4.795,0,55.3795,55.3795
4.796,0,56.1258,56.1258
4.797,0,56.8884,56.8884
4.798,0,57.6678,57.6678
4.799,0,58.4645,58.4645
4.8,0,59.2789,59.2789
4.801,0,60.1117,60.1117
4.802,0,60.9633,60.9633
4.803,0,61.8344,61.8344
4.804,0,62.7255,62.7255
4.805,0,63.6373,63.6373
4.806,0,64.5704,64.5704
4.807,0,65.5255,65.5255
4.808,0,66.5033,66.5033
4.809,0,67.5045,67.5045
4.81,0,68.5298,68.5298
4.811,0,69.5801,69.5801
4.812,0,70.6561,70.6561
4.813,0,71.7587,71.7587
4.814,0,72.8889,72.8889
4.815,0,74.0474,74.0474
4.816,0,75.2354,75.2354
4.817,0,76.4537,76.4537
4.818,0,77.7035,77.7035
4.819,0,78.9858,78.9858
4.82,0,80.3017,80.3017
4.821,0,81.6526,81.6526
4.822,0,83.0395,83.0395
4.823,0,84.4638,84.4638
4.824,0,85.9269,85.9269
4.825,0,87.4302,87.4302
4.826,0,88.9751,88.9751
4.827,0,90.5632,90.5632
4.828,0,92.1963,92.1963
4.829,0,93.8758,93.8758
4.83,0,95.6038,95.6038
4.831,0,97.3819,97.3819
4.832,0,99.2123,99.2123
4.833,0,101.097,101.097
4.834,0,103.038,103.038
4.835,0,105.038,105.038
4.836,0,107.099,107.099
4.837,0,109.223,109.223
4.838,0,111.414,111.414
4.839,0,113.674,113.674
4.84,0,116.005,116.005
4.841,0,118.412,118.412
4.842,0,120.897,120.897
4.843,0,123.464,123.464
4.844,0,126.117,126.117
4.845,0,128.859,128.859
4.846,0,131.694,131.694
4.847,0,134.626,134.626
4.848,0,137.661,137.661
4.849,0,140.803,140.803
4.85,0,144.056,144.056
4.851,0,147.427,147.427
4.852,0,150.922,150.922
4.853,0,154.545,154.545
4.854,0,158.304,158.304
4.855,0,162.206,162.206
4.856,0,166.258,166.258
4.857,0,170.467,170.467
4.858,0,174.842,174.842
4.859,0,179.392,179.392
4.86,0,184.126,184.126
4.861,0,189.054,189.054
4.862,0,194.187,194.187
4.863,0,199.537,199.537
4.864,0,205.116,205.116
4.865,0,210.937,210.937
4.866,0,217.014,217.014
4.867,0,223.364,223.364
4.868,0,230.001,230.001
4.869,0,236.945,236.945
4.87,0,244.213,244.213
4.871,0,251.827,251.827
4.872,0,259.809,259.809
4.873,0,268.183,268.183
4.874,0,276.975,276.975
4.875,0,286.213,286.213
4.876,0,295.929,295.929
4.877,0,306.155,306.155
4.878,0,316.929,316.929
4.879,0,328.289,328.289
4.88,0,340.28,340.28
4.881,0,352.948,352.948
4.882,0,366.346,366.346
4.883,0,380.531,380.531
4.884,0,395.565,395.565
4.885,0,411.519,411.519
4.886,0,428.469,428.469
4.887,0,446.499,446.499
4.888,0,465.702,465.702
4.889,0,486.185,486.185
4.89,0,508.061,508.061
4.891,0,531.461,531.461
4.892,0,556.53,556.53
4.893,0,583.43,583.43
4.894,0,612.344,612.344
4.895,0,643.479,643.479
4.896,0,677.067,677.067
4.897,0,713.373,713.373
4.898,0,752.699,752.699
4.899,0,795.39,795.39
4.9,0,841.84,841.84
4.901,0,892.504,892.504
4.902,0,947.907,947.907
4.903,0,1008.66,1008.66
4.904,0,1075.48,1075.48
4.905,0,1149.19,1149.19
4.906,0,1230.78,1230.78
4.907,0,1321.41,1321.41
4.908,0,1422.47,1422.47
4.909,0,1535.63,1535.63
4.91,0,1662.89,1662.89
4.911,0,1806.7,1806.7
4.912,0,1970.06,1970.06
4.913,0,2156.68,2156.68
4.914,0,2371.19,2371.19
4.915,0,2619.44,2619.44
4.916,0,2908.9,2908.9
4.917,0,3249.23,3249.23
4.918,0,3653.07,3653.07
4.919,0,4137.27,4137.27
4.92,0,4724.67,4724.67
4.921,0,5446.81,5446.81
4.922,0,6348.28,6348.28
4.923,0,7493.8,7493.8
4.924,0,8980.11,8980.11
4.925,0,10957.1,10957.1
4.926,0,13667.2,13667.2
4.927,0,17523.4,17523.4
4.928,0,23276.1,23276.1
4.929,0,32408.5,32408.5
4.93,0,48197.3,48197.3
4.931,0,79121.2,79121.2
4.932,0,153164,153164
4.933,0,413451,413451
4.934,0,3.24E+06,3.24E+06
4.935,0,5.05E+06,5.05E+06
4.936,0,479068,479068
4.937,0,167313,167313
4.938,0,84275.1,84275.1
4.939,0,50621.8,50621.8
4.94,0,33736.3,33736.3
4.941,0,24080.5,24080.5
4.942,0,18047,18047
4.943,0,14027,14027
4.944,0,11214.8,11214.8
4.945,0,9171,9171
4.946,0,7639.13,7639.13
4.947,0,6461.48,6461.48
4.948,0,5536.69,5536.69
4.949,0,4797.24,4797.24
4.95,0,4196.72,4196.72
4.951,0,3702.38,3702.38
4.952,0,3290.59,3290.59
4.953,0,2943.95,2943.95
4.954,0,2649.4,2649.4
4.955,0,2397,2397
4.956,0,2179.09,2179.09
4.957,0,1989.65,1989.65
4.958,0,1823.93,1823.93
4.959,0,1678.13,1678.13
4.96,0,1549.17,1549.17
4.961,0,1434.57,1434.57
4.962,0,1332.27,1332.27
4.963,0,1240.57,1240.57
4.964,0,1158.05,1158.05
4.965,0,1083.53,1083.53
4.966,0,1016.01,1016.01
4.967,0,954.628,954.628
4.968,0,898.674,898.674
4.969,0,847.523,847.523
4.97,0,800.64,800.64
4.971,0,757.563,757.563
4.972,0,717.892,717.892
4.973,0,681.277,681.277
4.974,0,647.411,647.411
4.975,0,616.027,616.027
4.976,0,586.887,586.887
4.977,0,559.783,559.783
4.978,0,534.529,534.529
4.979,0,510.961,510.961
4.98,0,488.931,488.931
4.981,0,468.31,468.31
4.982,0,448.98,448.98
4.983,0,430.834,430.834
4.984,0,413.778,413.778
4.985,0,397.727,397.727
4.986,0,382.603,382.603
4.987,0,368.337,368.337
4.988,0,354.864,354.864
4.989,0,342.127,342.127
4.99,0,330.073,330.073
4.991,0,318.654,318.654
4.992,0,307.827,307.827
4.993,0,297.551,297.551
4.994,0,287.79,287.79
4.995,0,278.509,278.509
4.996,0,269.678,269.678
4.997,0,261.268,261.268
4.998,0,253.253,253.253
4.999,0,245.609,245.609
5,0,238.312,238.312
5.001,0,231.343,231.343
5.002,0,224.682,224.682
5.003,0,218.311,218.311
5.004,0,212.213,212.213
5.005,0,206.373,206.373
5.006,0,200.778,200.778
5.007,0,195.412,195.412
5.008,0,190.265,190.265
5.009,0,185.323,185.323
5.01,0,180.578,180.578
5.011,0,176.017,176.017
5.012,0,171.632,171.632
5.013,0,167.414,167.414
5.014,0,163.355,163.355
5.015,0,159.446,159.446
5.016,0,155.681,155.681
5.017,0,152.052,152.052
5.018,0,148.553,148.553
5.019,0,145.178,145.178
5.02,0,141.921,141.921
5.021,0,138.776,138.776
5.022,0,135.739,135.739
5.023,0,132.805,132.805
5.024,0,129.968,129.968
5.025,0,127.226,127.226
5.026,0,124.573,124.573
5.027,0,122.006,122.006
5.028,0,119.521,119.521
5.029,0,117.115,117.115
5.03,0,114.785,114.785
5.031,0,112.526,112.526
5.032,0,110.337,110.337
5.033,0,108.215,108.215
5.034,0,106.157,106.157
5.035,0,104.16,104.16
5.036,0,102.222,102.222
5.037,0,100.34,100.34
5.038,0,98.5137,98.5137
5.039,0,96.7393,96.7393
5.04,0,95.0154,95.0154
5.041,0,93.34,93.34
5.042,0,91.7115,91.7115
5.043,0,90.1279,90.1279
5.044,0,88.5878,88.5878
5.045,0,87.0895,87.0895
5.046,0,85.6316,85.6316
5.047,0,84.2126,84.2126
5.048,0,82.8312,82.8312
5.049,0,81.4861,81.4861
5.05,0,80.1759,80.1759
5.051,0,78.8996,78.8996
5.052,0,77.6559,77.6559
5.053,0,76.4438,76.4438
5.054,0,75.2622,75.2622
5.055,0,74.1101,74.1101
5.056,0,72.9865,72.9865
5.057,0,71.8906,71.8906
5.058,0,70.8214,70.8214
5.059,0,69.778,69.778
5.06,0,68.7597,68.7597
5.061,0,67.7657,67.7657
5.062,0,66.7951,66.7951
5.063,0,65.8474,65.8474
5.064,0,64.9217,64.9217
5.065,0,64.0174,64.0174
5.066,0,63.1339,63.1339
5.067,0,62.2705,62.2705
5.068,0,61.4266,61.4266
5.069,0,60.6017,60.6017
5.07,0,59.7951,59.7951
5.071,0,59.0065,59.0065
5.072,0,58.2351,58.2351
5.073,0,57.4807,57.4807
5.074,0,56.7425,56.7425
5.075,0,56.0203,56.0203
5.076,0,55.3135,55.3135
5.077,0,54.6218,54.6218
5.078,0,53.9446,53.9446
5.079,0,53.2817,53.2817
5.08,0,52.6326,52.6326
5.081,0,51.9969,51.9969
5.082,0,51.3743,51.3743
5.083,0,50.7644,50.7644
5.084,0,50.1669,50.1669
5.085,0,49.5815,49.5815
5.086,0,49.0078,49.0078
5.087,0,48.4455,48.4455
5.088,0,47.8944,47.8944
5.089,0,47.3542,47.3542
5.09,0,46.8245,46.8245
5.091,0,46.3051,46.3051
5.092,0,45.7958,45.7958
5.093,0,45.2963,45.2963
5.094,0,44.8063,44.8063
5.095,0,44.3257,44.3257
5.096,0,43.8541,43.8541
5.097,0,43.3914,43.3914
5.098,0,42.9374,42.9374
5.099,0,42.4918,42.4918
5.1,0,42.0544,42.0544
5.101,0,41.6251,41.6251
5.102,0,41.2036,41.2036
5.103,0,40.7898,40.7898
5.104,0,40.3835,40.3835
5.105,0,39.9845,39.9845
5.106,0,39.5926,39.5926
5.107,0,39.2077,39.2077
5.108,0,38.8297,38.8297
5.109,0,38.4583,38.4583
5.11,0,38.0934,38.0934
5.111,0,37.7349,37.7349
5.112,0,37.3826,37.3826
5.113,0,37.0364,37.0364
5.114,0,36.6962,36.6962
5.115,0,36.3617,36.3617
5.116,0,36.033,36.033
5.117,0,35.7099,35.7099
5.118,0,35.3922,35.3922
5.119,0,35.0798,35.0798
5.12,0,34.7727,34.7727
5.121,0,34.4706,34.4706
5.122,0,34.1736,34.1736
5.123,0,33.8815,33.8815
5.124,0,33.5941,33.5941
5.125,0,33.3115,33.3115
5.126,0,33.0335,33.0335
5.127,0,32.7599,32.7599
5.128,0,32.4908,32.4908
5.129,0,32.226,32.226
5.13,0,31.9655,31.9655
5.131,0,31.709,31.709
5.132,0,31.4567,31.4567
5.133,0,31.2084,31.2084
5.134,0,30.9639,30.9639
5.135,0,30.7233,30.7233
5.136,0,30.4864,30.4864
5.137,0,30.2533,30.2533
5.138,0,30.0237,30.0237
5.139,0,29.7977,29.7977
5.14,0,29.5752,29.5752
5.141,0,29.356,29.356
5.142,0,29.1403,29.1403
5.143,0,28.9278,28.9278
5.144,0,28.7185,28.7185
5.145,0,28.5124,28.5124
5.146,0,28.3093,28.3093
5.147,0,28.1094,28.1094
5.148,0,27.9124,27.9124
5.149,0,27.7183,27.7183
5.15,0,27.5272,27.5272
5.151,0,27.3388,27.3388
5.152,0,27.1533,27.1533
5.153,0,26.9704,26.9704
5.154,0,26.7903,26.7903
5.155,0,26.6128,26.6128
5.156,0,26.4378,26.4378
5.157,0,26.2654,26.2654
5.158,0,26.0955,26.0955
5.159,0,25.9281,25.9281
5.16,0,25.763,25.763
5.161,0,25.6004,25.6004
5.162,0,25.44,25.44
5.163,0,25.282,25.282
5.164,0,25.1262,25.1262
5.165,0,24.9726,24.9726
5.166,0,24.8212,24.8212
5.167,0,24.6719,24.6719
5.168,0,24.5247,24.5247
5.169,0,24.3796,24.3796
5.17,0,24.2366,24.2366
5.171,0,24.0955,24.0955
5.172,0,23.9564,23.9564
5.173,0,23.8193,23.8193
5.174,0,23.684,23.684
5.175,0,23.5506,23.5506
5.176,0,23.4191,23.4191
5.177,0,23.2894,23.2894
5.178,0,23.1615,23.1615
5.179,0,23.0353,23.0353
5.18,0,22.9108,22.9108
5.181,0,22.7881,22.7881
5.182,0,22.6671,22.6671
5.183,0,22.5477,22.5477
5.184,0,22.4299,22.4299
5.185,0,22.3137,22.3137
5.186,0,22.1991,22.1991
5.187,0,22.0861,22.0861
5.188,0,21.9746,21.9746
5.189,0,21.8646,21.8646
5.19,0,21.7561,21.7561
5.191,0,21.6491,21.6491
5.192,0,21.5434,21.5434
5.193,0,21.4393,21.4393
5.194,0,21.3365,21.3365
5.195,0,21.2351,21.2351
5.196,0,21.1351,21.1351
5.197,0,21.0364,21.0364
5.198,0,20.939,20.939
5.199,0,20.8429,20.8429
5.2,0,20.7481,20.7481
5.201,0,20.6546,20.6546
5.202,0,20.5623,20.5623
5.203,0,20.4713,20.4713
5.204,0,20.3815,20.3815
5.205,0,20.2929,20.2929
5.206,0,20.2054,20.2054
5.207,0,20.1191,20.1191
5.208,0,20.034,20.034
5.209,0,19.95,19.95
5.21,0,19.8672,19.8672
5.211,0,19.7854,19.7854
5.212,0,19.7047,19.7047
5.213,0,19.6251,19.6251
5.214,0,19.5466,19.5466
5.215,0,19.4691,19.4691
5.216,0,19.3926,19.3926
5.217,0,19.3172,19.3172
5.218,0,19.2428,19.2428
5.219,0,19.1693,19.1693
5.22,0,19.0969,19.0969
5.221,0,19.0254,19.0254
5.222,0,18.9549,18.9549
5.223,0,18.8853,18.8853
5.224,0,18.8166,18.8166
5.225,0,18.7489,18.7489
5.226,0,18.6821,18.6821
5.227,0,18.6162,18.6162
5.228,0,18.5512,18.5512
5.229,0,18.487,18.487
5.23,0,18.4238,18.4238
5.231,0,18.3614,18.3614
5.232,0,18.2998,18.2998
5.233,0,18.2391,18.2391
5.234,0,18.1792,18.1792
5.235,0,18.1201,18.1201
5.236,0,18.0618,18.0618
5.237,0,18.0043,18.0043
5.238,0,17.9477,17.9477
5.239,0,17.8918,17.8918
5.24,0,17.8366,17.8366
5.241,0,17.7823,17.7823
5.242,0,17.7287,17.7287
5.243,0,17.6758,17.6758
5.244,0,17.6237,17.6237
5.245,0,17.5723,17.5723
5.246,0,17.5216,17.5216
5.247,0,17.4717,17.4717
5.248,0,17.4225,17.4225
5.249,0,17.3739,17.3739
5.25,0,17.3261,17.3261
5.251,0,17.2789,17.2789
5.252,0,17.2325,17.2325
5.253,0,17.1867,17.1867
5.254,0,17.1415,17.1415
5.255,0,17.097,17.097
5.256,0,17.0532,17.0532
5.257,0,17.01,17.01
5.258,0,16.9675,16.9675
5.259,0,16.9256,16.9256
5.26,0,16.8843,16.8843
5.261,0,16.8437,16.8437
5.262,0,16.8036,16.8036
5.263,0,16.7642,16.7642
5.264,0,16.7254,16.7254
5.265,0,16.6871,16.6871
5.266,0,16.6495,16.6495
5.267,0,16.6124,16.6124
5.268,0,16.576,16.576
5.269,0,16.5401,16.5401
5.27,0,16.5047,16.5047
5.271,0,16.47,16.47
5.272,0,16.4358,16.4358
5.273,0,16.4022,16.4022
5.274,0,16.3691,16.3691
5.275,0,16.3365,16.3365
5.276,0,16.3045,16.3045
5.277,0,16.2731,16.2731
5.278,0,16.2422,16.2422
5.279,0,16.2118,16.2118
5.28,0,16.1819,16.1819
5.281,0,16.1525,16.1525
5.282,0,16.1237,16.1237
5.283,0,16.0954,16.0954
5.284,0,16.0676,16.0676
5.285,0,16.0403,16.0403
5.286,0,16.0135,16.0135
5.287,0,15.9872,15.9872
5.288,0,15.9613,15.9613
5.289,2.00218,15.936,1
5.29,2.00494,15.9112,1
5.291,2.00769,15.8868,1
5.292,2.01045,15.8629,1
5.293,2.0132,15.8395,1
5.294,2.01595,15.8166,1
5.295,2.01869,15.7942,1
5.296,2.02143,15.7722,1
5.297,2.02417,15.7506,1
5.298,2.02691,15.7296,1
5.299,2.02965,15.7089,1
5.3,2.03238,15.6888,1
5.301,2.03511,15.6691,1
5.302,2.03783,15.6498,1
5.303,2.04056,15.631,1
5.304,2.04328,15.6126,1
5.305,2.04599,15.5947,1
5.306,2.04871,15.5772,1
5.307,2.05142,15.5602,1
5.308,2.05413,15.5436,1
5.309,2.05684,15.5274,1
5.31,2.05954,15.5116,1
5.311,2.06224,15.4963,1
5.312,2.06494,15.4814,1
5.313,2.06764,15.4669,1
5.314,2.07033,15.4528,1
5.315,2.07302,15.4392,1
5.316,2.07571,15.4259,1
5.317,2.07839,15.4131,1
5.318,2.08107,15.4007,1
5.319,2.08375,15.3887,1
5.32,2.08643,15.3771,1
5.321,2.0891,15.3659,1
5.322,2.09178,15.3551,1
5.323,2.09444,15.3447,1
5.324,2.09711,15.3348,1
5.325,2.09977,15.3252,1
5.326,2.10243,15.316,1
5.327,2.10509,15.3072,1
5.328,2.10774,15.2988,1
5.329,2.1104,15.2908,1
5.33,2.11304,15.2832,1
5.331,2.11569,15.276,1
5.332,2.11834,15.2692,1
5.333,2.12098,15.2628,1
5.334,2.12361,15.2567,1
5.335,2.12625,15.2511,1
5.336,2.12888,15.2458,1
5.337,2.13151,15.2409,1
5.338,2.13414,15.2364,1
5.339,2.13677,15.2322,1
5.34,2.13939,15.2285,1
5.341,2.14201,15.2251,1
5.342,2.14462,15.2221,1
5.343,2.14724,15.2195,1
5.344,2.14985,15.2173,1
5.345,2.15246,15.2154,1
5.346,2.15506,15.214,1
5.347,2.15767,15.2129,1
5.348,2.16027,15.2121,1
5.349,2.16287,15.2118,1
5.35,2.16546,15.2118,1
5.351,2.16805,15.2122,1
5.352,2.17064,15.213,1
5.353,2.17323,15.2141,1
5.354,2.17581,15.2156,1
5.355,2.1784,15.2175,1
5.356,2.18098,15.2197,1
5.357,2.18355,15.2224,1
5.358,2.18613,15.2253,1
5.359,2.1887,15.2287,1
5.36,2.19127,15.2324,1
5.361,2.19383,15.2366,1
5.362,2.1964,15.241,1
5.363,2.19896,15.2459,1
5.364,2.20151,15.2511,1
5.365,2.20407,15.2567,1
5.366,2.20662,15.2626,1
5.367,2.20917,15.269,1
5.368,2.21172,15.2756,1
5.369,2.21426,15.2827,1
5.37,2.21681,15.2902,1
5.371,2.21934,15.298,1
5.372,2.22188,15.3061,1
5.373,2.22442,15.3147,1
5.374,2.22695,15.3236,1
5.375,2.22948,15.3329,1
5.376,2.232,15.3426,1
5.377,2.23453,15.3526,1
5.378,2.23705,15.3631,1
5.379,2.23957,15.3739,1
5.38,2.24208,15.385,1
5.381,2.24459,15.3966,1
5.382,2.24711,15.4085,1
5.383,2.24961,15.4208,1
5.384,2.25212,15.4335,1
5.385,2.25462,15.4465,1
5.386,2.25712,15.46,1
5.387,2.25962,15.4738,1
5.388,2.26211,15.488,1
5.389,2.26461,15.5026,1
5.39,2.2671,15.5176,1
5.391,2.26958,15.5329,1
5.392,2.27207,15.5486,1
5.393,2.27455,15.5648,1
5.394,2.27703,15.5813,1
5.395,2.2795,15.5982,1
5.396,2.28198,15.6155,1
5.397,2.28445,15.6332,1
5.398,2.28692,15.6513,1
5.399,2.28939,15.6697,1
5.4,2.29185,15.6886,1
5.401,2.29431,15.7079,1
5.402,2.29677,15.7276,1
5.403,2.29923,15.7476,1
5.404,2.30168,15.7681,1
5.405,2.30413,15.789,1
5.406,2.30658,15.8103,1
5.407,2.30902,15.832,1
5.408,2.31147,15.8541,1
5.409,2.31391,15.8766,1
5.41,2.31635,15.8995,1
5.411,2.31878,15.9229,1
5.412,2.32121,15.9466,1
5.413,2.32364,15.9708,1
5.414,2.32607,15.9954,1
5.415,2.3285,16.0205,1
5.416,2.33092,16.0459,1
5.417,2.33334,16.0718,1
5.418,2.33576,16.0981,1
5.419,2.33817,16.1248,1
5.42,2.34059,16.152,1
5.421,2.343,16.1796,1
5.422,2.3454,16.2077,1
5.423,2.34781,16.2362,1
5.424,2.35021,16.2652,1
5.425,2.35261,16.2946,1
5.426,2.35501,16.3244,1
5.427,2.3574,16.3547,1
5.428,2.35979,16.3855,1
5.429,2.36218,16.4167,1
5.43,2.36457,16.4484,1
5.431,2.36695,16.4805,1
5.432,2.36934,16.5131,1
5.433,2.37172,16.5462,1
5.434,2.37409,16.5798,1
5.435,2.37647,16.6138,1
5.436,2.37884,16.6483,1
5.437,2.38121,16.6833,1
5.438,2.38358,16.7188,1
5.439,2.38594,16.7548,1
5.44,2.3883,16.7913,1
5.441,2.39066,16.8283,1
5.442,2.39302,16.8658,1
5.443,2.39537,16.9038,1
5.444,2.39772,16.9423,1
5.445,2.40007,16.9813,1
5.446,2.40242,17.0208,1
5.447,2.40477,17.0609,1
5.448,2.40711,17.1015,1
5.449,2.40945,17.1426,1
5.45,2.41178,17.1842,1
5.451,2.41412,17.2264,1
5.452,2.41645,17.2692,1
5.453,2.41878,17.3124,1
5.454,2.42111,17.3563,1
5.455,2.42343,17.4007,1
5.456,2.42575,17.4457,1
5.457,2.42807,17.4912,1
5.458,2.43039,17.5373,1
5.459,2.4327,17.584,1
5.46,2.43501,17.6312,1
5.461,2.43732,17.6791,1
5.462,2.43963,17.7275,1
5.463,2.44194,17.7766,1
5.464,2.44424,17.8262,1
5.465,2.44654,17.8765,1
5.466,2.44883,17.9274,1
5.467,2.45113,17.9789,1
5.468,2.45342,18.031,1
5.469,2.45571,18.0838,1
5.47,2.458,18.1372,1
5.471,2.46028,18.1913,1
5.472,2.46256,18.246,1
5.473,2.46484,18.3013,1
5.474,2.46712,18.3574,1
5.475,2.4694,18.4141,1
5.476,2.47167,18.4715,1
5.477,2.47394,18.5295,1
5.478,2.47621,18.5883,1
5.479,2.47847,18.6478,1
5.48,2.48073,18.708,1
5.481,2.48299,18.7688,1
5.482,2.48525,18.8305,1
5.483,2.48751,18.8928,1
5.484,2.48976,18.9559,1
5.485,2.49201,19.0197,1
5.486,2.49426,19.0843,1
5.487,2.4965,19.1497,1
5.488,2.49875,19.2158,1
5.489,2.50099,19.2827,1
5.49,2.50323,19.3504,1
5.491,2.50546,19.4189,1
5.492,2.5077,19.4882,1
5.493,2.50993,19.5584,1
5.494,2.51216,19.6293,1
5.495,2.51438,19.7011,1
5.496,2.5166,19.7737,1
5.497,2.51883,19.8472,1
5.498,2.52104,19.9216,1
5.499,2.52326,19.9968,1
5.5,2.52547,20.0729,1
5.501,2.52769,20.1499,1
5.502,2.5299,20.2278,1
5.503,2.5321,20.3067,1
5.504,2.53431,20.3864,1
5.505,2.53651,20.4672,1
5.506,2.53871,20.5488,1
5.507,2.5409,20.6314,1
5.508,2.5431,20.7151,1
5.509,2.54529,20.7997,1
5.51,2.54748,20.8853,1
5.511,2.54967,20.9719,1
5.512,2.55185,21.0595,1
5.513,2.55404,21.1482,1
5.514,2.55622,21.2379,1
5.515,2.55839,21.3287,1
5.516,2.56057,21.4206,1
5.517,2.56274,21.5136,1
5.518,2.56491,21.6077,1
5.519,2.56708,21.7029,1
5.52,2.56925,21.7993,1
5.521,2.57141,21.8968,1
5.522,2.57357,21.9955,1
5.523,2.57573,22.0954,1
5.524,2.57789,22.1965,1
