a, Eruling, Fbend,
0,3.58927,17.7399,1
0.001,3.58982,508798,1
0.002,3.59037,127212,1
0.003,3.59092,56548.3,1
0.004,3.59146,31815.8,1
0.005,3.592,20368.1,1
0.006,3.59254,14149.5,1
0.007,3.59308,10399.9,1
0.008,3.59361,7966.16,1
0.009,3.59414,6297.57,1
0.01,3.59468,5104.01,1
0.011,3.5952,4220.87,1
0.012,3.59573,3549.14,1
0.013,3.59626,3026.35,1
0.014,3.59678,2611.51,1
0.015,3.5973,2276.82,1
0.016,3.59782,2002.88,1
0.017,3.59834,1775.82,1
0.018,3.59885,1585.53,1
0.019,3.59936,1424.47,1
0.02,3.59987,1286.95,1
0.021,3.60038,1168.58,1
0.022,3.60089,1065.98,1
0.023,3.60139,976.448,1
0.024,3.6019,897.864,1
0.025,3.6024,828.51,1
0.026,3.60289,766.993,1
0.027,3.60339,712.174,1
0.028,3.60388,663.114,1
0.029,3.60438,619.033,1
0.03,3.60487,579.278,1
0.031,3.60535,543.301,1
0.032,3.60584,510.636,1
0.033,3.60632,480.888,1
0.034,3.60681,453.72,1
0.035,3.60729,428.841,1
0.036,3.60776,406,1
0.037,3.60824,384.98,1
0.038,3.60871,365.593,1
0.039,3.60918,347.672,1
0.04,3.60965,331.074,1
0.041,3.61012,315.671,1
0.042,3.61059,301.351,1
0.043,3.61105,288.013,1
0.044,3.61151,275.571,1
0.045,3.61197,263.944,1
0.046,3.61243,253.064,1
0.047,3.61288,242.868,1
0.048,3.61333,233.299,1
0.049,3.61378,224.306,1
0.05,3.61423,215.844,1
0.051,3.61468,207.872,1
0.052,3.61512,200.353,1
0.053,3.61557,193.252,1
0.054,3.61601,186.54,1
0.055,3.61645,180.188,1
0.056,3.61688,174.17,1
0.057,3.61732,168.465,1
0.058,3.61775,163.049,1
0.059,3.61818,157.904,1
0.06,3.61861,153.013,1
0.061,3.61903,148.358,1
0.062,3.61946,143.924,1
0.063,3.61988,139.698,1
0.064,3.6203,135.667,1
0.065,3.62072,131.818,1
0.066,3.62113,128.142,1
0.067,3.62155,124.627,1
0.068,3.62196,121.265,1
0.069,3.62237,118.046,1
0.07,3.62277,114.963,1
0.071,3.62318,112.008,1
0.072,3.62358,109.174,1
0.073,3.62398,106.455,1
0.074,3.62438,103.843,1
0.075,3.62478,101.335,1
0.076,3.62517,98.9232,1
0.077,3.62557,96.6041,1
0.078,3.62596,94.3726,1
0.079,3.62635,92.2243,1
0.08,3.62673,90.1551,1
0.081,3.62712,88.1612,1
0.082,3.6275,86.2389,1
0.083,3.62788,84.385,1
0.084,3.62826,82.596,1
0.085,3.62863,80.8691,1
0.086,3.62901,79.2013,1
0.087,3.62938,77.5901,1
0.088,3.62975,76.0328,1
0.089,3.63012,74.5271,1
0.09,3.63048,73.0707,1
0.091,3.63085,71.6615,1
0.092,3.63121,70.2975,1
0.093,3.63157,68.9768,1
0.094,3.63193,67.6975,1
0.095,3.63228,66.458,1
0.096,3.63264,65.2565,1
0.097,3.63299,64.0917,1
0.098,3.63334,62.9619,1
0.099,3.63368,61.8659,1
0.1,3.63403,60.8023,1
0.101,3.63437,59.7697,1
0.102,3.63471,58.7672,1
0.103,3.63505,57.7934,1
0.104,3.63539,56.8473,1
0.105,3.63572,55.928,1
0.106,3.63605,55.0343,1
0.107,3.63638,54.1654,1
0.108,3.63671,53.3204,1
0.109,3.63704,52.4984,1
0.11,3.63736,51.6985,1
0.111,3.63768,50.9201,1
0.112,3.638,50.1624,1
0.113,3.63832,49.4246,1
0.114,3.63864,48.7061,1
0.115,3.63895,48.0063,1
0.116,3.63926,47.3244,1
0.117,3.63957,46.66,1
0.118,3.63988,46.0124,1
0.119,3.64018,45.3811,1
0.12,3.64049,44.7655,1
0.121,3.64079,44.1652,1
0.122,3.64109,43.5797,1
0.123,3.64138,43.0086,1
0.124,3.64168,42.4513,1
0.125,3.64197,41.9074,1
0.126,3.64226,41.3766,1
0.127,3.64255,40.8584,1
0.128,3.64283,40.3525,1
0.129,3.64312,39.8585,1
0.13,3.6434,39.376,1
0.131,3.64368,38.9048,1
0.132,3.64396,38.4444,1
0.133,3.64423,37.9947,1
0.134,3.64451,37.5552,1
0.135,3.64478,37.1257,1
0.136,3.64505,36.7059,1
0.137,3.64532,36.2956,1
0.138,3.64558,35.8945,1
0.139,3.64584,35.5023,1
0.14,3.6461,35.1188,1
0.141,3.64636,34.7438,1
0.142,3.64662,34.3771,1
0.143,3.64687,34.0184,1
0.144,3.64713,33.6675,1
0.145,3.64738,33.3242,1
0.146,3.64763,32.9884,1
0.147,3.64787,32.6598,1
0.148,3.64812,32.3383,1
0.149,3.64836,32.0237,1
0.15,3.6486,31.7159,1
0.151,3.64883,31.4146,1
0.152,3.64907,31.1197,1
0.153,3.6493,30.8311,1
0.154,3.64954,30.5486,1
0.155,3.64976,30.272,1
0.156,3.64999,30.0014,1
0.157,3.65022,29.7364,1
0.158,3.65044,29.477,1
0.159,3.65066,29.223,1
0.16,3.65088,28.9744,1
0.161,3.6511,28.731,1
0.162,3.65131,28.4928,1
0.163,3.65152,28.2595,1
0.164,3.65173,28.0311,1
0.165,3.65194,27.8076,1
0.166,3.65215,27.5887,1
0.167,3.65235,27.3744,1
0.168,3.65255,27.1647,1
0.169,3.65275,26.9594,1
0.17,3.65295,26.7584,1
0.171,3.65314,26.5617,1
0.172,3.65334,26.3691,1
0.173,3.65353,26.1807,1
0.174,3.65372,25.9963,1
0.175,3.6539,25.8159,1
0.176,3.65409,25.6393,1
0.177,3.65427,25.4666,1
0.178,3.65445,25.2976,1
0.179,3.65463,25.1323,1
0.18,3.6548,24.9706,1
0.181,3.65498,24.8126,1
0.182,3.65515,24.658,1
0.183,3.65532,24.5069,1
0.184,3.65549,24.3592,1
0.185,3.65565,24.2149,1
0.186,3.65581,24.0738,1
0.187,3.65598,23.9361,1
0.188,3.65613,23.8015,1
0.189,3.65629,23.6701,1
0.19,3.65645,23.5419,1
0.191,3.6566,23.4167,1
0.192,3.65675,23.2946,1
0.193,3.6569,23.1755,1
0.194,3.65704,23.0594,1
0.195,3.65719,22.9462,1
0.196,3.65733,22.8359,1
0.197,3.65747,22.7285,1
0.198,3.65761,22.624,1
0.199,3.65774,22.5223,1
0.2,3.65787,22.4233,1
0.201,3.65801,22.3272,1
0.202,3.65813,22.2337,1
0.203,3.65826,22.143,1
0.204,3.65839,22.055,1
0.205,3.65851,21.9697,1
0.206,3.65863,21.887,1
0.207,3.65875,21.8069,1
0.208,3.65886,21.7295,1
0.209,3.65898,21.6547,1
0.21,3.65909,21.5824,1
0.211,3.6592,21.5128,1
0.212,3.65931,21.4457,1
0.213,3.65941,21.3811,1
0.214,3.65951,21.3191,1
0.215,3.65961,21.2596,1
0.216,3.65971,21.2027,1
0.217,3.65981,21.1482,1
0.218,3.6599,21.0963,1
0.219,3.66,21.0469,1
0.22,3.66009,21,1
0.221,3.66017,20.9556,1
0.222,3.66026,20.9137,1
0.223,3.66034,20.8743,1
0.224,3.66042,20.8374,1
0.225,3.6605,20.8031,1
0.226,3.66058,20.7712,1
0.227,3.66066,20.7419,1
0.228,3.66073,20.7151,1
0.229,3.6608,20.6908,1
0.23,3.66087,20.6691,1
0.231,3.66093,20.65,1
0.232,3.661,20.6334,1
0.233,3.66106,20.6194,1
0.234,3.66112,20.608,1
0.235,3.66118,20.5992,1
0.236,3.66123,20.593,1
0.237,3.66129,20.5895,1
0.238,3.66134,20.5887,1
0.239,3.66139,20.5906,1
0.24,3.66143,20.5952,1
0.241,3.66148,20.6025,1
0.242,3.66152,20.6126,1
0.243,3.66156,20.6256,1
0.244,3.6616,20.6413,1
0.245,3.66163,20.6599,1
0.246,3.66167,20.6815,1
0.247,3.6617,20.7059,1
0.248,3.66173,20.7334,1
0.249,3.66175,20.7638,1
0.25,3.66178,20.7973,1
0.251,3.6618,20.8339,1
0.252,3.66182,20.8737,1
0.253,3.66184,20.9166,1
0.254,3.66186,20.9629,1
0.255,3.66187,21.0124,1
0.256,3.66188,21.0652,1
0.257,3.66189,21.1215,1
0.258,3.6619,21.1813,1
0.259,3.6619,21.2447,1
0.26,3.66191,21.3117,1
0.261,3.66191,21.3824,1
0.262,3.66191,21.4569,1
0.263,3.6619,21.5352,1
0.264,3.6619,21.6174,1
0.265,3.66189,21.7036,1
0.266,3.66188,21.7939,1
0.267,3.66187,21.8884,1
0.268,3.66185,21.9871,1
0.269,3.66184,22.0902,1
0.27,3.66182,22.1977,1
0.271,3.6618,22.3099,1
0.272,3.66177,22.4267,1
0.273,3.66175,22.5483,1
0.274,3.66172,22.6748,1
0.275,3.66169,22.8064,1
0.276,3.66166,22.9432,1
0.277,3.66162,23.0853,1
0.278,3.66159,23.2329,1
0.279,3.66155,23.3861,1
0.28,3.66151,23.5451,1
0.281,3.66146,23.71,1
0.282,3.66142,23.8811,1
0.283,3.66137,24.0585,1
0.284,3.66132,24.2423,1
0.285,3.66127,24.4328,1
0.286,3.66121,24.6302,1
0.287,3.66116,24.8348,1
0.288,3.6611,25.0466,1
0.289,3.66104,25.266,1
0.29,3.66097,25.4933,1
0.291,3.66091,25.7286,1
0.292,3.66084,25.9722,1
0.293,3.66077,26.2245,1
0.294,3.6607,26.4857,1
0.295,3.66062,26.7562,1
0.296,3.66055,27.0362,1
0.297,3.66047,27.3261,1
0.298,3.66039,27.6263,1
0.299,3.6603,27.9371,1
0.3,3.66022,28.259,1
0.301,3.66013,28.5923,1
0.302,3.66004,28.9375,1
0.303,3.65995,29.2951,1
0.304,3.65986,29.6655,1
0.305,3.65976,30.0492,1
0.306,3.65966,30.4469,1
0.307,3.65956,30.859,1
0.308,3.65946,31.2861,1
0.309,3.65935,31.7289,1
0.31,3.65924,32.1881,1
0.311,3.65913,32.6644,1
0.312,3.65902,33.1584,1
0.313,3.65891,33.671,1
0.314,3.65879,34.2029,1
0.315,3.65867,34.7552,1
0.316,3.65855,35.3287,1
0.317,3.65843,35.9244,1
0.318,3.6583,36.5432,1
0.319,3.65817,37.1865,1
0.32,3.65804,37.8552,1
0.321,3.65791,38.5508,1
0.322,3.65777,39.2744,1
0.323,3.65764,40.0275,1
0.324,3.6575,40.8117,1
0.325,3.65736,41.6284,1
0.326,3.65721,42.4795,1
0.327,3.65707,43.3668,1
0.328,3.65692,44.2921,1
0.329,3.65677,45.2577,1
0.33,3.65662,46.2656,1
0.331,3.65646,47.3184,1
0.332,3.6563,48.4186,1
0.333,3.65615,49.5689,1
0.334,3.65598,50.7723,1
0.335,3.65582,52.032,1
0.336,3.65565,53.3514,1
0.337,3.65549,54.7341,1
0.338,3.65531,56.1843,1
0.339,3.65514,57.7061,1
0.34,3.65497,59.3043,1
0.341,3.65479,60.9839,1
0.342,3.65461,62.7503,1
0.343,3.65443,64.6094,1
0.344,3.65424,66.5678,1
0.345,3.65406,68.6325,1
0.346,3.65387,70.8111,1
0.347,3.65368,73.1121,1
0.348,3.65348,75.5444,1
0.349,3.65329,78.1183,1
0.35,3.65309,80.8447,1
0.351,3.65289,83.7357,1
0.352,3.65269,86.8046,1
0.353,3.65248,90.0662,1
0.354,3.65228,93.5367,1
0.355,3.65207,97.2342,1
0.356,3.65185,101.179,1
0.357,3.65164,105.392,1
0.358,3.65142,109.9,1
0.359,3.65121,114.73,1
0.36,3.65099,119.913,1
0.361,3.65076,125.484,1
0.362,3.65054,131.482,1
0.363,3.65031,137.953,1
0.364,3.65008,144.947,1
0.365,3.64985,152.521,1
0.366,3.64961,160.742,1
0.367,3.64938,169.684,1
0.368,3.64914,179.435,1
0.369,3.6489,190.095,1
0.37,3.64865,201.779,1
0.371,3.64841,214.623,1
0.372,3.64816,228.785,1
0.373,3.64791,244.453,1
0.374,3.64766,261.846,1
0.375,3.6474,281.228,1
0.376,3.64714,302.913,1
0.377,3.64688,327.279,1
0.378,3.64662,354.789,1
0.379,3.64636,386.006,1
0.38,3.64609,421.628,1
0.381,3.64582,462.523,1
0.382,3.64555,509.784,1
0.383,3.64528,564.806,1
0.384,3.645,629.385,1
0.385,3.64472,705.868,1
0.386,3.64444,797.372,1
0.387,3.64416,908.102,1
0.388,3.64387,1043.85,1
0.389,3.64359,1212.76,1
0.39,3.6433,1426.58,1
0.391,3.64301,1702.77,1
0.392,3.64271,2068.19,1
0.393,3.64241,2565.84,1
0.394,3.64212,3268.18,1
0.395,3.64181,4305.07,1
0.396,3.64151,5928.39,1
0.397,3.64121,8680.83,1
0.398,3.6409,13916.4,1
0.399,3.64059,25849.8,1
0.4,3.64027,63715.9,1
0.401,3.63996,344855,1
0.402,3.63964,3.23E+06,1
0.403,3.63932,126109,1
0.404,3.639,38816.9,1
0.405,3.63867,18585.6,1
0.406,3.63835,10863.2,1
0.407,3.63802,7117.48,1
0.408,3.63769,5021.85,1
0.409,3.63735,3732.31,1
0.41,3.63702,2882.81,1
0.411,3.63668,2293.76,1
0.412,3.63634,1868.62,1
0.413,3.63599,1551.78,1
0.414,3.63565,1309.35,1
0.415,3.6353,1119.74,1
0.416,3.63495,968.645,1
0.417,3.6346,846.299,1
0.418,3.63424,745.846,1
0.419,3.63389,662.359,1
0.42,3.63353,592.22,1
0.421,3.63316,532.73,1
0.422,3.6328,481.836,1
0.423,3.63243,437.959,1
0.424,3.63206,399.866,1
0.425,3.63169,366.582,1
0.426,3.63132,337.331,1
0.427,3.63094,311.487,1
0.428,3.63057,288.54,1
0.429,3.63018,268.072,1
0.43,3.6298,249.739,1
0.431,3.62942,233.255,1
0.432,3.62903,218.377,1
0.433,3.62864,204.905,1
0.434,3.62825,192.665,1
0.435,3.62785,181.513,1
0.436,3.62745,171.323,1
0.437,3.62705,161.987,1
0.438,3.62665,153.413,1
0.439,3.62625,145.519,1
0.44,3.62584,138.236,1
0.441,3.62543,131.502,1
0.442,3.62502,125.263,1
0.443,3.62461,119.471,1
0.444,3.62419,114.085,1
0.445,3.62377,109.068,1
0.446,3.62335,104.387,1
0.447,3.62293,100.011,1
0.448,3.6225,95.9165,1
0.449,3.62207,92.0781,1
0.45,3.62164,88.4754,1
0.451,3.62121,85.0893,1
0.452,3.62077,81.9028,1
0.453,3.62034,78.9004,1
0.454,3.6199,76.0682,1
0.455,3.61945,73.3935,1
0.456,3.61901,70.8649,1
0.457,3.61856,68.4717,1
0.458,3.61811,66.2046,1
0.459,3.61766,64.0547,1
0.46,3.61721,62.014,1
0.461,3.61675,60.0753,1
0.462,3.61629,58.2319,1
0.463,3.61583,56.4775,1
0.464,3.61536,54.8065,1
0.465,3.6149,53.2137,1
0.466,3.61443,51.6943,1
0.467,3.61396,50.2437,1
0.468,3.61348,48.8578,1
0.469,3.61301,47.5329,1
0.47,3.61253,46.2654,1
0.471,3.61205,45.0519,1
0.472,3.61157,43.8895,1
0.473,3.61108,42.7753,1
0.474,3.61059,41.7067,1
0.475,3.6101,40.6811,1
0.476,3.60961,39.6963,1
0.477,3.60911,38.7501,1
0.478,3.60862,37.8405,1
0.479,3.60812,36.9657,1
0.48,3.60761,36.1238,1
0.481,3.60711,35.3132,1
0.482,3.6066,34.5324,1
0.483,3.60609,33.7799,1
0.484,3.60558,33.0544,1
0.485,3.60506,32.3545,1
0.486,3.60455,31.6791,1
0.487,3.60403,31.0269,1
0.488,3.60351,30.3971,1
0.489,3.60298,29.7884,1
0.49,3.60245,29.2,1
0.491,3.60193,28.631,1
0.492,3.60139,28.0805,1
0.493,3.60086,27.5477,1
0.494,3.60032,27.0318,1
0.495,3.59978,26.5322,1
0.496,3.59924,26.0481,1
0.497,3.5987,25.5789,1
0.498,3.59815,25.124,1
0.499,3.5976,24.6828,1
0.5,3.59705,24.2547,1
0.501,3.5965,23.8393,1
0.502,3.59594,23.4359,1
0.503,3.59538,23.0443,1
0.504,3.59482,22.6638,1
0.505,3.59426,22.294,1
0.506,3.59369,21.9347,1
0.507,3.59313,21.5853,1
0.508,3.59255,21.2454,1
0.509,3.59198,20.9149,1
0.51,3.59141,20.5932,1
0.511,3.59083,20.28,1
0.512,3.59025,19.9752,1
0.513,3.58966,19.6783,1
0.514,3.58908,19.3891,1
0.515,3.58849,19.1074,1
0.516,3.5879,18.8328,1
0.517,3.58731,18.5651,1
0.518,3.58671,18.3041,1
0.519,3.58611,18.0495,1
0.52,3.58551,17.8012,1
0.521,3.58491,17.559,1
0.522,3.58431,17.3225,1
0.523,3.5837,17.0917,1
0.524,3.58309,16.8664,1
0.525,3.58247,16.6463,1
0.526,3.58186,16.4314,1
0.527,3.58124,16.2214,1
0.528,3.58062,16.0162,1
0.529,3.58,15.8157,1
0.53,3.57937,15.6196,1
0.531,3.57875,15.428,1
0.532,3.57812,15.2405,1
0.533,3.57748,15.0572,1
0.534,3.57685,14.8779,1
0.535,3.57621,14.7024,1
0.536,3.57557,14.5307,1
0.537,3.57493,14.3627,1
0.538,3.57428,14.1981,1
0.539,3.57364,14.037,1
0.54,3.57299,13.8793,1
0.541,3.57233,13.7248,1
0.542,3.57168,13.5734,1
0.543,3.57102,13.4251,1
0.544,3.57036,13.2798,1
0.545,3.5697,13.1374,1
0.546,3.56903,12.9978,1
0.547,3.56837,12.8609,1
0.548,3.5677,12.7267,1
0.549,3.56702,12.5951,1
0.55,3.56635,12.4661,1
0.551,3.56567,12.3395,1
0.552,3.56499,12.2152,1
0.553,3.56431,12.0934,1
0.554,3.56362,11.9738,1
0.555,3.56294,11.8564,1
0.556,3.56225,11.7411,1
0.557,3.56155,11.628,1
0.558,3.56086,11.5169,1
0.559,3.56016,11.4078,1
0.56,3.55946,11.3007,1
0.561,3.55876,11.1955,1
0.562,3.55805,11.0921,1
0.563,3.55734,10.9905,1
0.564,3.55663,10.8907,1
0.565,3.55592,10.7926,1
0.566,3.5552,10.6962,1
0.567,3.55449,10.6015,1
0.568,3.55377,10.5083,1
0.569,3.55304,10.4167,1
0.57,3.55232,10.3267,1
0.571,3.55159,10.2381,1
0.572,3.55086,10.151,1
0.573,3.55012,10.0653,1
0.574,3.54939,9.98105,1
0.575,3.54865,9.89813,1
0.576,3.54791,9.81653,1
0.577,3.54717,9.73624,1
0.578,3.54642,9.65722,1
0.579,3.54567,9.57945,1
0.58,3.54492,9.50289,1
0.581,3.54417,9.42752,1
0.582,3.54341,9.35332,1
0.583,3.54265,9.28025,1
0.584,3.54189,9.20831,1
0.585,3.54113,9.13745,1
0.586,3.54036,9.06766,1
0.587,3.53959,8.99892,1
0.588,3.53882,8.9312,1
0.589,3.53805,8.86448,1
0.59,3.53727,8.79875,1
0.591,3.53649,8.73397,1
0.592,3.53571,8.67014,1
0.593,3.53492,8.60723,1
0.594,3.53414,8.54523,1
0.595,3.53335,8.48411,1
0.596,3.53255,8.42386,1
0.597,3.53176,8.36445,1
0.598,3.53096,8.30589,1
0.599,3.53016,8.24814,1
0.6,3.52936,8.19119,1
0.601,3.52855,8.13502,1
0.602,3.52775,8.07963,1
0.603,3.52694,8.02499,1
0.604,3.52612,7.9711,1
0.605,3.52531,7.91793,1
0.606,3.52449,7.86547,1
0.607,3.52367,7.81371,1
0.608,3.52285,7.76264,1
0.609,3.52202,7.71224,1
0.61,3.52119,7.66251,1
0.611,3.52036,7.61342,1
0.612,3.51953,7.56497,1
0.613,3.51869,7.51714,1
0.614,3.51785,7.46993,1
0.615,3.51701,7.42332,1
0.616,3.51617,7.3773,1
0.617,3.51532,7.33186,1
0.618,3.51447,7.28699,1
0.619,3.51362,7.24269,1
0.62,3.51276,7.19893,1
0.621,3.51191,7.15572,1
0.622,3.51105,7.11303,1
0.623,3.51018,7.07087,1
0.624,3.50932,7.02923,1
0.625,3.50845,6.98808,1
0.626,3.50758,6.94743,1
0.627,3.50671,6.90727,1
0.628,3.50583,6.86759,1
0.629,3.50495,6.82838,1
0.63,3.50407,6.78963,1
0.631,3.50319,6.75133,1
0.632,3.5023,6.71348,1
0.633,3.50142,6.67608,1
0.634,3.50052,6.6391,1
0.635,3.49963,6.60255,1
0.636,3.49873,6.56642,1
0.637,3.49783,6.5307,1
0.638,3.49693,6.49539,1
0.639,3.49603,6.46047,1
0.64,3.49512,6.42595,1
0.641,3.49421,6.39181,1
0.642,3.4933,6.35805,1
0.643,3.49238,6.32467,1
0.644,3.49147,6.29165,1
0.645,3.49054,6.259,1
0.646,3.48962,6.2267,1
0.647,3.4887,6.19475,1
0.648,3.48777,6.16314,1
0.649,3.48684,6.13188,1
0.65,3.4859,6.10095,1
0.651,3.48497,6.07035,1
0.652,3.48403,6.04008,1
0.653,3.48308,6.01012,1
0.654,3.48214,5.98048,1
0.655,3.48119,5.95115,1
0.656,3.48024,5.92212,1
0.657,3.47929,5.8934,1
0.658,3.47834,5.86497,1
0.659,3.47738,5.83683,1
0.66,3.47642,5.80898,1
0.661,3.47545,5.78141,1
0.662,3.47449,5.75413,1
0.663,3.47352,5.72712,1
0.664,3.47255,5.70037,1
0.665,3.47157,5.6739,1
0.666,3.4706,5.64769,1
0.667,3.46962,5.62174,1
0.668,3.46864,5.59605,1
0.669,3.46765,5.5706,1
0.67,3.46666,5.54541,1
0.671,3.46567,5.52046,1
0.672,3.46468,5.49576,1
0.673,3.46369,5.47129,1
0.674,3.46269,5.44705,1
0.675,3.46169,5.42305,1
0.676,3.46068,5.39928,1
0.677,3.45968,5.37573,1
0.678,3.45867,5.35241,1
0.679,3.45765,5.3293,1
0.68,3.45664,5.30641,1
0.681,3.45562,5.28374,1
0.682,3.4546,5.26127,1
0.683,3.45358,5.23901,1
0.684,3.45255,5.21696,1
0.685,3.45153,5.19511,1
0.686,3.4505,5.17346,1
0.687,3.44946,5.15201,1
0.688,3.44843,5.13075,1
0.689,3.44739,5.10968,1
0.69,3.44634,5.0888,1
0.691,3.4453,5.06811,1
0.692,3.44425,5.0476,1
0.693,3.4432,5.02728,1
0.694,3.44215,5.00713,1
0.695,3.44109,4.98717,1
0.696,3.44004,4.96737,1
0.697,3.43898,4.94775,1
0.698,3.43791,4.9283,1
0.699,3.43685,4.90902,1
0.7,3.43578,4.88991,1
0.701,3.4347,4.87096,1
0.702,3.43363,4.85217,1
0.703,3.43255,4.83354,1
0.704,3.43147,4.81508,1
0.705,3.43039,4.79676,1
0.706,3.4293,4.7786,1
0.707,3.42821,4.7606,1
0.708,3.42712,4.74274,1
0.709,3.42603,4.72504,1
0.71,3.42493,4.70748,1
0.711,3.42383,4.69006,1
0.712,3.42273,4.67279,1
0.713,3.42162,4.65566,1
0.714,3.42052,4.63868,1
0.715,3.41941,4.62183,1
0.716,3.41829,4.60511,1
0.717,3.41718,4.58853,1
0.718,3.41606,4.57209,1
0.719,3.41494,4.55578,1
0.72,3.41381,4.53959,1
0.721,3.41268,4.52354,1
0.722,3.41155,4.50762,1
0.723,3.41042,4.49182,1
0.724,3.40928,4.47614,1
0.725,3.40815,4.46059,1
0.726,3.407,4.44516,1
0.727,3.40586,4.42985,1
0.728,3.40471,4.41466,1
0.729,3.40356,4.39958,1
0.73,3.40241,4.38462,1
0.731,3.40125,4.36978,1
0.732,3.4001,4.35505,1
0.733,3.39894,4.34044,1
0.734,3.39777,4.32593,1
0.735,3.3966,4.31153,1
0.736,3.39544,4.29725,1
0.737,3.39426,4.28307,1
0.738,3.39309,4.269,1
0.739,3.39191,4.25503,1
0.74,3.39073,4.24116,1
0.741,3.38955,4.2274,1
0.742,3.38836,4.21374,1
0.743,3.38717,4.20018,1
0.744,3.38598,4.18673,1
0.745,3.38478,4.17337,1
0.746,3.38358,4.1601,1
0.747,3.38238,4.14694,1
0.748,3.38118,4.13386,1
0.749,3.37997,4.12089,1
0.75,3.37877,4.108,1
0.751,3.37755,4.09521,1
0.752,3.37634,4.08251,1
0.753,3.37512,4.0699,1
0.754,3.3739,4.05738,1
0.755,3.37268,4.04495,1
0.756,3.37145,4.03261,1
0.757,3.37022,4.02035,1
0.758,3.36899,4.00818,1
0.759,3.36775,3.99609,1
0.76,3.36652,3.98409,1
0.761,3.36528,3.97217,1
0.762,3.36403,3.96034,1
0.763,3.36279,3.94858,1
0.764,3.36154,3.93691,1
0.765,3.36029,3.92532,1
0.766,3.35903,3.9138,1
0.767,3.35777,3.90236,1
0.768,3.35651,3.89101,1
0.769,3.35525,3.87972,1
0.77,3.35398,3.86852,1
0.771,3.35271,3.85739,1
0.772,3.35144,3.84633,1
0.773,3.35017,3.83535,1
0.774,3.34889,3.82444,1
0.775,3.34761,3.8136,1
0.776,3.34632,3.80284,1
0.777,3.34504,3.79214,1
0.778,3.34375,3.78152,1
0.779,3.34245,3.77096,1
0.78,3.34116,3.76048,1
0.781,3.33986,3.75006,1
0.782,3.33856,3.73971,1
0.783,3.33726,3.72943,1
0.784,3.33595,3.71921,1
0.785,3.33464,3.70906,1
0.786,3.33333,3.69898,1
0.787,3.33201,3.68896,1
0.788,3.33069,3.679,1
0.789,3.32937,3.66911,1
0.79,3.32804,3.65927,1
0.791,3.32672,3.64951,1
0.792,3.32539,3.6398,1
0.793,3.32405,3.63015,1
0.794,3.32272,3.62057,1
0.795,3.32138,3.61104,1
0.796,3.32004,3.60157,1
0.797,3.31869,3.59216,1
0.798,3.31734,3.58281,1
0.799,3.31599,3.57352,1
0.8,3.31464,3.56429,1
0.801,3.31328,3.55511,1
0.802,3.31192,3.54599,1
0.803,3.31056,3.53692,1
0.804,3.30919,3.52791,1
0.805,3.30782,3.51895,1
0.806,3.30645,3.51005,1
0.807,3.30508,3.5012,1
0.808,3.3037,3.4924,1
0.809,3.30232,3.48366,1
0.81,3.30094,3.47497,1
0.811,3.29955,3.46633,1
0.812,3.29816,3.45774,1
0.813,3.29677,3.4492,1
0.814,3.29537,3.44072,1
0.815,3.29398,3.43228,1
0.816,3.29257,3.42389,1
0.817,3.29117,3.41556,1
0.818,3.28976,3.40727,1
0.819,3.28835,3.39903,1
0.82,3.28694,3.39083,1
0.821,3.28552,3.38269,1
0.822,3.2841,3.37459,1
0.823,3.28268,3.36654,1
0.824,3.28126,3.35853,1
0.825,3.27983,3.35057,1
0.826,3.2784,3.34266,1
0.827,3.27696,3.33479,1
0.828,3.27553,3.32696,1
0.829,3.27409,3.31918,1
0.83,3.27264,3.31145,1
0.831,3.2712,3.30376,1
0.832,3.26975,3.29611,1
0.833,3.2683,3.2885,1
0.834,3.26684,3.28094,1
0.835,3.26538,3.27342,1
0.836,3.26392,3.26594,1
0.837,3.26246,3.2585,1
0.838,3.26099,3.2511,1
0.839,3.25952,3.24375,1
0.84,3.25805,3.23643,1
0.841,3.25657,3.22915,1
0.842,3.25509,3.22192,1
0.843,3.25361,3.21472,1
0.844,3.25212,3.20757,1
0.845,3.25063,3.20045,1
0.846,3.24914,3.19337,1
0.847,3.24765,3.18633,1
0.848,3.24615,3.17932,1
0.849,3.24465,3.17236,1
0.85,3.24315,3.16543,1
0.851,3.24164,3.15854,1
0.852,3.24013,3.15169,1
0.853,3.23862,3.14487,1
0.854,3.2371,3.13809,1
0.855,3.23558,3.13134,1
0.856,3.23406,3.12463,1
0.857,3.23253,3.11796,1
0.858,3.23101,3.11132,1
0.859,3.22947,3.10471,1
0.86,3.22794,3.09814,1
0.861,3.2264,3.0916,1
0.862,3.22486,3.0851,1
0.863,3.22332,3.07863,1
0.864,3.22177,3.0722,1
0.865,3.22022,3.0658,1
0.866,3.21867,3.05943,1
0.867,3.21711,3.05309,1
0.868,3.21555,3.04679,1
0.869,3.21399,3.04052,1
0.87,3.21243,3.03428,1
0.871,3.21086,3.02807,1
0.872,3.20929,3.0219,1
0.873,3.20771,3.01575,1
0.874,3.20613,3.00964,1
0.875,3.20455,3.00356,1
0.876,3.20297,2.9975,1
0.877,3.20138,2.99148,1
0.878,3.19979,2.98549,1
0.879,3.1982,2.97953,1
0.88,3.1966,2.9736,1
0.881,3.195,2.96769,1
0.882,3.1934,2.96182,1
0.883,3.1918,2.95598,1
0.884,3.19019,2.95016,1
