a(radian),a(degree),Eruling, Ebend, Eparalell,
2.995,171.601,83.8446,52.662,3.72855,1
2.996,171.658,83.8559,54.5061,3.72877,1
2.997,171.715,83.8671,56.466,3.72899,1
2.998,171.773,83.8783,58.5519,3.72921,1
2.999,171.83,83.8894,60.7754,3.72943,1
3,171.887,83.9004,63.1494,3.72964,1
3.001,171.945,83.9114,65.6881,3.72986,1
3.002,172.002,83.9223,68.4079,3.73007,1
3.003,172.059,83.9318,71.3271,3.73028,1
3.004,172.117,83.939,74.4662,3.73049,1
3.005,172.174,83.9461,77.8487,3.7307,1
3.006,172.231,83.9532,81.5013,3.7309,1
3.007,172.288,83.9602,85.4544,3.7311,1
3.008,172.346,83.9672,89.7429,3.73131,1
3.009,172.403,83.9741,94.4069,3.73151,1
3.01,172.46,83.981,99.4929,3.73171,1
3.011,172.518,83.9878,105.055,3.7319,1
3.012,172.575,83.9946,111.155,3.7321,1
3.013,172.632,84.0013,117.867,3.73229,1
3.014,172.689,84.008,125.278,3.73248,1
3.015,172.747,84.0146,133.49,3.73268,1
3.016,172.804,84.0212,142.626,3.73286,1
3.017,172.861,84.0277,152.831,3.73305,1
3.018,172.919,84.0342,164.283,3.73324,1
3.019,172.976,84.0407,177.196,3.73342,1
3.02,173.033,84.0471,191.835,3.7336,1
3.021,173.091,84.0534,208.527,3.73379,1
3.022,173.148,84.0597,227.679,3.73397,1
3.023,173.205,84.0659,249.806,3.73414,1
3.024,173.262,84.0721,275.566,3.73432,1
3.025,173.32,84.0783,305.811,3.73449,1
3.026,173.377,84.0844,341.657,3.73467,1
3.027,173.434,84.0904,384.595,3.73484,1
3.028,173.492,84.0964,436.649,3.73501,1
3.029,173.549,84.1024,500.624,3.73518,1
3.03,173.606,84.1083,580.503,3.73535,1
3.031,173.664,84.1141,682.093,3.73551,1
3.032,173.721,84.1199,814.149,3.73567,1
3.033,173.778,84.1257,990.375,3.73584,1
3.034,173.835,84.1314,1233.26,3.736,1
3.035,173.893,84.1371,1581.93,3.73616,1
3.036,173.95,84.1427,2109.76,3.73632,1
3.037,174.007,84.1482,2968.87,3.73647,1
3.038,174.065,84.1537,4522.59,3.73663,1
3.039,174.122,84.1592,7849.24,3.73678,1
3.04,174.179,84.1646,17639.9,3.73693,1
3.041,174.236,84.17,85381.6,3.73708,1
3.042,174.294,84.1753,668714,3.73723,1
3.043,174.351,84.1806,99722.4,3.73738,1
3.044,174.408,84.1858,1.21E+06,3.73752,1
3.045,174.466,84.191,36625.6,3.73767,1
3.046,174.523,84.1961,12079.3,3.73781,1
3.047,174.58,84.2012,6161.86,3.73795,1
3.048,174.638,84.2062,3786.19,3.73809,1
3.049,174.695,84.2112,2581.35,3.73823,1
3.05,174.752,84.2161,1881.76,3.73837,1
3.051,174.809,84.221,1437.84,3.7385,1
3.052,174.867,84.2258,1137.85,3.73863,1
3.053,174.924,84.2306,925.367,3.73877,1
3.054,174.981,84.2353,769.256,3.7389,1
3.055,175.039,84.24,651.158,3.73903,1
3.056,175.096,84.2446,559.654,3.73915,1
3.057,175.153,84.2492,487.331,3.73928,1
3.058,175.21,84.2537,429.199,3.73941,1
3.059,175.268,84.2582,381.797,3.73953,1
3.06,175.325,84.2626,342.666,3.73965,1
3.061,175.382,84.267,310.014,3.73977,1
3.062,175.44,84.2713,282.512,3.73989,1
3.063,175.497,84.2756,259.16,3.74001,1
3.064,175.554,84.2799,239.188,3.74012,1
3.065,175.612,84.284,222.002,3.74024,1
3.066,175.669,84.2882,207.131,3.74035,1
3.067,175.726,84.2923,194.204,3.74046,1
3.068,175.783,84.2963,182.922,3.74057,1
3.069,175.841,84.3003,173.043,3.74068,1
3.07,175.898,84.3042,164.369,3.74079,1
3.071,175.955,84.3081,156.737,3.7409,1
3.072,176.013,84.312,150.013,3.741,1
3.073,176.07,84.3158,144.085,3.7411,1
3.074,176.127,84.3195,138.86,3.74121,1
3.075,176.185,84.3232,134.257,3.74131,1
3.076,176.242,84.3269,130.212,3.74141,1
3.077,176.299,84.3304,126.666,3.7415,1
3.078,176.356,84.334,123.574,3.7416,1
3.079,176.414,84.3375,120.892,3.74169,1
3.08,176.471,84.3409,118.588,3.74179,1
3.081,176.528,84.3443,116.632,3.74188,1
3.082,176.586,84.3477,114.998,3.74197,1
3.083,176.643,84.351,113.666,3.74206,1
3.084,176.7,84.3542,112.617,3.74214,1
3.085,176.757,84.3574,111.839,3.74223,1
3.086,176.815,84.3606,111.317,3.74232,1
3.087,176.872,84.3637,111.043,3.7424,1
3.088,176.929,84.3667,111.01,3.74248,1
3.089,176.987,84.3697,111.212,3.74256,1
3.09,177.044,84.3727,111.647,3.74264,1
3.091,177.101,84.3756,112.312,3.74272,1
3.092,177.159,84.3784,113.208,3.74279,1
3.093,177.216,84.3813,114.337,3.74287,1
3.094,177.273,84.384,115.705,3.74294,1
3.095,177.33,84.3867,117.315,3.74301,1
3.096,177.388,84.3894,119.177,3.74308,1
3.097,177.445,84.392,121.301,3.74315,1
3.098,177.502,84.3945,123.698,3.74322,1
3.099,177.56,84.397,126.384,3.74329,1
3.1,177.617,84.3995,129.375,3.74335,1
3.101,177.674,84.4019,132.693,3.74342,1
3.102,177.732,84.4043,136.36,3.74348,1
3.103,177.789,84.4066,140.403,3.74354,1
3.104,177.846,84.4088,144.855,3.7436,1
3.105,177.903,84.411,149.752,3.74366,1
3.106,177.961,84.4132,155.136,3.74371,1
3.107,178.018,84.4153,161.056,3.74377,1
3.108,178.075,84.4174,167.569,3.74382,1
3.109,178.133,84.4194,174.74,3.74388,1
3.11,178.19,84.4214,182.645,3.74393,1
3.111,178.247,84.4233,191.376,3.74398,1
3.112,178.304,84.4251,201.037,3.74403,1
3.113,178.362,84.4269,211.752,3.74407,1
3.114,178.419,84.4287,223.67,3.74412,1
3.115,178.476,84.4304,236.964,3.74416,1
3.116,178.534,84.4321,251.848,3.74421,1
3.117,178.591,84.4337,268.576,3.74425,1
3.118,178.648,84.4353,287.458,3.74429,1
3.119,178.706,84.4368,308.875,3.74433,1
3.12,178.763,84.4382,333.3,3.74437,1
3.121,178.82,84.4397,361.32,3.7444,1
3.122,178.877,84.441,393.681,3.74444,1
3.123,178.935,84.4424,431.335,3.74447,1
3.124,178.992,84.4436,475.513,3.7445,1
3.125,179.049,84.4448,527.833,3.74453,1
3.126,179.107,84.446,590.455,3.74456,1
3.127,179.164,84.4471,666.313,3.74459,1
3.128,179.221,84.4482,759.478,3.74462,1
3.129,179.278,84.4492,875.727,3.74464,1
3.13,179.336,84.4502,1023.49,3.74467,1
3.131,179.393,84.4511,1215.45,3.74469,1
3.132,179.45,84.452,1471.42,3.74471,1
3.133,179.508,84.4528,1823.78,3.74473,1
3.134,179.565,84.4536,2328.37,3.74475,1
3.135,179.622,84.4543,3088.44,3.74476,1
3.136,179.68,84.455,4312.72,3.74478,1
3.137,179.737,84.4556,6477.68,3.74479,1
3.138,179.794,84.4562,10879.9,3.74481,1
3.139,179.851,84.4567,22199.6,3.74482,1
3.14,179.909,84.4572,70045,3.74483,1
3.141,179.966,84.4576,3.06E+06,3.74484,1
3.142,180.023,84.458,437877,3.74485,1
3.143,180.081,84.4583,47649.5,3.74485,1
3.144,180.138,84.4586,17845.8,3.74486,1
3.145,180.195,84.4588,9387.02,3.74486,1
3.146,180.253,84.459,5842.89,3.74486,1
3.147,180.31,84.4591,4033.39,3.74486,1
3.148,180.367,84.4592,2992.53,3.74486,1
3.149,180.424,84.4592,2345.69,3.74486,1
3.15,180.482,84.4592,1923.11,3.74486,1
3.151,180.539,84.4591,1639.18,3.74485,1
3.152,180.596,84.459,1447.49,3.74485,1
3.153,180.654,84.4588,1321.8,3.74484,1
3.154,180.711,84.4586,1247.33,3.74483,1
3.155,180.768,84.4584,1216.59,3.74482,1
3.156,180.825,84.458,1227.56,3.74481,1
3.157,180.883,84.4577,1283.4,3.74479,1
3.158,180.94,84.4573,1393.54,3.74478,1
3.159,180.997,84.4568,1576.83,3.74476,1
3.16,181.055,84.4563,1868.59,3.74475,1
3.161,181.112,84.4557,2336.67,3.74473,1
3.162,181.169,84.4551,3121.03,3.74471,1
3.163,181.227,84.4544,4545.44,3.74469,1
3.164,181.284,84.4537,7501.33,3.74467,1
3.165,181.341,84.453,15243.3,3.74464,1
3.166,181.398,84.4522,48348.8,3.74462,1
3.167,181.456,84.4513,1.13E+06,3.74459,1
3.168,181.513,84.4504,139452,3.74456,1
3.169,181.57,84.4494,25455.5,3.74453,1
3.17,181.628,84.4484,10426.8,3.7445,1
3.171,181.685,84.4474,5720.55,3.74447,1
3.172,181.742,84.4462,3663.38,3.74444,1
3.173,181.8,84.4451,2585.98,3.7444,1
3.174,181.857,84.4439,1954.23,3.74437,1
3.175,181.914,84.4426,1554.65,3.74433,1
3.176,181.971,84.4413,1288.46,3.74429,1
3.177,182.029,84.44,1104.97,3.74425,1
3.178,182.086,84.4386,976.136,3.74421,1
3.179,182.143,84.4371,885.576,3.74417,1
3.18,182.201,84.4356,823.405,3.74412,1
3.181,182.258,84.4341,783.615,3.74408,1
3.182,182.315,84.4325,762.71,3.74403,1
3.183,182.372,84.4308,758.991,3.74398,1
3.184,182.43,84.4291,772.221,3.74393,1
3.185,182.487,84.4274,803.584,3.74388,1
3.186,182.544,84.4256,855.885,3.74383,1
3.187,182.602,84.4237,934.079,3.74377,1
3.188,182.659,84.4218,1046.31,3.74372,1
3.189,182.716,84.4199,1205.82,3.74366,1
3.19,182.774,84.4179,1434.71,3.7436,1
3.191,182.831,84.4158,1771.33,3.74354,1
3.192,182.888,84.4137,2286.71,3.74348,1
3.193,182.945,84.4116,3123.78,3.74342,1
3.194,183.003,84.4094,4605.88,3.74335,1
3.195,183.06,84.4072,7598.14,3.74329,1
3.196,183.117,84.4049,15116.3,3.74322,1
3.197,183.175,84.4025,44417,3.74315,1
3.198,183.232,84.4001,565853,3.74309,1
3.199,183.289,84.3977,228278,3.74301,1
3.2,183.346,84.3952,32997.3,3.74294,1
3.201,183.404,84.3927,12647,3.74287,1
3.202,183.461,84.3901,6672.7,3.74279,1
3.203,183.518,84.3875,4138.83,3.74272,1
3.204,183.576,84.3848,2832.5,3.74264,1
3.205,183.633,84.382,2071.56,3.74256,1
3.206,183.69,84.3793,1589.5,3.74248,1
3.207,183.748,84.3764,1264.82,3.7424,1
3.208,183.805,84.3735,1035.68,3.74231,1
3.209,183.862,84.3706,867.926,3.74223,1
3.21,183.919,84.3676,741.428,3.74214,1
3.211,183.977,84.3646,643.707,3.74206,1
3.212,184.034,84.3615,566.689,3.74197,1
3.213,184.091,84.3584,504.965,3.74188,1
3.214,184.149,84.3552,454.801,3.74178,1
3.215,184.206,84.352,413.55,3.74169,1
3.216,184.263,84.3487,379.3,3.7416,1
3.217,184.321,84.3454,350.639,3.7415,1
3.218,184.378,84.3421,326.506,3.7414,1
3.219,184.435,84.3386,306.097,3.7413,1
3.22,184.492,84.3352,288.793,3.7412,1
3.221,184.55,84.3317,274.112,3.7411,1
3.222,184.607,84.3281,261.677,3.741,1
3.223,184.664,84.3245,251.193,3.74089,1
3.224,184.722,84.3208,242.426,3.74078,1
3.225,184.779,84.3171,235.196,3.74068,1
3.226,184.836,84.3133,229.361,3.74057,1
3.227,184.893,84.3095,224.814,3.74046,1
3.228,184.951,84.3057,221.478,3.74034,1
3.229,185.008,84.3018,219.301,3.74023,1
3.23,185.065,84.2978,218.256,3.74012,1
3.231,185.123,84.2938,218.336,3.74,1
3.232,185.18,84.2898,219.56,3.73988,1
3.233,185.237,84.2857,221.966,3.73976,1
3.234,185.295,84.2815,225.62,3.73964,1
3.235,185.352,84.2773,230.614,3.73952,1
3.236,185.409,84.2731,237.073,3.73939,1
3.237,185.466,84.2688,245.159,3.73927,1
3.238,185.524,84.2644,255.081,3.73914,1
3.239,185.581,84.26,267.105,3.73901,1
3.24,185.638,84.2556,281.571,3.73888,1
3.241,185.696,84.2511,298.91,3.73875,1
3.242,185.753,84.2466,319.678,3.73862,1
3.243,185.81,84.242,344.591,3.73849,1
3.244,185.868,84.2373,374.585,3.73835,1
3.245,185.925,84.2327,410.9,3.73821,1
3.246,185.982,84.2279,455.198,3.73807,1
3.247,186.039,84.2232,509.75,3.73793,1
3.248,186.097,84.2183,577.717,3.73779,1
3.249,186.154,84.2135,663.606,3.73765,1
3.25,186.211,84.2085,774.012,3.7375,1
3.251,186.269,84.2036,918.894,3.73736,1
3.252,186.326,84.1985,1113.86,3.73721,1
3.253,186.383,84.1935,1384.5,3.73706,1
3.254,186.44,84.1883,1775.14,3.73691,1
3.255,186.498,84.1832,2368.05,3.73676,1
3.256,186.555,84.178,3330.32,3.7366,1
3.257,186.612,84.1727,5045.32,3.73645,1
3.258,186.67,84.1674,8561.7,3.73629,1
3.259,186.727,84.162,17674.6,3.73613,1
3.26,186.784,84.1566,55933.4,3.73597,1
3.261,186.842,84.1512,1.15E+06,3.73581,1
3.262,186.899,84.1457,179566,3.73564,1
3.263,186.956,84.1401,31391.6,3.73548,1
3.264,187.013,84.1345,12580.6,3.73531,1
3.265,187.071,84.1289,6751.49,3.73514,1
3.266,187.128,84.1232,4214.09,3.73498,1
3.267,187.185,84.1174,2885.83,3.7348,1
3.268,187.243,84.1116,2104.38,3.73463,1
3.269,187.3,84.1058,1605.92,3.73446,1
3.27,187.357,84.0999,1268.49,3.73428,1
3.271,187.414,84.094,1029.42,3.7341,1
3.272,187.472,84.088,853.824,3.73392,1
3.273,187.529,84.082,721.008,3.73374,1
3.274,187.586,84.0759,618.086,3.73356,1
3.275,187.644,84.0698,536.682,3.73338,1
3.276,187.701,84.0636,471.165,3.73319,1
3.277,187.758,84.0574,417.634,3.733,1
3.278,187.816,84.0511,373.316,3.73282,1
3.279,187.873,84.0448,336.199,3.73263,1
3.28,187.93,84.0384,304.791,3.73243,1
3.281,187.987,84.032,277.97,3.73224,1
3.282,188.045,84.0255,254.875,3.73204,1
3.283,188.102,84.019,234.841,3.73185,1
3.284,188.159,84.0125,217.344,3.73165,1
3.285,188.217,84.0059,201.967,3.73145,1
3.286,188.274,83.9992,188.379,3.73125,1
3.287,188.331,83.9925,176.308,3.73104,1
3.288,188.389,83.9858,165.535,3.73084,1
3.289,188.446,83.979,155.876,3.73063,1
3.29,188.503,83.9721,147.181,3.73042,1
3.291,188.56,83.9653,139.326,3.73021,1
3.292,188.618,83.9583,132.202,3.73,1
3.293,188.675,83.9513,125.722,3.72979,1
3.294,188.732,83.9443,119.809,3.72957,1
3.295,188.79,83.9372,114.398,3.72936,1
3.296,188.847,83.9301,109.433,3.72914,1
3.297,188.904,83.9229,104.866,3.72892,1
3.298,188.961,83.9157,100.655,3.72869,1
3.299,189.019,83.9084,96.7644,3.72847,1
3.3,189.076,83.9011,93.1617,3.72825,1
3.301,189.133,83.8938,89.8192,3.72802,1
3.302,189.191,83.8864,86.7127,3.72779,1
3.303,189.248,83.8789,83.8205,3.72756,1
3.304,189.305,83.8714,81.1236,3.72733,1
3.305,189.363,83.8639,78.6048,3.72709,1
3.306,189.42,83.8563,76.2492,3.72686,1
3.307,189.477,83.8486,74.0433,3.72662,1
3.308,189.534,83.8409,71.9751,3.72638,1
3.309,189.592,83.8332,70.0336,3.72614,1
3.31,189.649,83.8254,68.2092,3.7259,1
3.311,189.706,83.8176,66.4931,3.72565,1
3.312,189.764,83.8097,64.8775,3.72541,1
3.313,189.821,83.8018,63.355,3.72516,1
3.314,189.878,83.7938,61.9194,3.72491,1
3.315,189.936,83.7858,60.5646,3.72466,1
3.316,189.993,83.7777,59.2853,3.7244,1
3.317,190.05,83.7696,58.0766,3.72415,1
3.318,190.107,83.7614,56.9341,3.72389,1
3.319,190.165,83.7532,55.8538,3.72363,1
3.32,190.222,83.745,54.8318,3.72337,1
3.321,190.279,83.7367,53.8647,3.72311,1
3.322,190.337,83.7283,52.9495,3.72284,1
3.323,190.394,83.7199,52.0833,3.72258,1
3.324,190.451,83.7115,51.2635,3.72231,1
3.325,190.508,83.703,50.4875,3.72204,1
3.326,190.566,83.6945,49.7532,3.72177,1
3.327,190.623,83.6859,49.0586,3.72149,1
3.328,190.68,83.6773,48.4016,3.72122,1
3.329,190.738,83.6686,47.7807,3.72094,1
3.33,190.795,83.6599,47.1941,3.72066,1
3.331,190.852,83.6511,46.6404,3.72038,1
3.332,190.91,83.6413,46.1182,3.7201,1
3.333,190.967,83.6288,45.6262,3.71981,1
3.334,191.024,83.6163,45.1633,3.71953,1
3.335,191.081,83.6037,44.7285,3.71924,1
3.336,191.139,83.591,44.3207,3.71895,1
3.337,191.196,83.5783,43.939,3.71865,1
3.338,191.253,83.5655,43.5825,3.71836,1
3.339,191.311,83.5526,43.2506,3.71806,1
3.34,191.368,83.5397,42.9425,3.71777,1
3.341,191.425,83.5267,42.6577,3.71747,1
3.342,191.482,83.5136,42.3954,3.71716,1
3.343,191.54,83.5005,42.1552,3.71686,1
3.344,191.597,83.4873,41.9367,3.71655,1
3.345,191.654,83.474,41.7394,3.71625,1
3.346,191.712,83.4607,41.5629,3.71594,1
3.347,191.769,83.4473,41.4069,3.71562,1
3.348,191.826,83.4338,41.2712,3.71531,1
3.349,191.884,83.4202,41.1555,3.71499,1
3.35,191.941,83.4066,41.0596,3.71468,1
3.351,191.998,83.393,40.9834,3.71436,1
3.352,192.055,83.3792,40.9268,3.71403,1
3.353,192.113,83.3654,40.8896,3.71371,1
3.354,192.17,83.3515,40.8719,3.71338,1
3.355,192.227,83.3376,40.8737,3.71306,1
3.356,192.285,83.3235,40.895,3.71272,1
3.357,192.342,83.3095,40.936,3.71239,1
3.358,192.399,83.2953,40.9967,3.71206,1
3.359,192.457,83.2811,41.0773,3.71172,1
3.36,192.514,83.2668,41.178,3.71138,1
3.361,192.571,83.2525,41.2991,3.71104,1
3.362,192.628,83.238,41.4409,3.7107,1
3.363,192.686,83.2235,41.6037,3.71036,1
3.364,192.743,83.209,41.7879,3.71001,1
3.365,192.8,83.1944,41.994,3.70966,1
3.366,192.858,83.1797,42.2223,3.70931,1
3.367,192.915,83.1649,42.4736,3.70896,1
3.368,192.972,83.1501,42.7483,3.7086,1
3.369,193.029,83.1352,43.0471,3.70824,1
3.37,193.087,83.1203,43.3707,3.70788,1
3.371,193.144,83.1052,43.72,3.70752,1
3.372,193.201,83.0901,44.0956,3.70716,1
3.373,193.259,83.075,44.4986,3.70679,1
3.374,193.316,83.0598,44.9299,3.70642,1
3.375,193.373,83.0445,45.3907,3.70605,1
3.376,193.431,83.0291,45.882,3.70568,1
3.377,193.488,83.0137,46.4051,3.70531,1
3.378,193.545,82.9982,46.9615,3.70493,1
3.379,193.602,82.9826,47.5524,3.70455,1
3.38,193.66,82.967,48.1796,3.70417,1
3.381,193.717,82.9513,48.8448,3.70378,1
3.382,193.774,82.9356,49.5497,3.7034,1
3.383,193.832,82.9197,50.2964,3.70301,1
3.384,193.889,82.9038,51.0871,3.70262,1
3.385,193.946,82.8879,51.924,3.70223,1
3.386,194.004,82.8718,52.8097,3.70183,1
3.387,194.061,82.8558,53.747,3.70143,1
3.388,194.118,82.8396,54.7388,3.70104,1
3.389,194.175,82.8234,55.7883,3.70063,1
3.39,194.233,82.8071,56.8991,3.70023,1
3.391,194.29,82.7907,58.0749,3.69982,1
3.392,194.347,82.7743,59.3198,3.69941,1
3.393,194.405,82.7578,60.6384,3.699,1
3.394,194.462,82.7413,62.0355,3.69859,1
3.395,194.519,82.7246,63.5166,3.69817,1
3.396,194.576,82.7079,65.0875,3.69775,1
3.397,194.634,82.6912,66.7545,3.69733,1
3.398,194.691,82.6744,68.5248,3.69691,1
3.399,194.748,82.6575,70.406,3.69648,1
3.4,194.806,82.6405,72.4067,3.69606,1
3.401,194.863,82.6235,74.5362,3.69563,1
3.402,194.92,82.6064,76.8049,3.69519,1
3.403,194.978,82.5893,79.2242,3.69476,1
3.404,195.035,82.5721,81.8068,3.69432,1
3.405,195.092,82.5548,84.5668,3.69388,1
3.406,195.149,82.5374,87.5198,3.69344,1
3.407,195.207,82.52,90.6833,3.69299,1
3.408,195.264,82.5025,94.0769,3.69255,1
3.409,195.321,82.485,97.7226,3.6921,1
3.41,195.379,82.4674,101.645,3.69164,1
3.411,195.436,82.4497,105.871,3.69119,1
3.412,195.493,82.432,110.434,3.69073,1
3.413,195.55,82.4142,115.368,3.69027,1
3.414,195.608,82.3963,120.714,3.68981,1
3.415,195.665,82.3783,126.517,3.68934,1
3.416,195.722,82.3603,132.832,3.68887,1
3.417,195.78,82.3423,139.719,3.6884,1
3.418,195.837,82.3241,147.248,3.68793,1
3.419,195.894,82.3059,155.501,3.68746,1
3.42,195.952,82.2877,164.572,3.68698,1
3.421,196.009,82.2693,174.573,3.6865,1
3.422,196.066,82.2509,185.633,3.68601,1
3.423,196.123,82.2325,197.909,3.68553,1
3.424,196.181,82.214,211.582,3.68504,1
3.425,196.238,82.1954,226.873,3.68455,1
3.426,196.295,82.1767,244.046,3.68405,1
3.427,196.353,82.158,263.423,3.68356,1
3.428,196.41,82.1392,285.397,3.68306,1
3.429,196.467,82.1204,310.451,3.68256,1
3.43,196.525,82.1014,339.191,3.68205,1
3.431,196.582,82.0825,372.374,3.68154,1
3.432,196.639,82.0634,410.964,3.68103,1
3.433,196.696,82.0443,456.202,3.68052,1
3.434,196.754,82.0251,509.708,3.68,1
3.435,196.811,82.0059,573.624,3.67949,1
3.436,196.868,81.9866,650.834,3.67896,1
3.437,196.926,81.9672,745.296,3.67844,1
3.438,196.983,81.9478,862.557,3.67791,1
3.439,197.04,81.9283,1010.58,3.67738,1
3.44,197.097,81.9087,1201.16,3.67685,1
3.441,197.155,81.8891,1452.28,3.67631,1
3.442,197.212,81.8694,1792.57,3.67578,1
3.443,197.269,81.8496,2269.84,3.67524,1
3.444,197.327,81.8298,2968.72,3.67469,1
3.445,197.384,81.8099,4051,3.67414,1
3.446,197.441,81.79,5858.2,3.67359,1
3.447,197.499,81.77,9217.78,3.67304,1
3.448,197.556,81.7499,16589.4,3.67249,1
3.449,197.613,81.7298,38274.2,3.67193,1
3.45,197.67,81.7095,165317,3.67137,1
3.451,197.728,81.6893,2.75E+07,3.6708,1
3.452,197.785,81.6689,124190,3.67023,1
3.453,197.842,81.6485,33301.4,3.66966,1
3.454,197.9,81.6281,15182.1,3.66909,1
3.455,197.957,81.6076,8662.91,3.66851,1
3.456,198.014,81.587,5600.17,3.66793,1
3.457,198.072,81.5663,3920.66,3.66735,1
3.458,198.129,81.5456,2901.27,3.66676,1
3.459,198.186,81.5248,2236.42,3.66618,1
3.46,198.243,81.504,1778.9,3.66558,1
3.461,198.301,81.4831,1450.69,3.66499,1
3.462,198.358,81.4621,1207.29,3.66439,1
3.463,198.415,81.4411,1021.84,3.66379,1
3.464,198.473,81.42,877.33,3.66318,1
3.465,198.53,81.3988,762.557,3.66258,1
3.466,198.587,81.3776,669.914,3.66197,1
3.467,198.644,81.3563,594.081,3.66135,1
3.468,198.702,81.3349,531.247,3.66074,1
3.469,198.759,81.3135,478.627,3.66011,1
3.47,198.816,81.292,434.142,3.65949,1
3.471,198.874,81.2705,396.222,3.65886,1
3.472,198.931,81.2489,363.657,3.65823,1
3.473,198.988,81.2272,335.506,3.6576,1
3.474,199.046,81.2055,311.028,3.65696,1
3.475,199.103,81.1837,289.633,3.65632,1
3.476,199.16,81.1618,270.845,3.65568,1
3.477,199.217,81.1399,254.279,3.65504,1
3.478,199.275,81.1179,239.619,3.65439,1
3.479,199.332,81.0959,226.605,3.65373,1
3.48,199.389,81.0738,215.022,3.65308,1
3.481,199.447,81.0516,204.69,3.65242,1
3.482,199.504,81.0294,195.458,3.65175,1
3.483,199.561,81.0071,187.198,3.65109,1
3.484,199.618,80.9847,179.802,3.65042,1
3.485,199.676,80.9623,173.178,3.64974,1
3.486,199.733,80.9398,167.248,3.64906,1
3.487,199.79,80.9172,161.945,3.64838,1
3.488,199.848,80.8946,157.209,3.6477,1
3.489,199.905,80.872,152.994,3.64701,1
3.49,199.962,80.8492,149.254,3.64632,1
3.491,200.02,80.8264,145.955,3.64563,1
3.492,200.077,80.8036,143.064,3.64493,1
3.493,200.134,80.7806,140.555,3.64423,1
3.494,200.191,80.7576,138.404,3.64352,1
3.495,200.249,80.7346,136.593,3.64281,1
3.496,200.306,80.7115,135.106,3.6421,1
3.497,200.363,80.6883,133.928,3.64138,1
3.498,200.421,80.6651,133.051,3.64066,1
3.499,200.478,80.6418,132.464,3.63994,1
3.5,200.535,80.6184,132.163,3.63921,1
3.501,200.593,80.595,132.145,3.63848,1
3.502,200.65,80.5715,132.407,3.63775,1
3.503,200.707,80.548,132.95,3.63701,1
3.504,200.764,80.5244,133.777,3.63627,1
3.505,200.822,80.5007,134.894,3.63552,1
3.506,200.879,80.477,136.306,3.63477,1
3.507,200.936,80.4532,138.024,3.63402,1
3.508,200.994,80.4294,140.059,3.63326,1
3.509,201.051,80.4054,142.426,3.6325,1
3.51,201.108,80.3815,145.142,3.63173,1
3.511,201.165,80.3574,148.227,3.63096,1
3.512,201.223,80.3333,151.706,3.63019,1
3.513,201.28,80.3092,155.606,3.62941,1
3.514,201.337,80.285,159.958,3.62863,1
3.515,201.395,80.2607,164.801,3.62785,1
3.516,201.452,80.2363,170.177,3.62706,1
3.517,201.509,80.2119,176.134,3.62627,1
3.518,201.567,80.1875,182.73,3.62547,1
3.519,201.624,80.1629,190.031,3.62467,1
3.52,201.681,80.1384,198.111,3.62387,1
3.521,201.738,80.1137,207.059,3.62306,1
3.522,201.796,80.089,216.977,3.62225,1
3.523,201.853,80.0642,227.984,3.62143,1
3.524,201.91,80.0394,240.22,3.62061,1
3.525,201.968,80.0145,253.849,3.61978,1
3.526,202.025,79.9896,269.066,3.61895,1
3.527,202.082,79.9646,286.101,3.61812,1
3.528,202.14,79.9395,305.23,3.61728,1
3.529,202.197,79.9143,326.785,3.61644,1
3.53,202.254,79.8892,351.168,3.61559,1
3.531,202.311,79.8639,378.869,3.61474,1
3.532,202.369,79.8386,410.49,3.61389,1
3.533,202.426,79.8132,446.778,3.61303,1
3.534,202.483,79.7878,488.669,3.61217,1
3.535,202.541,79.7623,537.345,3.6113,1
3.536,202.598,79.7367,594.322,3.61043,1
3.537,202.655,79.7111,661.562,3.60955,1
3.538,202.712,79.6854,741.649,3.60867,1
3.539,202.77,79.6597,838.03,3.60779,1
3.54,202.827,79.6339,955.398,3.6069,1
3.541,202.884,79.6081,1100.26,3.606,1
3.542,202.942,79.5821,1281.87,3.6051,1
3.543,202.999,79.5562,1513.71,3.6042,1
3.544,203.056,79.5301,1816.07,3.60329,1
3.545,203.114,79.504,2220.63,3.60238,1
3.546,203.171,79.4779,2779.08,3.60146,1
3.547,203.228,79.4517,3580.41,3.60054,1
3.548,203.285,79.4254,4788.64,3.59962,1
3.549,203.343,79.3991,6733.71,3.59869,1
3.55,203.4,79.3727,10162.8,3.59775,1
3.551,203.457,79.3462,17080.2,3.59681,1
3.552,203.515,79.3197,34505.8,3.59587,1
3.553,203.572,79.2931,103014,3.59492,1
3.554,203.629,79.2665,1.39E+06,3.59397,1
3.555,203.686,79.2398,499557,3.59301,1
3.556,203.744,79.2131,73996.4,3.59204,1
3.557,203.801,79.1863,28399.6,3.59108,1
3.558,203.858,79.1594,14917.3,3.5901,1
3.559,203.916,79.1325,9181.18,3.58912,1
3.56,203.973,79.1055,6219.66,3.58814,1
3.561,204.03,79.0785,4493.67,3.58715,1
3.562,204.088,79.0514,3400.35,3.58616,1
3.563,204.145,79.0242,2664.28,3.58516,1
3.564,204.202,78.997,2145.14,3.58416,1
3.565,204.259,78.9697,1765.29,3.58315,1
3.566,204.317,78.9424,1478.98,3.58214,1
3.567,204.374,78.915,1257.81,3.58112,1
3.568,204.431,78.8875,1083.39,3.5801,1
