a, Eruling, Ebend
4.82359 , 266.427, 2529.4
4.82459 , 266.532, 2764.45
4.82559 , 266.638, 3038.77
4.82659 , 266.743, 3361.65
4.82759 , 266.848, 3745.32
4.82859 , 266.952, 4206.14
4.82959 , 267.057, 4766.36
4.83059 , 267.161, 5456.93
4.83159 , 267.264, 6321.88
4.83259 , 267.368, 7425.56
4.83359 , 267.471, 8865.09
4.83459 , 267.574, 10792.5
4.83559 , 267.676, 13456.9
4.83659 , 267.779, 17289.2
4.83759 , 267.881, 23089.1
4.83859 , 267.982, 32479.1
4.83959 , 268.084, 49177.9
4.84059 , 268.185, 83344.7
4.84159 , 268.286, 171676
4.84259 , 268.386, 541004
4.84359 , 268.487, 1.08522e+07
4.84459 , 268.587, 1.7641e+06
4.84559 , 268.686, 305908
4.84659 , 268.786, 122269
4.84759 , 268.885, 65537.7
4.84859 , 268.984, 40898.9
4.84959 , 269.082, 28030
4.85059 , 269.181, 20478.1
4.85159 , 269.279, 15675.6
4.85259 , 269.377, 12436.9
4.85359 , 269.474, 10153.3
4.85459 , 269.572, 8485.93
4.85559 , 269.669, 7234.36
4.85659 , 269.765, 6273.71
4.85759 , 269.862, 5522.96
4.85859 , 269.958, 4927.76
4.85959 , 270.054, 4450.57
4.86059 , 270.15, 4064.79
4.86159 , 270.245, 3751.26
4.86259 , 270.34, 3495.88
4.86359 , 270.435, 3288.17
4.86459 , 270.53, 3120.27
4.86559 , 270.624, 2986.23
4.86659 , 270.719, 2881.58
4.86759 , 270.812, 2802.97
4.86859 , 270.906, 2747.98
4.86959 , 271, 2714.92
4.87059 , 271.093, 2702.74
4.87159 , 271.186, 2710.99
4.87259 , 271.278, 2739.75
4.87359 , 271.371, 2789.66
4.87459 , 271.463, 2861.96
4.87559 , 271.555, 2958.52
4.87659 , 271.646, 3081.99
4.87759 , 271.738, 3235.96
4.87859 , 271.829, 3425.17
4.87959 , 271.92, 3655.85
4.88059 , 272.011, 3936.23
4.88159 , 272.101, 4277.19
4.88259 , 272.191, 4693.25
4.88359 , 272.281, 5204.1
4.88459 , 272.371, 5836.82
4.88559 , 272.461, 6629.44
4.88659 , 272.55, 7636.57
4.88759 , 272.639, 8938.86
4.88859 , 272.728, 10659.4
4.88959 , 272.816, 12993.3
4.89059 , 272.905, 16265.4
4.89159 , 272.993, 21048.3
4.89259 , 273.081, 28430.2
4.89359 , 273.168, 40690.9
4.89459 , 273.256, 63294.8
4.89559 , 273.343, 112220
4.89659 , 273.43, 252438
4.89759 , 273.517, 1.01582e+06
