a(radian),a(degree),Eruling, Ebend, Eparalell, Eruling2
2.824,161.803, 333.111, 8.5248, 35.5456, 333.111
2.825,161.861, 333.186, 8.5685, 35.547, 333.186
2.826,161.918, 333.262, 8.6126, 35.5483, 333.262
2.827,161.975, 333.337, 8.65711, 35.5497, 333.337
2.828,162.032, 333.412, 8.70205, 35.5511, 333.412
2.829,162.09, 333.487, 8.74741, 35.5524, 333.487
2.83,162.147, 333.562, 8.79321, 35.5537, 333.562
2.831,162.204, 333.636, 8.83944, 35.5551, 333.636
2.832,162.262, 333.71, 8.88611, 35.5564, 333.71
2.833,162.319, 333.784, 8.93324, 35.5577, 333.784
2.834,162.376, 333.858, 8.98081, 35.559, 333.858
2.835,162.434, 333.931, 9.02885, 35.5603, 333.931
2.836,162.491, 334.004, 9.07736, 35.5616, 334.004
2.837,162.548, 334.077, 9.12633, 35.5629, 334.077
2.838,162.605, 334.15, 9.17579, 35.5642, 334.15
2.839,162.663, 334.223, 9.22573, 35.5655, 334.223
2.84,162.72, 334.295, 9.27617, 35.5667, 334.295
2.841,162.777, 334.367, 9.3271, 35.568, 334.367
2.842,162.835, 334.439, 9.37854, 35.5692, 334.439
2.843,162.892, 334.511, 9.43049, 35.5705, 334.511
2.844,162.949, 334.582, 9.48296, 35.5717, 334.582
2.845,163.006, 334.653, 9.53596, 35.5729, 334.653
2.846,163.064, 334.724, 9.58949, 35.5742, 334.724
2.847,163.121, 334.795, 9.64357, 35.5754, 334.795
2.848,163.178, 334.865, 9.69819, 35.5766, 334.865
2.849,163.236, 334.936, 9.75337, 35.5778, 334.936
2.85,163.293, 335.006, 9.80911, 35.579, 335.006
2.851,163.35, 335.076, 9.86542, 35.5802, 335.076
2.852,163.408, 335.145, 9.92232, 35.5813, 335.145
2.853,163.465, 335.215, 9.9798, 35.5825, 335.215
2.854,163.522, 335.284, 10.0379, 35.5837, 335.284
2.855,163.579, 335.353, 10.0966, 35.5848, 335.353
2.856,163.637, 335.422, 10.1559, 35.586, 335.422
2.857,163.694, 335.49, 10.2158, 35.5871, 335.49
2.858,163.751, 335.558, 10.2763, 35.5883, 335.558
2.859,163.809, 335.626, 10.3375, 35.5894, 335.626
2.86,163.866, 335.694, 10.3994, 35.5905, 335.694
2.861,163.923, 335.762, 10.4619, 35.5917, 335.762
2.862,163.981, 335.829, 10.5251, 35.5928, 335.829
2.863,164.038, 335.897, 10.5889, 35.5939, 335.897
2.864,164.095, 335.964, 10.6535, 35.595, 335.964
2.865,164.152, 336.014, 10.7187, 35.5961, 336.014
2.866,164.21, 336.062, 10.7847, 35.5972, 336.062
2.867,164.267, 336.11, 10.8513, 35.5982, 336.11
2.868,164.324, 336.158, 10.9188, 35.5993, 336.158
2.869,164.382, 336.205, 10.9869, 35.6004, 336.205
2.87,164.439, 336.252, 11.0558, 35.6014, 336.252
2.871,164.496, 336.3, 11.1255, 35.6025, 336.3
2.872,164.553, 336.346, 11.1959, 35.6035, 336.346
2.873,164.611, 336.393, 11.2672, 35.6046, 336.393
2.874,164.668, 336.44, 11.3392, 35.6056, 336.44
2.875,164.725, 336.486, 11.412, 35.6067, 336.486
2.876,164.783, 336.533, 11.4857, 35.6077, 336.533
2.877,164.84, 336.579, 11.5602, 35.6087, 336.579
2.878,164.897, 336.625, 11.6356, 35.6097, 336.625
2.879,164.955, 336.67, 11.7118, 35.6107, 336.67
2.88,165.012, 336.716, 11.7889, 35.6117, 336.716
2.881,165.069, 336.762, 11.8669, 35.6127, 336.762
2.882,165.126, 336.807, 11.9459, 35.6137, 336.807
2.883,165.184, 336.852, 12.0257, 35.6147, 336.852
2.884,165.241, 336.897, 12.1065, 35.6157, 336.897
2.885,165.298, 336.942, 12.1882, 35.6166, 336.942
2.886,165.356, 336.987, 12.2709, 35.6176, 336.987
2.887,165.413, 337.031, 12.3546, 35.6186, 337.031
2.888,165.47, 337.075, 12.4392, 35.6195, 337.075
2.889,165.528, 337.12, 12.5249, 35.6205, 337.12
2.89,165.585, 337.164, 12.6116, 35.6214, 337.164
2.891,165.642, 337.208, 12.6994, 35.6223, 337.208
2.892,165.699, 337.251, 12.7883, 35.6233, 337.251
2.893,165.757, 337.295, 12.8782, 35.6242, 337.295
2.894,165.814, 337.338, 12.9692, 35.6251, 337.338
2.895,165.871, 337.381, 13.0614, 35.626, 337.381
2.896,165.929, 337.424, 13.1547, 35.6269, 337.424
2.897,165.986, 337.467, 13.2491, 35.6278, 337.467
2.898,166.043, 337.51, 13.3448, 35.6287, 337.51
2.899,166.1, 337.553, 13.4416, 35.6296, 337.553
2.9,166.158, 337.595, 13.5397, 35.6305, 337.595
2.901,166.215, 337.637, 13.639, 35.6314, 337.637
2.902,166.272, 337.68, 13.7395, 35.6323, 337.68
2.903,166.33, 337.722, 13.8414, 35.6332, 337.722
2.904,166.387, 337.763, 13.9446, 35.634, 337.763
2.905,166.444, 337.805, 14.0491, 35.6349, 337.805
2.906,166.502, 337.847, 14.1549, 35.6358, 337.847
2.907,166.559, 337.888, 14.2622, 35.6366, 337.888
2.908,166.616, 337.929, 14.3708, 35.6374, 337.929
2.909,166.673, 337.97, 14.4809, 35.6383, 337.97
2.91,166.731, 338.011, 14.5924, 35.6391, 338.011
2.911,166.788, 338.052, 14.7055, 35.64, 338.052
2.912,166.845, 338.092, 14.82, 35.6408, 338.092
2.913,166.903, 338.133, 14.9361, 35.6416, 338.133
2.914,166.96, 338.173, 15.0538, 35.6424, 338.173
2.915,167.017, 338.213, 15.173, 35.6432, 338.213
2.916,167.074, 338.253, 15.2939, 35.644, 338.253
2.917,167.132, 338.293, 15.4164, 35.6448, 338.293
2.918,167.189, 338.332, 15.5407, 35.6456, 338.332
2.919,167.246, 338.372, 15.6666, 35.6464, 338.372
2.92,167.304, 338.411, 15.7943, 35.6472, 338.411
2.921,167.361, 338.45, 15.9239, 35.648, 338.45
2.922,167.418, 338.489, 16.0552, 35.6488, 338.489
2.923,167.476, 338.528, 16.1884, 35.6496, 338.528
2.924,167.533, 338.567, 16.3235, 35.6503, 338.567
2.925,167.59, 338.605, 16.4605, 35.6511, 338.605
2.926,167.647, 338.644, 16.5995, 35.6518, 338.644
2.927,167.705, 338.682, 16.7406, 35.6526, 338.682
2.928,167.762, 338.72, 16.8837, 35.6533, 338.72
2.929,167.819, 338.758, 17.0288, 35.6541, 338.758
2.93,167.877, 338.796, 17.1762, 35.6548, 338.796
2.931,167.934, 338.833, 17.3257, 35.6556, 338.833
2.932,167.991, 338.871, 17.4774, 35.6563, 338.871
2.933,168.049, 338.908, 17.6314, 35.657, 338.908
2.934,168.106, 338.945, 17.7878, 35.6577, 338.945
2.935,168.163, 338.982, 17.9465, 35.6585, 338.982
2.936,168.22, 339.019, 18.1076, 35.6592, 339.019
2.937,168.278, 339.055, 18.2712, 35.6599, 339.055
2.938,168.335, 339.092, 18.4373, 35.6606, 339.092
2.939,168.392, 339.128, 18.6061, 35.6613, 339.128
2.94,168.45, 339.165, 18.7774, 35.662, 339.165
2.941,168.507, 339.201, 18.9515, 35.6627, 339.201
2.942,168.564, 339.237, 19.1283, 35.6634, 339.237
2.943,168.621, 339.272, 19.3079, 35.664, 339.272
2.944,168.679, 339.308, 19.4904, 35.6647, 339.308
2.945,168.736, 339.343, 19.6759, 35.6654, 339.343
2.946,168.793, 339.379, 19.8643, 35.6661, 339.379
2.947,168.851, 339.414, 20.0559, 35.6667, 339.414
2.948,168.908, 339.449, 20.2506, 35.6674, 339.449
2.949,168.965, 339.484, 20.4485, 35.668, 339.484
2.95,169.023, 339.518, 20.6497, 35.6687, 339.518
2.951,169.08, 339.553, 20.8543, 35.6693, 339.553
2.952,169.137, 339.587, 21.0623, 35.67, 339.587
2.953,169.194, 339.621, 21.2739, 35.6706, 339.621
2.954,169.252, 339.655, 21.4891, 35.6713, 339.655
2.955,169.309, 339.689, 21.708, 35.6719, 339.689
2.956,169.366, 339.723, 21.9307, 35.6725, 339.723
2.957,169.424, 339.757, 22.1573, 35.6731, 339.757
2.958,169.481, 339.79, 22.3879, 35.6737, 339.79
2.959,169.538, 339.823, 22.6226, 35.6744, 339.823
2.96,169.596, 339.857, 22.8615, 35.675, 339.857
2.961,169.653, 339.89, 23.1047, 35.6756, 339.89
2.962,169.71, 339.922, 23.3522, 35.6762, 339.922
2.963,169.767, 339.955, 23.6043, 35.6768, 339.955
2.964,169.825, 339.988, 23.8611, 35.6774, 339.988
2.965,169.882, 340.02, 24.1225, 35.678, 340.02
2.966,169.939, 340.052, 24.3889, 35.6785, 340.052
2.967,169.997, 340.084, 24.6603, 35.6791, 340.084
2.968,170.054, 340.116, 24.9368, 35.6797, 340.116
2.969,170.111, 340.148, 25.2186, 35.6803, 340.148
2.97,170.168, 340.18, 25.5059, 35.6809, 340.18
2.971,170.226, 340.211, 25.7987, 35.6814, 340.211
2.972,170.283, 340.243, 26.0973, 35.682, 340.243
2.973,170.34, 340.274, 26.4017, 35.6825, 340.274
2.974,170.398, 340.305, 26.7122, 35.6831, 340.305
2.975,170.455, 340.336, 27.029, 35.6836, 340.336
2.976,170.512, 340.366, 27.3521, 35.6842, 340.366
2.977,170.57, 340.397, 27.6819, 35.6847, 340.397
2.978,170.627, 340.427, 28.0184, 35.6853, 340.427
2.979,170.684, 340.458, 28.362, 35.6858, 340.458
2.98,170.741, 340.488, 28.7127, 35.6863, 340.488
2.981,170.799, 340.518, 29.0709, 35.6869, 340.518
2.982,170.856, 340.548, 29.4367, 35.6874, 340.548
2.983,170.913, 340.577, 29.8104, 35.6879, 340.577
2.984,170.971, 340.607, 30.1922, 35.6884, 340.607
2.985,171.028, 340.636, 30.5824, 35.6889, 340.636
2.986,171.085, 340.665, 30.9813, 35.6895, 340.665
2.987,171.142, 340.694, 31.3891, 35.69, 340.694
2.988,171.2, 340.723, 31.8061, 35.6905, 340.723
2.989,171.257, 340.752, 32.2326, 35.691, 340.752
2.99,171.314, 340.781, 32.669, 35.6915, 340.781
2.991,171.372, 340.809, 33.1156, 35.6919, 340.809
2.992,171.429, 340.837, 33.5726, 35.6924, 340.837
2.993,171.486, 340.865, 34.0406, 35.6929, 340.865
2.994,171.544, 340.893, 34.5198, 35.6934, 340.893
2.995,171.601, 340.921, 35.0107, 35.6939, 340.921
2.996,171.658, 340.949, 35.5137, 35.6944, 340.949
2.997,171.715, 340.976, 36.0292, 35.6948, 340.976
2.998,171.773, 341.004, 36.5576, 35.6953, 341.004
2.999,171.83, 341.031, 37.0996, 35.6957, 341.031
3,171.887, 341.058, 37.6555, 35.6962, 341.058
3.001,171.945, 341.085, 38.2259, 35.6967, 341.085
3.002,172.002, 341.112, 38.8114, 35.6971, 341.112
3.003,172.059, 341.138, 39.4125, 35.6976, 341.138
3.004,172.117, 341.165, 40.03, 35.698, 341.165
3.005,172.174, 341.191, 40.6644, 35.6984, 341.191
3.006,172.231, 341.217, 41.3164, 35.6989, 341.217
3.007,172.288, 341.243, 41.9868, 35.6993, 341.243
3.008,172.346, 341.269, 42.6764, 35.6998, 341.269
3.009,172.403, 341.295, 43.386, 35.7002, 341.295
3.01,172.46, 341.321, 44.1165, 35.7006, 341.321
3.011,172.518, 341.346, 44.8687, 35.701, 341.346
3.012,172.575, 341.371, 45.6438, 35.7014, 341.371
3.013,172.632, 341.396, 46.4427, 35.7019, 341.396
3.014,172.689, 341.421, 47.2665, 35.7023, 341.421
3.015,172.747, 341.446, 48.1165, 35.7027, 341.446
3.016,172.804, 341.471, 48.994, 35.7031, 341.471
3.017,172.861, 341.495, 49.9002, 35.7035, 341.495
3.018,172.919, 341.52, 50.8367, 35.7039, 341.52
3.019,172.976, 341.544, 51.805, 35.7043, 341.544
3.02,173.033, 341.568, 52.8067, 35.7047, 341.568
3.021,173.091, 341.592, 53.8438, 35.705, 341.592
3.022,173.148, 341.615, 54.9181, 35.7054, 341.615
3.023,173.205, 341.639, 56.0317, 35.7058, 341.639
3.024,173.262, 341.662, 57.1868, 35.7062, 341.662
3.025,173.32, 341.686, 58.3859, 35.7066, 341.686
3.026,173.377, 341.709, 59.6317, 35.7069, 341.709
3.027,173.434, 341.732, 60.927, 35.7073, 341.732
3.028,173.492, 341.755, 62.2749, 35.7077, 341.755
3.029,173.549, 341.777, 63.6788, 35.708, 341.777
3.03,173.606, 341.8, 65.1424, 35.7084, 341.8
3.031,173.664, 341.822, 66.6697, 35.7087, 341.822
3.032,173.721, 341.844, 68.2653, 35.7091, 341.844
3.033,173.778, 341.866, 69.934, 35.7094, 341.866
3.034,173.835, 341.888, 71.6811, 35.7098, 341.888
3.035,173.893, 341.91, 73.5127, 35.7101, 341.91
3.036,173.95, 341.931, 75.4353, 35.7105, 341.931
3.037,174.007, 341.953, 77.4562, 35.7108, 341.953
3.038,174.065, 341.974, 79.5836, 35.7111, 341.974
3.039,174.122, 341.995, 81.8266, 35.7114, 341.995
3.04,174.179, 342.016, 84.1955, 35.7118, 342.016
3.041,174.236, 342.037, 86.7017, 35.7121, 342.037
3.042,174.294, 342.058, 89.3583, 35.7124, 342.058
3.043,174.351, 342.078, 92.18, 35.7127, 342.078
3.044,174.408, 342.099, 95.1835, 35.713, 342.099
3.045,174.466, 342.119, 98.3882, 35.7134, 342.119
3.046,174.523, 342.139, 101.816, 35.7137, 342.139
3.047,174.58, 342.159, 105.492, 35.714, 342.159
3.048,174.638, 342.178, 109.447, 35.7143, 342.178
3.049,174.695, 342.198, 113.714, 35.7146, 342.198
3.05,174.752, 342.217, 118.334, 35.7148, 342.217
3.051,174.809, 342.237, 123.355, 35.7151, 342.237
3.052,174.867, 342.256, 128.833, 35.7154, 342.256
3.053,174.924, 342.275, 134.836, 35.7157, 342.275
3.054,174.981, 342.294, 141.447, 35.716, 342.294
3.055,175.039, 342.312, 148.764, 35.7163, 342.312
3.056,175.096, 342.331, 156.91, 35.7165, 342.331
3.057,175.153, 342.349, 166.036, 35.7168, 342.349
3.058,175.21, 342.367, 176.331, 35.7171, 342.367
3.059,175.268, 342.385, 188.036, 35.7173, 342.385
3.06,175.325, 342.403, 201.457, 35.7176, 342.403
3.061,175.382, 342.421, 216.994, 35.7179, 342.421
3.062,175.44, 342.438, 235.174, 35.7181, 342.438
3.063,175.497, 342.456, 256.707, 35.7184, 342.456
3.064,175.554, 342.473, 282.562, 35.7186, 342.473
3.065,175.612, 342.49, 314.099, 35.7189, 342.49
3.066,175.669, 342.507, 353.268, 35.7191, 342.507
3.067,175.726, 342.524, 402.951, 35.7194, 342.524
3.068,175.783, 342.54, 467.557, 35.7196, 342.54
3.069,175.841, 342.557, 554.103, 35.7198, 342.557
3.07,175.898, 342.573, 674.326, 35.7201, 342.573
3.071,175.955, 342.589, 849.079, 35.7203, 342.589
3.072,176.013, 342.605, 1118.38, 35.7205, 342.605
3.073,176.07, 342.621, 1567.24, 35.7207, 342.621
3.074,176.127, 342.636, 2403.51, 35.721, 342.636
3.075,176.185, 342.652, 4254.22, 35.7212, 342.652
3.076,176.242, 342.667, 9818.2, 35.7214, 342.667
3.077,176.299, 342.682, 44816.4, 35.7216, 342.682
3.078,176.356, 342.697, 1.9701e+06, 35.7218, 342.697
3.079,176.414, 342.712, 26534.3, 35.722, 342.712
3.08,176.471, 342.727, 7607.47, 35.7222, 342.727
3.081,176.528, 342.742, 3632.56, 35.7224, 342.742
3.082,176.586, 342.756, 2179.84, 35.7226, 342.756
3.083,176.643, 342.77, 1496.37, 35.7228, 342.77
3.084,176.7, 342.784, 1125.29, 35.723, 342.784
3.085,176.757, 342.798, 905.256, 35.7232, 342.798
3.086,176.815, 342.812, 767.685, 35.7233, 342.812
3.087,176.872, 342.825, 679.541, 35.7235, 342.825
3.088,176.929, 342.839, 623.493, 35.7237, 342.839
3.089,176.987, 342.852, 589.952, 35.7239, 342.852
3.09,177.044, 342.865, 573.527, 35.724, 342.865
3.091,177.101, 342.878, 571.356, 35.7242, 342.878
3.092,177.159, 342.891, 582.32, 35.7244, 342.891
3.093,177.216, 342.903, 606.746, 35.7245, 342.903
3.094,177.273, 342.916, 646.479, 35.7247, 342.916
3.095,177.33, 342.928, 705.328, 35.7249, 342.928
3.096,177.388, 342.94, 790.125, 35.725, 342.94
3.097,177.445, 342.952, 912.927, 35.7252, 342.952
3.098,177.502, 342.964, 1095.75, 35.7253, 342.964
3.099,177.56, 342.976, 1381.62, 35.7254, 342.976
3.1,177.617, 342.987, 1863.41, 35.7256, 342.987
3.101,177.674, 342.998, 2772.82, 35.7257, 342.998
3.102,177.732, 343.009, 4830.58, 35.7259, 343.009
3.103,177.789, 343.02, 11321.5, 35.726, 343.02
3.104,177.846, 343.031, 59240.4, 35.7261, 343.031
3.105,177.903, 343.042, 562475, 35.7262, 343.042
3.106,177.961, 343.052, 22163.4, 35.7264, 343.052
3.107,178.018, 343.063, 7197.36, 35.7265, 343.063
3.108,178.075, 343.073, 3771.65, 35.7266, 343.073
3.109,178.133, 343.083, 2503.35, 35.7267, 343.083
3.11,178.19, 343.093, 1930.31, 35.7268, 343.093
3.111,178.247, 343.102, 1658.07, 35.7269, 343.102
3.112,178.304, 343.112, 1549.32, 35.727, 343.112
3.113,178.362, 343.121, 1553.47, 35.7271, 343.121
3.114,178.419, 343.13, 1660.86, 35.7272, 343.13
3.115,178.476, 343.139, 1894.49, 35.7273, 343.139
3.116,178.534, 343.148, 2326.77, 35.7274, 343.148
3.117,178.591, 343.156, 3147, 35.7275, 343.156
3.118,178.648, 343.165, 4922.06, 35.7276, 343.165
3.119,178.706, 343.173, 9997.5, 35.7277, 343.173
3.12,178.763, 343.181, 38495.1, 35.7278, 343.181
3.121,178.82, 343.189, 1.33237e+07, 35.7278, 343.189
3.122,178.877, 343.197, 32390.2, 35.7279, 343.197
3.123,178.935, 343.205, 10738.5, 35.728, 343.205
3.124,178.992, 343.212, 7930.93, 35.728, 343.212
3.125,179.049, 343.219, 10616.8, 35.7281, 343.219
3.126,179.107, 343.227, 30683.8, 35.7282, 343.227
3.127,179.164, 343.234, 4.52293e+06, 35.7282, 343.234
3.128,179.221, 343.24, 41910, 35.7283, 343.24
3.129,179.278, 343.247, 10898.2, 35.7283, 343.247
3.13,179.336, 343.253, 5744.35, 35.7284, 343.253
3.131,179.393, 343.26, 4104.52, 35.7284, 343.26
3.132,179.45, 343.266, 3501.1, 35.7285, 343.266
3.133,179.508, 343.272, 3364.62, 35.7285, 343.272
3.134,179.565, 343.277, 3537.52, 35.7286, 343.277
3.135,179.622, 343.283, 4015.42, 35.7286, 343.283
3.136,179.68, 343.288, 4916.18, 35.7286, 343.288
3.137,179.737, 343.293, 6575.53, 35.7286, 343.293
3.138,179.794, 343.298, 9957.66, 35.7287, 343.298
3.139,179.851, 343.303, 18734.8, 35.7287, 343.303
3.14,179.909, 343.308, 60988.4, 35.7287, 343.308
3.141,179.966, 343.313, 4.57129e+06, 35.7287, 343.313
3.142,180.023, 343.317, 285070, 35.7287, 343.317
3.143,180.081, 343.321, 62379.7, 35.7287, 343.321
3.144,180.138, 343.325, 1.132e+06, 35.7287, 343.325
3.145,180.195, 343.329, 1.42605e+06, 35.7287, 343.329
3.146,180.253, 343.332, 71513.7, 35.7287, 343.332
3.147,180.31, 343.336, 20763.5, 35.7287, 343.336
3.148,180.367, 343.339, 12146.9, 35.7287, 343.339
3.149,180.424, 343.342, 9620.25, 35.7287, 343.342
3.15,180.482, 343.345, 9372.52, 35.7287, 343.345
3.151,180.539, 343.348, 10969.6, 35.7287, 343.348
3.152,180.596, 343.35, 15812.2, 35.7287, 343.35
3.153,180.654, 343.353, 31674.1, 35.7287, 343.353
3.154,180.711, 343.355, 156137, 35.7286, 343.355
3.155,180.768, 343.357, 1.96884e+06, 35.7286, 343.357
3.156,180.825, 343.359, 240113, 35.7286, 343.359
3.157,180.883, 343.361, 128443, 35.7285, 343.361
3.158,180.94, 343.362, 37662.9, 35.7285, 343.362
3.159,180.997, 343.363, 50140.5, 35.7284, 343.363
3.16,181.055, 343.364, 987370, 35.7284, 343.364
3.161,181.112, 343.365, 258885, 35.7283, 343.365
3.162,181.169, 343.366, 335676, 35.7283, 343.366
3.163,181.227, 343.367, 1.87238e+06, 35.7282, 343.367
3.164,181.284, 343.367, 853625, 35.7282, 343.367
3.165,181.341, 343.367, 1.03026e+06, 35.7281, 343.367
3.166,181.398, 343.367, 58932.8, 35.7281, 343.367
3.167,181.456, 343.367, 23555.6, 35.728, 343.367
3.168,181.513, 343.367, 13362.9, 35.7279, 343.367
3.169,181.57, 343.366, 8829.94, 35.7278, 343.366
3.17,181.628, 343.365, 6360.89, 35.7278, 343.365
3.171,181.685, 343.364, 4845.58, 35.7277, 343.364
3.172,181.742, 343.363, 3838.97, 35.7276, 343.363
3.173,181.8, 343.362, 3131.34, 35.7275, 343.362
3.174,181.857, 343.36, 2612.25, 35.7274, 343.36
3.175,181.914, 343.359, 2218.6, 35.7273, 343.359
3.176,181.971, 343.357, 1911.99, 35.7272, 343.357
3.177,182.029, 343.355, 1667.89, 35.7271, 343.355
3.178,182.086, 343.353, 1469.96, 35.727, 343.353
3.179,182.143, 343.35, 1306.95, 35.7269, 343.35
3.18,182.201, 343.348, 1170.88, 35.7268, 343.348
3.181,182.258, 343.345, 1055.99, 35.7267, 343.345
3.182,182.315, 343.342, 957.969, 35.7265, 343.342
3.183,182.372, 343.338, 873.595, 35.7264, 343.338
3.184,182.43, 343.335, 800.378, 35.7263, 343.335
3.185,182.487, 343.331, 736.385, 35.7262, 343.331
3.186,182.544, 343.328, 680.089, 35.726, 343.328
3.187,182.602, 343.324, 630.273, 35.7259, 343.324
3.188,182.659, 343.32, 585.954, 35.7257, 343.32
3.189,182.716, 343.315, 546.332, 35.7256, 343.315
3.19,182.774, 343.311, 510.75, 35.7255, 343.311
3.191,182.831, 343.306, 478.663, 35.7253, 343.306
3.192,182.888, 343.301, 449.617, 35.7251, 343.301
3.193,182.945, 343.296, 423.23, 35.725, 343.296
3.194,183.003, 343.29, 399.181, 35.7248, 343.29
3.195,183.06, 343.285, 377.194, 35.7247, 343.285
3.196,183.117, 343.279, 357.035, 35.7245, 343.279
3.197,183.175, 343.273, 338.502, 35.7243, 343.273
3.198,183.232, 343.267, 321.422, 35.7241, 343.267
3.199,183.289, 343.26, 305.642, 35.7239, 343.26
3.2,183.346, 343.254, 291.031, 35.7238, 343.254
3.201,183.404, 343.247, 277.475, 35.7236, 343.247
3.202,183.461, 343.24, 264.871, 35.7234, 343.24
3.203,183.518, 343.233, 253.132, 35.7232, 343.233
3.204,183.576, 343.226, 242.177, 35.723, 343.226
3.205,183.633, 343.218, 231.938, 35.7228, 343.218
3.206,183.69, 343.21, 222.352, 35.7226, 343.21
3.207,183.748, 343.202, 213.363, 35.7224, 343.202
3.208,183.805, 343.194, 204.923, 35.7221, 343.194
3.209,183.862, 343.186, 196.986, 35.7219, 343.186
3.21,183.919, 343.177, 189.513, 35.7217, 343.177
3.211,183.977, 343.168, 182.467, 35.7215, 343.168
3.212,184.034, 343.159, 175.816, 35.7212, 343.159
3.213,184.091, 343.15, 169.531, 35.721, 343.15
3.214,184.149, 343.14, 163.584, 35.7208, 343.14
3.215,184.206, 343.131, 157.952, 35.7205, 343.131
3.216,184.263, 343.121, 152.612, 35.7203, 343.121
3.217,184.321, 343.111, 147.544, 35.72, 343.111
3.218,184.378, 343.101, 142.729, 35.7198, 343.101
3.219,184.435, 343.09, 138.151, 35.7195, 343.09
3.22,184.492, 343.079, 133.795, 35.7193, 343.079
3.221,184.55, 343.068, 129.645, 35.719, 343.068
3.222,184.607, 343.057, 125.689, 35.7187, 343.057
3.223,184.664, 343.046, 121.915, 35.7184, 343.046
3.224,184.722, 343.034, 118.312, 35.7182, 343.034
3.225,184.779, 343.022, 114.869, 35.7179, 343.022
3.226,184.836, 343.01, 111.577, 35.7176, 343.01
3.227,184.893, 342.998, 108.427, 35.7173, 342.998
3.228,184.951, 342.986, 105.411, 35.717, 342.986
3.229,185.008, 342.973, 102.521, 35.7167, 342.973
3.23,185.065, 342.96, 99.7501, 35.7164, 342.96
3.231,185.123, 342.947, 97.0922, 35.7161, 342.947
3.232,185.18, 342.934, 94.541, 35.7158, 342.934
3.233,185.237, 342.92, 92.0906, 35.7154, 342.92
3.234,185.295, 342.906, 89.7358, 35.7151, 342.906
3.235,185.352, 342.892, 87.4717, 35.7148, 342.892
3.236,185.409, 342.878, 85.2935, 35.7145, 342.878
3.237,185.466, 342.864, 83.197, 35.7141, 342.864
3.238,185.524, 342.849, 81.178, 35.7138, 342.849
3.239,185.581, 342.834, 79.2328, 35.7134, 342.834
3.24,185.638, 342.819, 77.3578, 35.7131, 342.819
3.241,185.696, 342.804, 75.5495, 35.7127, 342.804
3.242,185.753, 342.788, 73.8048, 35.7124, 342.788
3.243,185.81, 342.772, 72.1208, 35.712, 342.772
3.244,185.868, 342.756, 70.4946, 35.7117, 342.756
3.245,185.925, 342.74, 68.9236, 35.7113, 342.74
3.246,185.982, 342.723, 67.4053, 35.7109, 342.723
3.247,186.039, 342.706, 65.9374, 35.7105, 342.706
3.248,186.097, 342.689, 64.5175, 35.7101, 342.689
3.249,186.154, 342.672, 63.1437, 35.7097, 342.672
3.25,186.211, 342.655, 61.814, 35.7093, 342.655
3.251,186.269, 342.637, 60.5264, 35.7089, 342.637
3.252,186.326, 342.619, 59.2792, 35.7085, 342.619
3.253,186.383, 342.601, 58.0706, 35.7081, 342.601
3.254,186.44, 342.582, 56.8992, 35.7077, 342.582
3.255,186.498, 342.564, 55.7634, 35.7073, 342.564
3.256,186.555, 342.545, 54.6617, 35.7069, 342.545
3.257,186.612, 342.526, 53.5928, 35.7064, 342.526
3.258,186.67, 342.506, 52.5554, 35.706, 342.506
3.259,186.727, 342.487, 51.5482, 35.7056, 342.487
3.26,186.784, 342.467, 50.5701, 35.7051, 342.467
3.261,186.842, 342.447, 49.62, 35.7047, 342.447
3.262,186.899, 342.426, 48.6968, 35.7042, 342.426
3.263,186.956, 342.406, 47.7994, 35.7037, 342.406
3.264,187.013, 342.385, 46.927, 35.7033, 342.385
3.265,187.071, 342.364, 46.0786, 35.7028, 342.364
3.266,187.128, 342.342, 45.2533, 35.7023, 342.342
3.267,187.185, 342.321, 44.4503, 35.7019, 342.321
3.268,187.243, 342.299, 43.6688, 35.7014, 342.299
3.269,187.3, 342.277, 42.908, 35.7009, 342.277
3.27,187.357, 342.255, 42.1672, 35.7004, 342.255
3.271,187.414, 342.232, 41.4457, 35.6999, 342.232
3.272,187.472, 342.209, 40.7428, 35.6994, 342.209
3.273,187.529, 342.186, 40.0579, 35.6988, 342.186
3.274,187.586, 342.162, 39.3904, 35.6983, 342.162
3.275,187.644, 342.139, 38.7397, 35.6978, 342.139
3.276,187.701, 342.115, 38.1052, 35.6973, 342.115
3.277,187.758, 342.091, 37.4864, 35.6967, 342.091
3.278,187.816, 342.066, 36.8828, 35.6962, 342.066
3.279,187.873, 342.042, 36.2938, 35.6956, 342.042
3.28,187.93, 342.017, 35.7191, 35.6951, 342.017
3.281,187.987, 341.991, 35.1581, 35.6945, 341.991
3.282,188.045, 341.966, 34.6104, 35.6939, 341.966
3.283,188.102, 341.94, 34.0757, 35.6934, 341.94
3.284,188.159, 341.914, 33.5534, 35.6928, 341.914
3.285,188.217, 341.888, 33.0432, 35.6922, 341.888
3.286,188.274, 341.861, 32.5448, 35.6916, 341.861
3.287,188.331, 341.834, 32.0577, 35.691, 341.834
3.288,188.389, 341.807, 31.5817, 35.6904, 341.807
3.289,188.446, 341.78, 31.1164, 35.6898, 341.78
3.29,188.503, 341.752, 30.6614, 35.6892, 341.752
3.291,188.56, 341.724, 30.2165, 35.6886, 341.724
3.292,188.618, 341.696, 29.7814, 35.6879, 341.696
3.293,188.675, 341.668, 29.3558, 35.6873, 341.668
