a, Eruling,,a, Eruling
2.608,311.252,,,
2.609,311.296,,,
2.61,311.34,,,
2.611,311.383,,,
2.612,311.427,,,
2.613,311.471,,,
2.614,311.514,,,
2.615,311.557,,,
2.616,311.6,,,
2.617,311.643,,,
2.618,311.686,,,
2.619,311.729,,,
2.62,311.772,,,
2.621,311.814,,,
2.622,311.857,,,
2.623,311.899,,,
2.624,311.941,,,
2.625,311.984,,,
2.626,312.026,,,
2.627,312.068,,,
2.628,312.109,,,
2.629,312.151,,,
2.63,312.193,,,
2.631,312.234,,,
2.632,312.275,,,
2.633,312.317,,,
2.634,312.358,,,
2.635,312.399,,,
2.636,312.44,,,
2.637,312.48,,,
2.638,312.521,,,
2.639,312.562,,,
2.64,312.602,,,
2.641,312.643,,,
2.642,312.683,,,
2.643,312.723,,,
2.644,312.763,,,
2.645,312.803,,,
2.646,312.843,,,
2.647,312.883,,,
2.648,312.922,,,
2.649,312.962,,,
2.65,313.001,,,
2.651,313.04,,,
2.652,313.08,,,
2.653,313.119,,,
2.654,313.158,,,
2.655,313.196,,,
2.656,313.235,,,
2.657,313.274,,,
2.658,313.312,,,
2.659,313.351,,,
2.66,313.389,,,
2.661,313.427,,,
2.662,313.466,,,
2.663,313.504,,,
2.664,313.542,,,
2.665,313.579,,,
2.666,313.617,,,
2.667,313.655,,,
2.668,313.692,,,
2.669,313.73,,,
2.67,313.767,,,
2.671,313.804,,,
2.672,313.841,,,
2.673,313.878,,,
2.674,313.915,,,
2.675,313.952,,,
2.676,313.989,,,
2.677,314.025,,,
2.678,314.062,,,
2.679,314.098,,,
2.68,314.135,,,
2.681,314.171,,,
2.682,314.207,,,
2.683,314.243,,,
2.684,314.279,,,
2.685,314.315,,,
2.686,314.35,,,
2.687,314.386,,,
2.688,314.422,,,
2.689,314.457,,,
2.69,314.492,,,
2.691,314.528,,,
2.692,314.563,,,
2.693,314.598,,,
2.694,314.633,,,
2.695,314.668,,,
2.696,314.702,,,
2.697,314.737,,,
2.698,314.771,,,
2.699,314.806,,,
2.7,314.84,,,
2.701,314.875,,,
2.702,314.909,,,
2.703,314.943,,,
2.704,314.977,,,
2.705,315.011,,,
2.706,315.044,,,
2.707,315.078,,,
2.708,315.112,,,
2.709,315.145,,,
2.71,315.179,,,
2.711,315.212,,,
2.712,315.245,,,
2.713,315.278,,,
2.714,315.311,,,
2.715,315.344,,,
2.716,315.377,,,
2.717,315.41,,,
2.718,315.443,,,
2.719,315.475,,,
2.72,315.508,,,
2.721,315.54,,,
2.722,315.572,,,
2.723,315.605,,,
2.724,315.637,,,
2.725,315.669,,,
2.726,315.701,,,
2.727,315.733,,,
2.728,315.764,,,
2.729,315.796,,,
2.73,315.828,,,
2.731,315.859,,,
2.732,315.89,,,
2.733,315.922,,,
2.734,315.953,,,
2.735,315.984,,,
2.736,316.015,,,
2.737,316.046,,,
2.738,316.077,,,
2.739,316.108,,,
2.74,316.138,,,
2.741,316.169,,,
2.742,316.199,,,
2.743,316.23,,,
2.744,316.26,,,
2.745,316.29,,,
2.746,316.321,,,
2.747,316.351,,,
2.748,316.381,,,
2.749,316.411,,,
2.75,316.44,,,
2.751,316.47,,,
2.752,316.5,,,
2.753,316.529,,,
2.754,316.559,,,
2.755,316.588,,,
2.756,316.617,,,
2.757,316.647,,,
2.758,316.676,,,
2.759,316.705,,,
2.76,316.734,,,
2.761,316.762,,,
2.762,316.791,,,
2.763,316.82,,,
2.764,316.849,,,
2.765,316.877,,,
2.766,316.905,,,
2.767,316.934,,,
2.768,316.962,,,
2.769,316.99,,,
2.77,317.018,,,
2.771,317.046,,,
2.772,317.074,,,
2.773,317.102,,,
2.774,317.13,,,
2.775,317.158,,,
2.776,317.185,,,
2.777,317.213,,,
2.778,317.24,,,
2.779,317.267,,,
2.78,317.295,,,
2.781,317.322,,,
2.782,317.349,,,
2.783,317.376,,,
2.784,317.403,,,
2.785,317.43,,,
2.786,317.456,,,
2.787,317.483,,,
2.788,317.51,,,
2.789,317.536,,,
2.79,317.563,,,
2.791,317.589,,,
2.792,317.615,,,
2.793,317.642,,,
2.794,317.668,,,
2.795,317.694,,,
2.796,317.72,,,
2.797,317.746,,,
2.798,317.771,,,
2.799,317.797,,,
2.8,317.823,,,
2.801,317.848,,,
2.802,317.874,,,
2.803,317.899,,,
2.804,317.924,,,
2.805,317.95,,,
2.806,317.975,,,
2.807,318,,,
2.808,318.025,,,
2.809,318.05,,,
2.81,318.075,,,
2.811,318.099,,,
2.812,318.124,,,
2.813,318.149,,,
2.814,318.173,,,
2.815,318.198,,,
2.816,318.222,,,
2.817,318.246,,,
2.818,318.271,,,
2.819,318.295,,,
2.82,318.319,,,
2.821,318.343,,,
2.822,318.367,,,
2.823,318.39,,,
2.824,318.414,,,
2.825,318.438,,,
2.826,318.461,,,
2.827,318.485,,,
2.828,318.508,,,
2.829,318.532,,,
2.83,318.555,,,
2.831,318.578,,,
2.832,318.601,,,
2.833,318.624,,,
2.834,318.647,,,
2.835,318.67,,,
2.836,318.693,,,
2.837,318.716,,,
2.838,318.739,,,
2.839,318.761,,,
2.84,318.784,,,
2.841,318.806,,,
2.842,318.829,,,
2.843,318.851,,,
2.844,318.873,,,
2.845,318.895,,,
2.846,318.917,,,
2.847,318.939,,,
2.848,318.961,,,
2.849,318.983,,,
2.85,319.005,,,
2.851,319.027,,,
2.852,319.048,,,
2.853,319.07,,,
2.854,319.091,,,
2.855,319.113,,,
2.856,319.134,,,
2.857,319.155,,,
2.858,319.176,,,
2.859,319.198,,,
2.86,319.219,,,
2.861,319.24,,,
2.862,319.261,,,
2.863,319.281,,,
2.864,319.302,,,
2.865,319.323,,,
2.866,319.343,,,
2.867,319.364,,,
2.868,319.384,,,
2.869,319.405,,,
2.87,319.425,,,
2.871,319.445,,,
2.872,319.465,,,
2.873,319.486,,,
2.874,319.506,,,
2.875,319.526,,,
2.876,319.545,,,
2.877,319.565,,,
2.878,319.585,,,
2.879,319.605,,,
2.88,319.624,,,
2.881,319.644,,,
2.882,319.663,,,
2.883,319.683,,,
2.884,319.702,,,
2.885,319.721,,,
2.886,319.74,,,
2.887,319.759,,,
2.888,319.778,,,
2.889,319.797,,,
2.89,319.816,,,
2.891,319.835,,,
2.892,319.854,,,
2.893,319.872,,,
2.894,319.891,,,
2.895,319.91,,,
2.896,319.928,,,
2.897,319.946,,,
2.898,319.965,,,
2.899,319.983,,,
2.9,320.001,,,
2.901,320.019,,,
2.902,320.037,,,
2.903,320.055,,,
2.904,320.073,,,
2.905,320.091,,,
2.906,320.109,,,
2.907,320.126,,,
2.908,320.144,,,
2.909,320.162,,,
2.91,320.179,,,
2.911,320.197,,,
2.912,320.214,,,
2.913,320.231,,,
2.914,320.248,,,
2.915,320.266,,,
2.916,320.283,,,
2.917,320.3,,,
2.918,320.317,,,
2.919,320.333,,,
2.92,320.35,,,
2.921,320.367,,,
2.922,320.384,,,
2.923,320.4,,,
2.924,320.417,,,
2.925,320.433,,,
2.926,320.45,,,
2.927,320.466,,,
2.928,320.482,,,
2.929,320.498,,,
2.93,320.514,,,
2.931,320.53,,,
2.932,320.546,,,
2.933,320.562,,,
2.934,320.578,,,
2.935,320.594,,,
2.936,320.61,,,
2.937,320.625,,,
2.938,320.641,,,
2.939,320.656,,,
2.94,320.672,,,
2.941,320.687,,,
2.942,320.703,,,
2.943,320.718,,,
2.944,320.733,,,
2.945,320.748,,,
2.946,320.763,,,
2.947,320.778,,,
2.948,320.793,,,
2.949,320.808,,,
2.95,320.823,,,
2.951,320.837,,,
2.952,320.852,,,
2.953,320.867,,,
2.954,320.881,,,
2.955,320.896,,,
2.956,320.91,,,
2.957,320.924,,,
2.958,320.938,,,
2.959,320.953,,,
2.96,320.967,,,
2.961,320.981,,,
2.962,320.995,,,
2.963,321.009,,,
2.964,321.023,,,
2.965,321.036,,,
2.966,321.05,,,
2.967,321.064,,,
2.968,321.077,,,
2.969,321.091,,,
2.97,321.104,,,
2.971,321.118,,,
2.972,321.131,,,
2.973,321.144,,,
2.974,321.158,,,
2.975,321.171,,,
2.976,321.184,,,
2.977,321.197,,,
2.978,321.21,,,
2.979,321.223,,,
2.98,321.235,,,
2.981,321.248,,,
2.982,321.261,,,
2.983,321.273,,,
2.984,321.286,,,
2.985,321.298,,,
2.986,321.311,,,
2.987,321.323,,,
2.988,321.336,,,
2.989,321.348,,,
2.99,321.36,,,
2.991,321.372,,,
2.992,321.384,,,
2.993,321.396,,,
2.994,321.408,,,
2.995,321.42,,,
2.996,321.432,,,
2.997,321.443,,,
2.998,321.455,,,
2.999,321.467,,,
3,321.478,,,
3.001,321.489,,,
3.002,321.501,,,
3.003,321.512,,,
3.004,321.523,,,
3.005,321.535,,,
3.006,321.546,,,
3.007,321.557,,,
3.008,321.568,,,
3.009,321.579,,,
3.01,321.59,,,
3.011,321.601,,,
3.012,321.611,,,
3.013,321.622,,,
3.014,321.633,,,
3.015,321.643,,,
3.016,321.654,,,
3.017,321.664,,,
3.018,321.675,,,
3.019,321.685,,,
3.02,321.695,,,
3.021,321.705,,,
3.022,321.716,,,
3.023,321.726,,,
3.024,321.736,,,
3.025,321.746,,,
3.026,321.755,,,
3.027,321.765,,,
3.028,321.775,,,
3.029,321.785,,,
3.03,321.794,,,
3.031,321.804,,,
3.032,321.813,,,
3.033,321.823,,,
3.034,321.832,,,
3.035,321.842,,,
3.036,321.851,,,
3.037,321.86,,,
3.038,321.869,,,
3.039,321.878,,,
3.04,321.887,,,
3.041,321.896,,,
3.042,321.905,,,
3.043,321.914,,,
3.044,321.923,,,
3.045,321.931,,,
3.046,321.94,,,
3.047,321.948,,,
3.048,321.957,,,
3.049,321.965,,,
3.05,321.974,,,
3.051,321.982,,,
3.052,321.99,,,
3.053,321.999,,,
3.054,322.007,,,
3.055,322.015,,,
3.056,322.023,,,
3.057,322.031,,,
3.058,322.039,,,
3.059,322.046,,,
3.06,322.054,,,
3.061,322.062,,,
3.062,322.07,,,
3.063,322.077,,,
3.064,322.085,,,
3.065,322.092,,,
3.066,322.099,,,
3.067,322.107,,,
3.068,322.114,,,
3.069,322.121,,,
3.07,322.128,,,
3.071,322.136,,,
3.072,322.143,,,
3.073,322.149,,,
3.074,322.156,,,
3.075,322.163,,,
3.076,322.17,,,
3.077,322.177,,,
3.078,322.183,,,
3.079,322.19,,,
3.08,322.196,,,
3.081,322.203,,,
3.082,322.209,,,
3.083,322.216,,,
3.084,322.222,,,
3.085,322.228,,,
3.086,322.234,,,
3.087,322.24,,,
3.088,322.247,,,
3.089,322.252,,,
3.09,322.258,,,
3.091,322.264,,,
3.092,322.27,,,
3.093,322.276,,,
3.094,322.281,,,
3.095,322.287,,,
3.096,322.293,,,
3.097,322.298,,,
3.098,322.304,,,
3.099,322.309,,,
3.1,322.314,,,
3.101,322.319,,,
3.102,322.325,,,
3.103,322.33,,,
3.104,322.335,,,
3.105,322.34,,,
3.106,322.345,,,
3.107,322.35,,,
3.108,322.354,,,
3.109,322.359,,,
3.11,322.364,,,
3.111,322.369,,,
3.112,322.373,,,
3.113,322.378,,,
3.114,322.382,,,
3.115,322.386,,,
3.116,322.391,,,
3.117,322.395,,,
3.118,322.399,,,
3.119,322.403,,,
3.12,322.408,,,
3.121,322.412,,,
3.122,322.416,,,
3.123,322.419,,,
3.124,322.423,,,
3.125,322.427,,,
3.126,322.431,,,
3.127,322.434,,,
3.128,322.438,,,
3.129,322.442,,,
3.13,322.445,,,
3.131,322.448,,,
3.132,322.452,,,
3.133,322.455,,,
3.134,322.458,,,
3.135,322.461,,,
3.136,322.465,,,
3.137,322.468,,,
3.138,322.471,,,
3.139,322.474,,,
3.14,322.476,,,
3.141,322.479,,,
3.142,322.482,,,
3.143,322.485,,,
3.144,322.487,,,
3.145,322.49,,,
3.146,322.492,,,
3.147,322.495,,,
3.148,322.497,,,
3.149,322.499,,,
3.15,322.502,,,
3.151,322.504,,,
3.152,322.506,,,
3.153,322.508,,,
3.154,322.51,,,
3.155,322.512,,,
3.156,322.514,,,
3.157,322.516,,,
3.158,322.518,,,
3.159,322.519,,,
3.16,322.521,,,
3.161,322.523,,,
3.162,322.524,,,
3.163,322.526,,,
3.164,322.527,,,
3.165,322.528,,,
3.166,322.53,,,
3.167,322.531,,,
3.168,322.532,,,
3.169,322.533,,,
3.17,322.534,,,
3.171,322.535,,,
3.172,322.536,,,
3.173,322.537,,,
3.174,322.538,,,
3.175,322.538,,,
3.176,322.539,,,
3.177,322.54,,,
3.178,322.54,,,
3.179,322.541,,,
3.18,322.541,,,
3.181,322.542,,,
3.182,322.542,,,
3.183,322.542,,,
3.184,322.542,,,
3.185,322.542,,,
3.186,322.542,,,
3.187,322.542,,,
3.188,322.542,,,
3.189,322.542,,,
3.19,322.542,,,
3.191,322.542,,,
3.192,322.542,,,
3.193,322.541,,,
3.194,322.541,,,
3.195,322.54,,,
3.196,322.54,,,
3.197,322.539,,,
3.198,322.538,,,
3.199,322.538,,,
3.2,322.537,,,
3.201,322.536,,,
3.202,322.535,,,
3.203,322.534,,,
3.204,322.533,,,
3.205,322.532,,,
3.206,322.531,,,
3.207,322.53,,,
3.208,322.528,,,
3.209,322.527,,,
3.21,322.525,,,
3.211,322.524,,,
3.212,322.522,,,
3.213,322.521,,,
3.214,322.519,,,
3.215,322.518,,,
3.216,322.516,,,
3.217,322.514,,,
3.218,322.512,,,
3.219,322.51,,,
3.22,322.508,,,
3.221,322.506,,,
3.222,322.504,,,
3.223,322.502,,,
3.224,322.499,,,
3.225,322.497,,,
3.226,322.494,,,
3.227,322.492,,,
3.228,322.489,,,
3.229,322.487,,,
3.23,322.484,,,
3.231,322.482,,,
3.232,322.479,,,
3.233,322.476,,,
3.234,322.473,,,
3.235,322.47,,,
3.236,322.467,,,
3.237,322.464,,,
3.238,322.461,,,
3.239,322.458,,,
3.24,322.454,,,
3.241,322.451,,,
3.242,322.448,,,
3.243,322.444,,,
3.244,322.441,,,
3.245,322.437,,,
3.246,322.433,,,
3.247,322.43,,,
3.248,322.426,,,
3.249,322.422,,,
3.25,322.418,,,
3.251,322.414,,,
3.252,322.41,,,
3.253,322.406,,,
3.254,322.402,,,
3.255,322.398,,,
3.256,322.393,,,
3.257,322.389,,,
3.258,322.385,,,
3.259,322.38,,,
3.26,322.376,,,
3.261,322.371,,,
3.262,322.366,,,
3.263,322.362,,,
3.264,322.357,,,
3.265,322.352,,,
3.266,322.347,,,
3.267,322.342,,,
3.268,322.337,,,
3.269,322.332,,,
3.27,322.327,,,
3.271,322.322,,,
3.272,322.316,,,
3.273,322.311,,,
3.274,322.306,,,
3.275,322.3,,,
3.276,322.295,,,
3.277,322.289,,,
3.278,322.283,,,
3.279,322.278,,,
3.28,322.272,,,
3.281,322.266,,,
3.282,322.26,,,
3.283,322.254,,,
3.284,322.248,,,
3.285,322.242,,,
3.286,322.236,,,
3.287,322.229,,,
3.288,322.223,,,
3.289,322.217,,,
3.29,322.21,,,
3.291,322.204,,,
3.292,322.197,,,
3.293,322.191,,,
3.294,322.184,,,
3.295,322.177,,,
3.296,322.17,,,
3.297,322.163,,,
3.298,322.156,,,
3.299,322.149,,,
3.3,322.142,,,
3.301,322.135,,,
3.302,322.128,,,
3.303,322.121,,,
3.304,322.113,,,
3.305,322.106,,,
3.306,322.098,,,
3.307,322.091,,,
3.308,322.083,,,
3.309,322.076,,,
3.31,322.068,,,
3.311,322.06,,,
3.312,322.052,,,
3.313,322.044,,,
3.314,322.036,,,
3.315,322.028,,,
3.316,322.02,,,
3.317,322.012,,,
3.318,322.004,,,
3.319,321.995,,,
3.32,321.987,,,
3.321,321.978,,,
3.322,321.97,,,
3.323,321.961,,,
3.324,321.953,,,
3.325,321.944,,,
3.326,321.935,,,
3.327,321.926,,,
3.328,321.917,,,
3.329,321.908,,,
3.33,321.899,,,
3.331,321.89,,,
3.332,321.881,,,
3.333,321.872,,,
3.334,321.862,,,
3.335,321.853,,,
3.336,321.843,,,
3.337,321.834,,,
3.338,321.824,,,
3.339,321.815,,,
3.34,321.805,,,
3.341,321.795,,,
3.342,321.785,,,
3.343,321.775,,,
3.344,321.765,,,
3.345,321.755,,,
3.346,321.745,,,
3.347,321.735,,,
3.348,321.725,,,
3.349,321.714,,,
3.35,321.704,,,
3.351,321.693,,,
3.352,321.683,,,
3.353,321.672,,,
3.354,321.661,,,
3.355,321.651,,,
3.356,321.64,,,
3.357,321.629,,,
3.358,321.618,,,
3.359,321.607,,,
3.36,321.596,,,
3.361,321.585,,,
3.362,321.574,,,
3.363,321.562,,,
3.364,321.551,,,
3.365,321.539,,,
3.366,321.528,,,
3.367,321.516,,,
3.368,321.505,,,
3.369,321.493,,,
3.37,321.481,,,
3.371,321.469,,,
3.372,321.457,,,
3.373,321.445,,,
3.374,321.433,,,
3.375,321.421,,,
3.376,321.409,,,
3.377,321.397,,,
3.378,321.384,,,
3.379,321.372,,,
3.38,321.36,,,
3.381,321.347,,,
3.382,321.334,,,
3.383,321.322,,,
3.384,321.309,,,
3.385,321.296,,,
3.386,321.283,,,
3.387,321.27,,,
3.388,321.257,,,
3.389,321.244,,,
3.39,321.231,,,
3.391,321.218,,,
3.392,321.204,,,
3.393,321.191,,,
3.394,321.177,,,
3.395,321.164,,,
3.396,321.15,,,
3.397,321.137,,,
3.398,321.123,,,
3.399,321.109,,,
3.4,321.095,,,
3.401,321.081,,,
3.402,321.067,,,
3.403,321.053,,,
3.404,321.039,,,
3.405,321.024,,,
3.406,321.01,,,
3.407,320.996,,,
3.408,320.981,,,
3.409,320.967,,,
3.41,320.952,,,
3.411,320.937,,,
3.412,320.923,,,
3.413,320.908,,,
3.414,320.893,,,
3.415,320.878,,,
3.416,320.863,,,
3.417,320.848,,,
3.418,320.832,,,
3.419,320.817,,,
3.42,320.802,,,
3.421,320.786,,,
3.422,320.771,,,
3.423,320.755,,,
3.424,320.739,,,
3.425,320.724,,,
3.426,320.708,,,
3.427,320.692,,,
3.428,320.676,,,
3.429,320.66,,,
3.43,320.644,,,
3.431,320.628,,,
3.432,320.611,,,
3.433,320.595,,,
3.434,320.579,,,
3.435,320.562,,,
3.436,320.546,,,
3.437,320.529,,,
3.438,320.512,,,
3.439,320.496,,,
3.44,320.479,,,
3.441,320.462,,,
3.442,320.445,,,
3.443,320.428,,,
3.444,320.41,,,
3.445,320.393,,,
3.446,320.376,,,
3.447,320.358,,,
3.448,320.341,,,
3.449,320.323,,,
3.45,320.306,,,
3.451,320.288,,,
3.452,320.27,,,
3.453,320.252,,,
3.454,320.234,,,
3.455,320.216,,,
3.456,320.198,,,
3.457,320.18,,,
3.458,320.162,,,
3.459,320.144,,,
3.46,320.125,,,
3.461,320.107,,,
3.462,320.088,,,
3.463,320.069,,,
3.464,320.051,,,
3.465,320.032,,,
3.466,320.013,,,
3.467,319.994,,,
3.468,319.975,,,
3.469,319.956,,,
3.47,319.937,,,
3.471,319.917,,,
3.472,319.898,,,
3.473,319.879,,,
3.474,319.859,,,
3.475,319.839,,,
3.476,319.82,,,
3.477,319.8,,,
3.478,319.78,,,
3.479,319.76,,,
3.48,319.74,,,
3.481,319.72,,,
3.482,319.7,,,
3.483,319.68,,,
3.484,319.659,,,
3.485,319.639,,,
3.486,319.619,,,
3.487,319.598,,,
3.488,319.577,,,
3.489,319.557,,,
3.49,319.536,,,
3.491,319.515,,,
3.492,319.494,,,
3.493,319.473,,,
3.494,319.452,,,
3.495,319.43,,,
3.496,319.409,,,
3.497,319.388,,,
3.498,319.366,,,
3.499,319.345,,,
3.5,319.323,,,
3.501,319.301,,,
3.502,319.279,,,
3.503,319.257,,,
3.504,319.235,,,
3.505,319.213,,,
3.506,319.191,,,
3.507,319.169,,,
3.508,319.147,,,
3.509,319.124,,,
3.51,319.102,,,
3.511,319.079,,,
3.512,319.056,,,
3.513,319.034,,,
3.514,319.011,,,
3.515,318.988,,,
3.516,318.965,,,
3.517,318.942,,,
3.518,318.919,,,
3.519,318.895,,,
3.52,318.872,,,
3.521,318.848,,,
3.522,318.825,,,
3.523,318.801,,,
3.524,318.778,,,
3.525,318.754,,,
3.526,318.73,,,
3.527,318.706,,,
3.528,318.682,,,
3.529,318.658,,,
3.53,318.633,,,
3.531,318.609,,,
3.532,318.585,,,
3.533,318.56,,,
3.534,318.536,,,
3.535,318.511,,,
3.536,318.486,,,
3.537,318.461,,,
3.538,318.436,,,
3.539,318.411,,,
3.54,318.386,,,
3.541,318.361,,,
3.542,318.335,,,
3.543,318.31,,,
3.544,318.285,,,
3.545,318.259,,,
3.546,318.233,,,
3.547,318.208,,,
3.548,318.182,,,
3.549,318.156,,,
3.55,318.13,,,
3.551,318.103,,,
3.552,318.077,,,
3.553,318.051,,,
3.554,318.025,,,
3.555,317.998,,,
3.556,317.971,,,
3.557,317.945,,,
3.558,317.918,,,
3.559,317.891,,,
3.56,317.864,,,
3.561,317.837,,,
3.562,317.81,,,
3.563,317.782,,,
3.564,317.755,,,
3.565,317.728,,,
3.566,317.7,,,
3.567,317.672,,,
3.568,317.645,,,
3.569,317.617,,,
3.57,317.589,,,
3.571,317.561,,,
3.572,317.533,,,
3.573,317.505,,,
3.574,317.476,,,
3.575,317.448,,,
3.576,317.419,,,
3.577,317.391,,,
3.578,317.362,,,
3.579,317.333,,,
3.58,317.304,,,
3.581,317.275,,,
3.582,317.246,,,
3.583,317.217,,,
3.584,317.188,,,
3.585,317.158,,,
3.586,317.129,,,
3.587,317.099,,,
3.588,317.07,,,
3.589,317.04,,,
3.59,317.01,,,
3.591,316.98,,,
3.592,316.95,,,
3.593,316.92,,,
3.594,316.889,,,
3.595,316.859,,,
3.596,316.828,,,
3.597,316.798,,,
3.598,316.767,,,
3.599,316.736,,,
3.6,316.705,,,
3.601,316.674,,,
3.602,316.643,,,
3.603,316.612,,,
3.604,316.581,,,
3.605,316.549,,,
3.606,316.518,,,
3.607,316.486,,,
3.608,316.454,,,
3.609,316.423,,,
3.61,316.391,,,
3.611,316.359,,,
3.612,316.326,,,
3.613,316.294,,,
3.614,316.262,,,
3.615,316.229,,,
3.616,316.197,,,
3.617,316.164,,,
3.618,316.131,,,
3.619,316.098,,,
3.62,316.065,,,
3.621,316.032,,,
3.622,315.999,,,
3.623,315.966,,,
3.624,315.932,,,
3.625,315.899,,,
3.626,315.865,,,
3.627,315.831,,,
3.628,315.797,,,
3.629,315.764,,,
3.63,315.729,,,
3.631,315.695,,,
3.632,315.661,,,
3.633,315.627,,,
3.634,315.592,,,
3.635,315.557,,,
3.636,315.523,,,
3.637,315.488,,,
3.638,315.453,,,
3.639,315.418,,,
3.64,315.382,,,
3.641,315.347,,,
3.642,315.312,,,
3.643,315.276,,,
3.644,315.241,,,
3.645,315.205,,,
3.646,315.169,,,
3.647,315.133,,,
3.648,315.097,,,
3.649,315.061,,,
3.65,315.024,,,
3.651,314.988,,,
3.652,314.951,,,
3.653,314.915,,,
3.654,314.878,,,
3.655,314.841,,,
3.656,314.804,,,
3.657,314.767,,,
3.658,314.729,,,
3.659,314.692,,,
3.66,314.655,,,
3.661,314.617,,,
3.662,314.579,,,
3.663,314.541,,,
3.664,314.503,,,
3.665,314.465,,,
3.666,314.427,,,
3.667,314.389,,,
3.668,314.35,,,
3.669,314.312,,,
3.67,314.273,,,
3.671,314.234,,,
3.672,314.195,,,
3.673,314.156,,,
3.674,314.117,,,
3.675,314.078,,,
3.676,314.038,,,
3.677,313.999,,,
3.678,313.959,,,
3.679,313.919,,,
3.68,313.879,,,
3.681,313.839,,,
3.682,313.799,,,
3.683,313.759,,,
3.684,313.718,,,
3.685,313.678,,,
3.686,313.637,,,
3.687,313.596,,,
3.688,313.555,,,
3.689,313.514,,,
3.69,313.473,,,
3.691,313.432,,,
3.692,313.39,,,
3.693,313.349,,,
3.694,313.307,,,
3.695,313.265,,,
3.696,313.223,,,
3.697,313.181,,,
3.698,313.139,,,
3.699,313.097,,,
3.7,313.054,,,
3.701,313.012,,,
3.702,312.969,,,
3.703,312.926,,,
3.704,312.883,,,
3.705,312.84,,,
3.706,312.797,,,
3.707,312.753,,,
3.708,312.71,,,
3.709,312.666,,,
3.71,312.622,,,
3.711,312.578,,,
3.712,312.534,,,
3.713,312.49,,,
3.714,312.446,,,
3.715,312.401,,,
3.716,312.357,,,
3.717,312.312,,,
3.718,312.267,,,
3.719,312.222,,,
3.72,312.177,,,
3.721,312.131,,,
3.722,312.086,,,
3.723,312.04,,,
3.724,311.995,,,
3.725,311.949,,,
3.726,311.903,,,
3.727,311.857,,,
3.728,311.81,,,
3.729,311.764,,,
3.73,311.717,,,
3.731,311.671,,,
3.732,311.624,,,
3.733,311.577,,,
3.734,311.53,,,
3.735,311.482,,,
3.736,311.435,,,
3.737,311.387,,,
3.738,311.34,,,
3.739,311.292,,,
3.74,311.244,,,
3.741,311.195,,,
3.742,311.147,,,
3.743,311.099,,,
3.744,311.05,,,
3.745,311.001,,,
3.746,310.952,,,
3.747,310.903,,,
3.748,310.854,,,
3.749,310.805,,,
3.75,310.755,,,
3.751,310.706,,,
3.752,310.656,,,
3.753,310.606,,,
3.754,310.556,,,
3.755,310.505,,,
3.756,310.455,,,
3.757,310.404,,,
3.758,310.354,,,
3.759,310.303,,,
3.76,310.252,,,
3.761,310.201,,,
3.762,310.149,,,
3.763,310.098,,,
3.764,310.046,,,
3.765,309.994,,,
3.766,309.942,,,
3.767,309.89,,,
3.768,309.838,,,
3.769,309.785,,,
3.77,309.733,,,
3.771,309.68,,,
3.772,309.627,,,
3.773,309.574,,,
3.774,309.521,,,
3.775,309.467,,,
3.776,309.414,,,
3.777,309.36,,,
3.778,309.306,,,
3.779,309.252,,,
3.78,309.198,,,
3.781,309.143,,,
3.782,309.089,,,
3.783,309.034,,,
3.784,308.979,,,
3.785,308.924,,,
3.786,308.869,,,
3.787,308.813,,,
3.788,308.758,,,
3.789,308.702,,,
3.79,308.646,,,
3.791,308.59,,,
3.792,308.533,,,
3.793,308.477,,,
3.794,308.42,,,
3.795,308.364,,,
3.796,308.307,,,
3.797,308.249,,,
3.798,308.192,,,
3.799,308.135,,,
3.8,308.077,,,
3.801,308.019,,,
3.802,307.961,,,
3.803,307.903,,,
3.804,307.845,,,
3.805,307.786,,,
3.806,307.727,,,
3.807,307.668,,,
3.808,307.609,,,
3.809,307.55,,,
3.81,307.49,,,
3.811,307.431,,,
3.812,307.371,,,
3.813,307.311,,,
3.814,307.251,,,
3.815,307.19,,,
3.816,307.13,,,
3.817,307.069,,,
3.818,307.008,,,
3.819,306.947,,,
3.82,306.886,,,
3.821,306.824,,,
3.822,306.763,,,
3.823,306.701,,,
3.824,306.639,,,
3.825,306.576,,,
3.826,306.514,,,
3.827,306.451,,,
3.828,306.388,,,
3.829,306.325,,,
3.83,306.262,,,
3.831,306.199,,,
3.832,306.135,,,
3.833,306.071,,,
3.834,306.007,,,
3.835,305.943,,,
3.836,305.879,,,
3.837,305.814,,,
3.838,305.749,,,
3.839,305.684,,,
3.84,305.619,,,
3.841,305.553,,,
3.842,305.488,,,
3.843,305.422,,,
3.844,305.356,,,
3.845,305.29,,,
3.846,305.223,,,
3.847,305.157,,,
3.848,305.09,,,
3.849,305.023,,,
3.85,304.955,,,
3.851,304.888,,,
3.852,304.82,,,
3.853,304.752,,,
3.854,304.684,,,
3.855,304.616,,,
3.856,304.547,,,
3.857,304.479,,,
3.858,304.41,,,
3.859,304.341,,,
3.86,304.271,,,
3.861,304.202,,,
3.862,304.132,,,
3.863,304.062,,,
3.864,303.991,,,
3.865,303.921,,,
3.866,303.85,,,
3.867,303.779,,,
3.868,303.708,,,
3.869,303.637,,,
3.87,303.565,,,
3.871,303.493,,,
3.872,303.421,,,
3.873,303.349,,,
3.874,303.276,,,
3.875,303.204,,,
3.876,303.131,,,
3.877,303.058,,,
3.878,302.984,,,
