a, Eruling,,a, Eruling
5.147,304.553,,,
5.148,304.595,,,
5.149,304.636,,,
5.15,304.678,,,
5.151,304.719,,,
5.152,304.76,,,
5.153,304.801,,,
5.154,304.842,,,
5.155,304.883,,,
5.156,304.924,,,
5.157,304.965,,,
5.158,305.006,,,
5.159,305.046,,,
5.16,305.086,,,
5.161,305.127,,,
5.162,305.167,,,
5.163,305.207,,,
5.164,305.247,,,
5.165,305.287,,,
5.166,305.327,,,
5.167,305.367,,,
5.168,305.406,,,
5.169,305.446,,,
5.17,305.485,,,
5.171,305.524,,,
5.172,305.564,,,
5.173,305.603,,,
5.174,305.642,,,
5.175,305.681,,,
5.176,305.72,,,
5.177,305.758,,,
5.178,305.797,,,
5.179,305.836,,,
5.18,305.874,,,
5.181,305.912,,,
5.182,305.951,,,
5.183,305.989,,,
5.184,306.027,,,
5.185,306.065,,,
5.186,306.103,,,
5.187,306.141,,,
5.188,306.178,,,
5.189,306.216,,,
5.19,306.254,,,
5.191,306.291,,,
5.192,306.328,,,
5.193,306.366,,,
5.194,306.403,,,
5.195,306.44,,,
5.196,306.477,,,
5.197,306.514,,,
5.198,306.551,,,
5.199,306.587,,,
5.2,306.624,,,
5.201,306.661,,,
5.202,306.697,,,
5.203,306.733,,,
5.204,306.77,,,
5.205,306.806,,,
5.206,306.842,,,
5.207,306.878,,,
5.208,306.914,,,
5.209,306.95,,,
5.21,306.986,,,
5.211,307.021,,,
5.212,307.057,,,
5.213,307.092,,,
5.214,307.128,,,
5.215,307.163,,,
5.216,307.198,,,
5.217,307.234,,,
5.218,307.269,,,
5.219,307.304,,,
5.22,307.339,,,
5.221,307.373,,,
5.222,307.408,,,
5.223,307.443,,,
5.224,307.477,,,
5.225,307.512,,,
5.226,307.546,,,
5.227,307.581,,,
5.228,307.615,,,
5.229,307.649,,,
5.23,307.683,,,
5.231,307.717,,,
5.232,307.751,,,
5.233,307.785,,,
5.234,307.819,,,
5.235,307.852,,,
5.236,307.886,,,
5.237,307.92,,,
5.238,307.953,,,
5.239,307.986,,,
5.24,308.02,,,
5.241,308.053,,,
5.242,308.086,,,
5.243,308.119,,,
5.244,308.152,,,
5.245,308.185,,,
5.246,308.218,,,
5.247,308.25,,,
5.248,308.283,,,
5.249,308.316,,,
5.25,308.348,,,
5.251,308.381,,,
5.252,308.413,,,
5.253,308.445,,,
5.254,308.477,,,
5.255,308.51,,,
5.256,308.542,,,
5.257,308.574,,,
5.258,308.605,,,
5.259,308.637,,,
5.26,308.669,,,
5.261,308.701,,,
5.262,308.732,,,
5.263,308.764,,,
5.264,308.795,,,
5.265,308.827,,,
5.266,308.858,,,
5.267,308.889,,,
5.268,308.92,,,
5.269,308.951,,,
5.27,308.982,,,
5.271,309.013,,,
5.272,309.044,,,
5.273,309.075,,,
5.274,309.106,,,
5.275,309.136,,,
5.276,309.167,,,
5.277,309.197,,,
5.278,309.228,,,
5.279,309.258,,,
5.28,309.288,,,
5.281,309.319,,,
5.282,309.349,,,
5.283,309.379,,,
5.284,309.409,,,
5.285,309.439,,,
5.286,309.469,,,
5.287,309.498,,,
5.288,309.528,,,
5.289,309.558,,,
5.29,309.587,,,
5.291,309.617,,,
5.292,309.646,,,
5.293,309.676,,,
5.294,309.705,,,
5.295,309.734,,,
5.296,309.763,,,
5.297,309.792,,,
5.298,309.822,,,
5.299,309.85,,,
5.3,309.879,,,
5.301,309.908,,,
5.302,309.937,,,
5.303,309.966,,,
5.304,309.994,,,
5.305,310.023,,,
5.306,310.051,,,
5.307,310.08,,,
5.308,310.108,,,
5.309,310.136,,,
5.31,310.165,,,
5.311,310.193,,,
5.312,310.221,,,
5.313,310.249,,,
5.314,310.277,,,
5.315,310.305,,,
5.316,310.333,,,
5.317,310.36,,,
5.318,310.388,,,
5.319,310.416,,,
5.32,310.443,,,
5.321,310.471,,,
5.322,310.498,,,
5.323,310.526,,,
5.324,310.553,,,
5.325,310.58,,,
5.326,310.608,,,
5.327,310.635,,,
5.328,310.662,,,
5.329,310.689,,,
5.33,310.716,,,
5.331,310.743,,,
5.332,310.769,,,
5.333,310.796,,,
5.334,310.823,,,
5.335,310.85,,,
5.336,310.876,,,
5.337,310.903,,,
5.338,310.929,,,
5.339,310.956,,,
5.34,310.982,,,
5.341,311.008,,,
5.342,311.034,,,
5.343,311.061,,,
5.344,311.087,,,
5.345,311.113,,,
5.346,311.139,,,
5.347,311.165,,,
5.348,311.19,,,
5.349,311.216,,,
5.35,311.242,,,
5.351,311.268,,,
5.352,311.293,,,
5.353,311.319,,,
5.354,311.344,,,
5.355,311.37,,,
5.356,311.395,,,
5.357,311.42,,,
5.358,311.446,,,
5.359,311.471,,,
5.36,311.496,,,
5.361,311.521,,,
5.362,311.546,,,
5.363,311.571,,,
5.364,311.596,,,
5.365,311.621,,,
5.366,311.646,,,
5.367,311.67,,,
5.368,311.695,,,
5.369,311.72,,,
5.37,311.744,,,
5.371,311.769,,,
5.372,311.793,,,
5.373,311.818,,,
5.374,311.842,,,
5.375,311.866,,,
5.376,311.89,,,
5.377,311.915,,,
5.378,311.939,,,
5.379,311.963,,,
5.38,311.987,,,
5.381,312.011,,,
5.382,312.035,,,
5.383,312.059,,,
5.384,312.082,,,
5.385,312.106,,,
5.386,312.13,,,
5.387,312.153,,,
5.388,312.177,,,
5.389,312.201,,,
5.39,312.224,,,
5.391,312.247,,,
5.392,312.271,,,
5.393,312.294,,,
5.394,312.317,,,
5.395,312.34,,,
5.396,312.364,,,
5.397,312.387,,,
5.398,312.41,,,
5.399,312.433,,,
5.4,312.456,,,
5.401,312.479,,,
5.402,312.501,,,
5.403,312.524,,,
5.404,312.547,,,
5.405,312.57,,,
5.406,312.592,,,
5.407,312.615,,,
5.408,312.637,,,
5.409,312.66,,,
5.41,312.682,,,
5.411,312.704,,,
5.412,312.727,,,
5.413,312.749,,,
5.414,312.771,,,
5.415,312.793,,,
5.416,312.815,,,
5.417,312.838,,,
5.418,312.86,,,
5.419,312.881,,,
5.42,312.903,,,
5.421,312.925,,,
5.422,312.947,,,
5.423,312.969,,,
5.424,312.99,,,
5.425,313.012,,,
5.426,313.034,,,
5.427,313.055,,,
5.428,313.077,,,
5.429,313.098,,,
5.43,313.12,,,
5.431,313.141,,,
5.432,313.162,,,
5.433,313.184,,,
5.434,313.205,,,
5.435,313.226,,,
5.436,313.247,,,
5.437,313.268,,,
5.438,313.289,,,
5.439,313.31,,,
5.44,313.331,,,
5.441,313.352,,,
5.442,313.373,,,
5.443,313.393,,,
5.444,313.414,,,
5.445,313.435,,,
5.446,313.455,,,
5.447,313.476,,,
5.448,313.497,,,
5.449,313.517,,,
5.45,313.537,,,
5.451,313.558,,,
5.452,313.578,,,
5.453,313.598,,,
5.454,313.619,,,
5.455,313.639,,,
5.456,313.659,,,
5.457,313.679,,,
5.458,313.699,,,
5.459,313.719,,,
5.46,313.739,,,
5.461,313.759,,,
5.462,313.779,,,
5.463,313.799,,,
5.464,313.819,,,
5.465,313.838,,,
5.466,313.858,,,
5.467,313.878,,,
5.468,313.897,,,
5.469,313.917,,,
5.47,313.936,,,
5.471,313.956,,,
5.472,313.975,,,
5.473,313.995,,,
5.474,314.014,,,
5.475,314.033,,,
5.476,314.053,,,
5.477,314.072,,,
5.478,314.091,,,
5.479,314.11,,,
5.48,314.129,,,
5.481,314.148,,,
5.482,314.167,,,
5.483,314.186,,,
5.484,314.205,,,
5.485,314.224,,,
5.486,314.243,,,
5.487,314.261,,,
5.488,314.28,,,
5.489,314.299,,,
5.49,314.317,,,
5.491,314.336,,,
5.492,314.355,,,
5.493,314.373,,,
5.494,314.391,,,
5.495,314.41,,,
5.496,314.428,,,
5.497,314.447,,,
5.498,314.465,,,
5.499,314.483,,,
5.5,314.501,,,
5.501,314.519,,,
5.502,314.538,,,
5.503,314.556,,,
5.504,314.574,,,
5.505,314.592,,,
5.506,314.61,,,
5.507,314.628,,,
5.508,314.645,,,
5.509,314.663,,,
5.51,314.681,,,
5.511,314.699,,,
5.512,314.716,,,
5.513,314.734,,,
5.514,314.752,,,
5.515,314.769,,,
5.516,314.787,,,
5.517,314.804,,,
5.518,314.822,,,
5.519,314.839,,,
5.52,314.857,,,
5.521,314.874,,,
5.522,314.891,,,
5.523,314.908,,,
5.524,314.926,,,
5.525,314.943,,,
5.526,314.96,,,
5.527,314.977,,,
5.528,314.994,,,
5.529,315.011,,,
5.53,315.028,,,
5.531,315.045,,,
5.532,315.062,,,
5.533,315.079,,,
5.534,315.096,,,
5.535,315.112,,,
5.536,315.129,,,
5.537,315.146,,,
5.538,315.162,,,
5.539,315.179,,,
5.54,315.196,,,
5.541,315.212,,,
5.542,315.229,,,
5.543,315.245,,,
5.544,315.261,,,
5.545,315.278,,,
5.546,315.294,,,
5.547,315.31,,,
5.548,315.327,,,
5.549,315.343,,,
5.55,315.359,,,
5.551,315.375,,,
5.552,315.391,,,
5.553,315.407,,,
5.554,315.423,,,
5.555,315.439,,,
5.556,315.455,,,
5.557,315.471,,,
5.558,315.487,,,
5.559,315.503,,,
5.56,315.519,,,
5.561,315.535,,,
5.562,315.55,,,
5.563,315.566,,,
5.564,315.582,,,
5.565,315.597,,,
5.566,315.613,,,
5.567,315.628,,,
5.568,315.644,,,
5.569,315.659,,,
5.57,315.675,,,
5.571,315.69,,,
5.572,315.706,,,
5.573,315.721,,,
5.574,315.736,,,
5.575,315.751,,,
5.576,315.767,,,
5.577,315.782,,,
5.578,315.797,,,
5.579,315.812,,,
5.58,315.827,,,
5.581,315.842,,,
5.582,315.857,,,
5.583,315.872,,,
5.584,315.887,,,
5.585,315.902,,,
5.586,315.917,,,
5.587,315.932,,,
5.588,315.946,,,
5.589,315.961,,,
5.59,315.976,,,
5.591,315.991,,,
5.592,316.005,,,
5.593,316.02,,,
5.594,316.034,,,
5.595,316.049,,,
5.596,316.063,,,
5.597,316.078,,,
5.598,316.092,,,
5.599,316.107,,,
5.6,316.121,,,
5.601,316.135,,,
5.602,316.15,,,
5.603,316.164,,,
5.604,316.178,,,
5.605,316.192,,,
5.606,316.206,,,
5.607,316.22,,,
5.608,316.235,,,
5.609,316.249,,,
5.61,316.263,,,
5.611,316.277,,,
5.612,316.291,,,
5.613,316.304,,,
5.614,316.318,,,
5.615,316.332,,,
5.616,316.346,,,
5.617,316.36,,,
5.618,316.373,,,
5.619,316.387,,,
5.62,316.401,,,
5.621,316.414,,,
5.622,316.428,,,
5.623,316.442,,,
5.624,316.455,,,
5.625,316.469,,,
5.626,316.482,,,
5.627,316.496,,,
5.628,316.509,,,
5.629,316.522,,,
5.63,316.536,,,
5.631,316.549,,,
5.632,316.562,,,
5.633,316.575,,,
5.634,316.589,,,
5.635,316.602,,,
5.636,316.615,,,
5.637,316.628,,,
5.638,316.641,,,
5.639,316.654,,,
5.64,316.667,,,
5.641,316.68,,,
5.642,316.693,,,
5.643,316.706,,,
5.644,316.719,,,
5.645,316.732,,,
5.646,316.744,,,
5.647,316.757,,,
5.648,316.77,,,
5.649,316.783,,,
5.65,316.795,,,
5.651,316.808,,,
5.652,316.821,,,
5.653,316.833,,,
5.654,316.846,,,
5.655,316.858,,,
5.656,316.871,,,
5.657,316.883,,,
5.658,316.896,,,
5.659,316.908,,,
5.66,316.92,,,
5.661,316.933,,,
5.662,316.945,,,
5.663,316.957,,,
5.664,316.97,,,
5.665,316.982,,,
5.666,316.994,,,
5.667,317.006,,,
5.668,317.018,,,
5.669,317.03,,,
5.67,317.042,,,
5.671,317.054,,,
5.672,317.066,,,
5.673,317.078,,,
5.674,317.09,,,
5.675,317.102,,,
5.676,317.114,,,
5.677,317.126,,,
5.678,317.138,,,
5.679,317.149,,,
5.68,317.161,,,
5.681,317.173,,,
5.682,317.185,,,
5.683,317.196,,,
5.684,317.208,,,
5.685,317.219,,,
5.686,317.231,,,
5.687,317.243,,,
5.688,317.254,,,
5.689,317.266,,,
5.69,317.277,,,
5.691,317.288,,,
5.692,317.3,,,
5.693,317.311,,,
5.694,317.322,,,
5.695,317.334,,,
5.696,317.345,,,
5.697,317.356,,,
5.698,317.367,,,
5.699,317.379,,,
5.7,317.39,,,
5.701,317.401,,,
5.702,317.412,,,
5.703,317.423,,,
5.704,317.434,,,
5.705,317.445,,,
5.706,317.456,,,
5.707,317.467,,,
5.708,317.478,,,
5.709,317.489,,,
5.71,317.5,,,
5.711,317.51,,,
5.712,317.521,,,
5.713,317.532,,,
5.714,317.543,,,
5.715,317.553,,,
5.716,317.564,,,
5.717,317.575,,,
5.718,317.585,,,
5.719,317.596,,,
5.72,317.607,,,
5.721,317.617,,,
5.722,317.628,,,
5.723,317.638,,,
5.724,317.648,,,
5.725,317.659,,,
5.726,317.669,,,
5.727,317.68,,,
5.728,317.69,,,
5.729,317.7,,,
5.73,317.711,,,
5.731,317.721,,,
5.732,317.731,,,
5.733,317.741,,,
5.734,317.751,,,
5.735,317.762,,,
5.736,317.772,,,
5.737,317.782,,,
5.738,317.792,,,
5.739,317.802,,,
5.74,317.812,,,
5.741,317.822,,,
5.742,317.832,,,
5.743,317.842,,,
5.744,317.852,,,
5.745,317.861,,,
5.746,317.871,,,
5.747,317.881,,,
5.748,317.891,,,
5.749,317.901,,,
5.75,317.91,,,
5.751,317.92,,,
5.752,317.93,,,
5.753,317.939,,,
5.754,317.949,,,
5.755,317.958,,,
5.756,317.968,,,
5.757,317.978,,,
5.758,317.987,,,
5.759,317.997,,,
5.76,318.006,,,
5.761,318.015,,,
5.762,318.025,,,
5.763,318.034,,,
5.764,318.044,,,
5.765,318.053,,,
5.766,318.062,,,
5.767,318.071,,,
5.768,318.081,,,
5.769,318.09,,,
5.77,318.099,,,
5.771,318.108,,,
5.772,318.117,,,
5.773,318.126,,,
5.774,318.136,,,
5.775,318.145,,,
5.776,318.154,,,
5.777,318.163,,,
5.778,318.172,,,
5.779,318.181,,,
5.78,318.189,,,
5.781,318.198,,,
5.782,318.207,,,
5.783,318.216,,,
5.784,318.225,,,
5.785,318.234,,,
5.786,318.242,,,
5.787,318.251,,,
5.788,318.26,,,
5.789,318.269,,,
5.79,318.277,,,
5.791,318.286,,,
5.792,318.294,,,
5.793,318.303,,,
5.794,318.312,,,
5.795,318.32,,,
5.796,318.329,,,
5.797,318.337,,,
5.798,318.345,,,
5.799,318.354,,,
5.8,318.362,,,
5.801,318.371,,,
5.802,318.379,,,
5.803,318.387,,,
5.804,318.396,,,
5.805,318.404,,,
5.806,318.412,,,
5.807,318.42,,,
5.808,318.429,,,
5.809,318.437,,,
5.81,318.445,,,
5.811,318.453,,,
5.812,318.461,,,
5.813,318.469,,,
5.814,318.477,,,
5.815,318.485,,,
5.816,318.493,,,
5.817,318.501,,,
5.818,318.509,,,
5.819,318.517,,,
5.82,318.525,,,
5.821,318.533,,,
5.822,318.541,,,
5.823,318.549,,,
5.824,318.556,,,
5.825,318.564,,,
5.826,318.572,,,
5.827,318.58,,,
5.828,318.587,,,
5.829,318.595,,,
5.83,318.603,,,
5.831,318.61,,,
5.832,318.618,,,
5.833,318.625,,,
5.834,318.633,,,
5.835,318.64,,,
5.836,318.648,,,
5.837,318.655,,,
5.838,318.663,,,
5.839,318.67,,,
5.84,318.678,,,
5.841,318.685,,,
5.842,318.692,,,
5.843,318.7,,,
5.844,318.707,,,
5.845,318.714,,,
5.846,318.722,,,
5.847,318.729,,,
5.848,318.736,,,
5.849,318.743,,,
5.85,318.75,,,
5.851,318.758,,,
5.852,318.765,,,
5.853,318.772,,,
5.854,318.779,,,
5.855,318.786,,,
5.856,318.793,,,
5.857,318.8,,,
5.858,318.807,,,
5.859,318.814,,,
5.86,318.821,,,
5.861,318.828,,,
5.862,318.834,,,
5.863,318.841,,,
5.864,318.848,,,
5.865,318.855,,,
5.866,318.862,,,
5.867,318.868,,,
5.868,318.875,,,
5.869,318.882,,,
5.87,318.889,,,
5.871,318.895,,,
5.872,318.902,,,
5.873,318.908,,,
5.874,318.915,,,
5.875,318.922,,,
5.876,318.928,,,
5.877,318.935,,,
5.878,318.941,,,
5.879,318.948,,,
5.88,318.954,,,
5.881,318.961,,,
5.882,318.967,,,
5.883,318.973,,,
5.884,318.98,,,
5.885,318.986,,,
5.886,318.992,,,
5.887,318.999,,,
5.888,319.005,,,
5.889,319.011,,,
5.89,319.017,,,
5.891,319.024,,,
5.892,319.03,,,
5.893,319.036,,,
5.894,319.042,,,
5.895,319.048,,,
5.896,319.054,,,
5.897,319.06,,,
5.898,319.066,,,
5.899,319.072,,,
5.9,319.078,,,
5.901,319.084,,,
5.902,319.09,,,
5.903,319.096,,,
5.904,319.102,,,
5.905,319.108,,,
5.906,319.114,,,
5.907,319.12,,,
5.908,319.125,,,
5.909,319.131,,,
5.91,319.137,,,
5.911,319.143,,,
5.912,319.148,,,
5.913,319.154,,,
5.914,319.16,,,
5.915,319.165,,,
5.916,319.171,,,
5.917,319.177,,,
5.918,319.182,,,
5.919,319.188,,,
5.92,319.193,,,
5.921,319.199,,,
5.922,319.204,,,
5.923,319.21,,,
5.924,319.215,,,
5.925,319.221,,,
5.926,319.226,,,
5.927,319.232,,,
5.928,319.237,,,
5.929,319.242,,,
5.93,319.248,,,
5.931,319.253,,,
5.932,319.258,,,
5.933,319.263,,,
5.934,319.269,,,
5.935,319.274,,,
5.936,319.279,,,
5.937,319.284,,,
5.938,319.289,,,
5.939,319.294,,,
5.94,319.3,,,
5.941,319.305,,,
5.942,319.31,,,
5.943,319.315,,,
5.944,319.32,,,
5.945,319.325,,,
5.946,319.33,,,
5.947,319.335,,,
5.948,319.34,,,
5.949,319.344,,,
5.95,319.349,,,
5.951,319.354,,,
5.952,319.359,,,
5.953,319.364,,,
5.954,319.369,,,
5.955,319.373,,,
5.956,319.378,,,
5.957,319.383,,,
5.958,319.388,,,
5.959,319.392,,,
5.96,319.397,,,
5.961,319.402,,,
5.962,319.406,,,
5.963,319.411,,,
5.964,319.415,,,
5.965,319.42,,,
5.966,319.425,,,
5.967,319.429,,,
5.968,319.434,,,
5.969,319.438,,,
5.97,319.443,,,
5.971,319.447,,,
5.972,319.451,,,
5.973,319.456,,,
5.974,319.46,,,
5.975,319.464,,,
5.976,319.469,,,
5.977,319.473,,,
5.978,319.477,,,
5.979,319.482,,,
5.98,319.486,,,
5.981,319.49,,,
5.982,319.494,,,
5.983,319.498,,,
5.984,319.503,,,
5.985,319.507,,,
5.986,319.511,,,
5.987,319.515,,,
5.988,319.519,,,
5.989,319.523,,,
5.99,319.527,,,
5.991,319.531,,,
5.992,319.535,,,
5.993,319.539,,,
5.994,319.543,,,
5.995,319.547,,,
5.996,319.551,,,
5.997,319.555,,,
5.998,319.559,,,
5.999,319.562,,,
6,319.566,,,
6.001,319.57,,,
6.002,319.574,,,
6.003,319.578,,,
6.004,319.581,,,
6.005,319.585,,,
6.006,319.589,,,
6.007,319.592,,,
6.008,319.596,,,
6.009,319.6,,,
6.01,319.603,,,
6.011,319.607,,,
6.012,319.611,,,
6.013,319.614,,,
6.014,319.618,,,
6.015,319.621,,,
6.016,319.625,,,
6.017,319.628,,,
6.018,319.632,,,
6.019,319.635,,,
6.02,319.638,,,
6.021,319.642,,,
6.022,319.645,,,
6.023,319.649,,,
6.024,319.652,,,
6.025,319.655,,,
6.026,319.658,,,
6.027,319.662,,,
6.028,319.665,,,
6.029,319.668,,,
6.03,319.671,,,
6.031,319.675,,,
6.032,319.678,,,
6.033,319.681,,,
6.034,319.684,,,
6.035,319.687,,,
6.036,319.69,,,
6.037,319.693,,,
6.038,319.696,,,
6.039,319.699,,,
6.04,319.702,,,
6.041,319.705,,,
6.042,319.708,,,
6.043,319.711,,,
6.044,319.714,,,
6.045,319.717,,,
6.046,319.72,,,
6.047,319.723,,,
6.048,319.726,,,
6.049,319.728,,,
6.05,319.731,,,
6.051,319.734,,,
6.052,319.737,,,
6.053,319.74,,,
6.054,319.742,,,
6.055,319.745,,,
6.056,319.748,,,
6.057,319.75,,,
6.058,319.753,,,
6.059,319.756,,,
6.06,319.758,,,
6.061,319.761,,,
6.062,319.763,,,
6.063,319.766,,,
6.064,319.768,,,
6.065,319.771,,,
6.066,319.773,,,
6.067,319.776,,,
6.068,319.778,,,
6.069,319.781,,,
6.07,319.783,,,
6.071,319.786,,,
6.072,319.788,,,
6.073,319.79,,,
6.074,319.793,,,
6.075,319.795,,,
6.076,319.797,,,
6.077,319.799,,,
6.078,319.802,,,
6.079,319.804,,,
6.08,319.806,,,
6.081,319.808,,,
6.082,319.81,,,
6.083,319.813,,,
6.084,319.815,,,
6.085,319.817,,,
6.086,319.819,,,
6.087,319.821,,,
6.088,319.823,,,
6.089,319.825,,,
6.09,319.827,,,
6.091,319.829,,,
6.092,319.831,,,
6.093,319.833,,,
6.094,319.835,,,
6.095,319.837,,,
6.096,319.839,,,
6.097,319.841,,,
6.098,319.842,,,
6.099,319.844,,,
6.1,319.846,,,
6.101,319.848,,,
6.102,319.85,,,
6.103,319.851,,,
6.104,319.853,,,
6.105,319.855,,,
6.106,319.857,,,
6.107,319.858,,,
6.108,319.86,,,
6.109,319.862,,,
6.11,319.863,,,
6.111,319.865,,,
6.112,319.866,,,
6.113,319.868,,,
6.114,319.869,,,
6.115,319.871,,,
6.116,319.872,,,
6.117,319.874,,,
6.118,319.875,,,
6.119,319.877,,,
6.12,319.878,,,
6.121,319.88,,,
6.122,319.881,,,
6.123,319.882,,,
6.124,319.884,,,
6.125,319.885,,,
6.126,319.886,,,
6.127,319.888,,,
6.128,319.889,,,
6.129,319.89,,,
6.13,319.892,,,
6.131,319.893,,,
6.132,319.894,,,
6.133,319.895,,,
6.134,319.896,,,
6.135,319.897,,,
6.136,319.899,,,
6.137,319.9,,,
6.138,319.901,,,
6.139,319.902,,,
6.14,319.903,,,
6.141,319.904,,,
6.142,319.905,,,
6.143,319.906,,,
6.144,319.907,,,
6.145,319.908,,,
6.146,319.909,,,
6.147,319.91,,,
6.148,319.91,,,
6.149,319.911,,,
6.15,319.912,,,
6.151,319.913,,,
6.152,319.914,,,
6.153,319.915,,,
6.154,319.915,,,
6.155,319.916,,,
6.156,319.917,,,
6.157,319.918,,,
6.158,319.918,,,
6.159,319.919,,,
6.16,319.92,,,
6.161,319.92,,,
6.162,319.921,,,
6.163,319.921,,,
6.164,319.922,,,
6.165,319.923,,,
6.166,319.923,,,
6.167,319.924,,,
6.168,319.924,,,
6.169,319.925,,,
6.17,319.925,,,
6.171,319.926,,,
6.172,319.926,,,
6.173,319.926,,,
6.174,319.927,,,
6.175,319.927,,,
6.176,319.928,,,
6.177,319.928,,,
6.178,319.928,,,
6.179,319.929,,,
6.18,319.929,,,
6.181,319.929,,,
6.182,319.929,,,
6.183,319.93,,,
6.184,319.93,,,
6.185,319.93,,,
6.186,319.93,,,
6.187,319.93,,,
6.188,319.93,,,
6.189,319.931,,,
6.19,319.931,,,
6.191,319.931,,,
6.192,319.931,,,
6.193,319.931,,,
6.194,319.931,,,
6.195,319.931,,,
6.196,319.931,,,
6.197,319.931,,,
6.198,319.931,,,
6.199,319.931,,,
6.2,319.93,,,
6.201,319.93,,,
6.202,319.93,,,
6.203,319.93,,,
6.204,319.93,,,
6.205,319.93,,,
6.206,319.93,,,
6.207,319.929,,,
6.208,319.929,,,
6.209,319.929,,,
6.21,319.928,,,
6.211,319.928,,,
6.212,319.928,,,
6.213,319.928,,,
6.214,319.927,,,
6.215,319.927,,,
6.216,319.926,,,
6.217,319.926,,,
6.218,319.926,,,
6.219,319.925,,,
6.22,319.925,,,
6.221,319.924,,,
6.222,319.924,,,
6.223,319.923,,,
6.224,319.923,,,
6.225,319.922,,,
6.226,319.921,,,
6.227,319.921,,,
6.228,319.92,,,
6.229,319.919,,,
6.23,319.919,,,
6.231,319.918,,,
6.232,319.917,,,
6.233,319.917,,,
6.234,319.916,,,
6.235,319.915,,,
6.236,319.914,,,
6.237,319.914,,,
6.238,319.913,,,
6.239,319.912,,,
6.24,319.911,,,
6.241,319.91,,,
6.242,319.909,,,
6.243,319.909,,,
6.244,319.908,,,
6.245,319.907,,,
6.246,319.906,,,
6.247,319.905,,,
6.248,319.904,,,
6.249,319.903,,,
6.25,319.902,,,
6.251,319.901,,,
6.252,319.9,,,
6.253,319.898,,,
6.254,319.897,,,
6.255,319.896,,,
6.256,319.895,,,
6.257,319.894,,,
6.258,319.893,,,
6.259,319.892,,,
6.26,319.89,,,
6.261,319.889,,,
6.262,319.888,,,
6.263,319.887,,,
6.264,319.885,,,
6.265,319.884,,,
6.266,319.883,,,
6.267,319.881,,,
6.268,319.88,,,
6.269,319.878,,,
6.27,319.877,,,
6.271,319.876,,,
6.272,319.874,,,
6.273,319.873,,,
6.274,319.871,,,
6.275,319.87,,,
6.276,319.868,,,
6.277,319.867,,,
6.278,319.865,,,
6.279,319.864,,,
6.28,319.862,,,
6.281,319.86,,,
6.282,319.859,,,
6.283,319.857,,,
